No_Die,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Lot_Num,Wafer_Num,Datetime
NOLSM32524774,3,Etching,340.0,1458.0,3644.0,5709.0,71.057,50.373,0.966,10,42,2025-05-15
NOLSM32524775,1,Etching,462.0,1387.0,3687.0,5715.0,71.392,51.915,0.996,10,43,2025-05-15
NOLSM32524776,2,Etching,231.0,1554.0,3680.0,5692.0,71.236,51.788,0.873,10,44,2025-05-15
NOLSM32524777,3,Etching,408.0,1568.0,3675.0,5721.0,71.246,50.051,0.967,10,45,2025-05-15
NOLSM32524778,1,Etching,317.0,1500.0,3664.0,5707.0,71.08,50.554,1.038,10,46,2025-05-15
NOLSM32524779,2,Etching,291.0,1380.0,3637.0,5698.0,71.199,50.536,1.221,10,47,2025-05-15
NOLSM32524780,3,Etching,376.0,1692.0,3672.0,5696.0,71.016,50.445,0.798,10,48,2025-05-15
NOLSM32524781,1,Etching,324.0,1513.0,3650.0,5727.0,71.1,50.402,0.904,10,49,2025-05-15
NOLSM32524782,2,Etching,392.0,1346.0,3657.0,5710.0,71.226,51.22,1.061,10,50,2025-05-15
NOLSM32524783,3,Etching,422.0,1306.0,3633.0,5702.0,71.183,50.708,1.187,10,51,2025-05-15
NOLSM32524784,1,Etching,177.0,1495.0,3629.0,5712.0,71.304,52.479,0.998,10,52,2025-05-15
NOLSM32524785,2,Etching,288.0,1268.0,3655.0,5721.0,71.25,50.479,1.016,10,53,2025-05-15
NOLSM32524786,3,Etching,353.0,1417.0,3667.0,5713.0,72.085,51.282,1.116,10,54,2025-05-15
NOLSM32524787,1,Etching,218.0,1563.0,3648.0,5691.0,71.536,50.215,1.113,30,28,2025-05-15
NOLSM32524788,2,Etching,177.0,1643.0,3655.0,5724.0,71.71,50.309,1.002,30,29,2025-05-15
NOLSM32524789,3,Etching,221.0,1490.0,3655.0,5741.0,71.984,50.218,1.086,30,30,2025-05-15
NOLSM32524790,1,Etching,175.0,1625.0,3643.0,5738.0,71.742,50.093,0.936,30,31,2025-05-15
NOLSM32524791,2,Etching,280.0,1381.0,3655.0,5737.0,71.8,50.029,0.896,30,32,2025-05-15
NOLSM32524792,3,Etching,239.0,1457.0,3645.0,5693.0,71.312,50.287,0.784,30,33,2025-05-15
NOLSM32524793,1,Etching,171.0,1324.0,3638.0,5731.0,70.904,50.404,1.109,30,34,2025-05-15
NOLSM32524794,2,Etching,172.0,1436.0,3654.0,5709.0,71.998,50.044,0.913,30,35,2025-05-15
NOLSM32524795,3,Etching,257.0,1393.0,3643.0,5708.0,71.417,49.905,0.937,30,36,2025-05-15
NOLSM32524796,1,Etching,172.0,1375.0,3641.0,5719.0,71.558,50.156,0.996,30,37,2025-05-15
NOLSM32524797,2,Etching,236.0,1382.0,3647.0,5712.0,71.696,49.996,1.119,30,38,2025-05-15
NOLSM32524798,3,Etching,151.0,1301.0,3641.0,5721.0,71.527,50.284,0.968,30,39,2025-05-15
NOLSM32524799,1,Etching,200.0,1306.0,3638.0,5714.0,71.256,50.542,1.104,30,40,2025-05-15
NOLSM32524800,2,Etching,261.0,1423.0,3647.0,5720.0,71.775,50.414,1.014,30,41,2025-05-15
NOLSM32524801,3,Etching,181.0,1431.0,3647.0,5711.0,71.765,49.659,1.037,30,42,2025-05-15
NOLSM32524802,1,Etching,150.0,1368.0,3632.0,5683.0,70.818,49.974,0.941,30,43,2025-05-15
NOLSM32524803,2,Etching,185.0,1401.0,3642.0,5695.0,71.852,49.837,1.132,30,44,2025-05-15
NOLSM32524804,3,Etching,166.0,1362.0,3641.0,5688.0,71.208,49.983,0.963,30,45,2025-05-15
NOLSM32524805,1,Etching,202.0,1460.0,3634.0,5726.0,70.854,49.859,0.961,30,46,2025-05-15
NOLSM32524806,2,Etching,177.0,1247.0,3629.0,5705.0,70.741,50.495,1.081,30,47,2025-05-15
NOLSM32524807,3,Etching,143.0,1709.0,3638.0,5728.0,71.399,50.305,0.87,30,48,2025-05-15
NOLSM32524808,1,Etching,173.0,1468.0,3628.0,5720.0,70.46,50.381,1.163,30,49,2025-05-15
NOLSM32524809,2,Etching,140.0,1466.0,3633.0,5697.0,70.732,49.899,0.992,30,50,2025-05-15
NOLSM32524810,3,Etching,191.0,1390.0,3633.0,5698.0,70.312,50.114,0.784,30,51,2025-05-15
NOLSM32524811,1,Etching,138.0,1561.0,3633.0,5696.0,71.074,50.198,1.098,30,52,2025-05-15
NOLSM32524812,2,Etching,177.0,1665.0,3634.0,5728.0,70.981,50.804,0.844,30,53,2025-05-15
NOLSM32524813,3,Etching,202.0,1573.0,3637.0,5735.0,71.509,50.585,1.072,30,54,2025-05-15
NOLSM32524814,3,Etching,254.0,1497.0,3676.0,5745.0,70.56,50.29,1.185,10,1,2025-05-15
NOLSM32524815,3,Etching,431.0,1711.0,3629.0,5692.0,71.694,50.732,0.937,10,2,2025-05-15
NOLSM32524816,2,Etching,524.0,1371.0,3670.0,5715.0,71.957,51.305,1.024,10,3,2025-05-15
NOLSM32524817,1,Etching,218.0,1305.0,3654.0,5719.0,70.993,51.48,0.975,10,4,2025-05-15
NOLSM32524818,1,Etching,130.0,1512.0,3635.0,5727.0,70.198,51.028,0.868,10,5,2025-05-15
NOLSM32524819,3,Etching,308.0,1592.0,3680.0,5709.0,72.225,51.209,0.983,10,6,2025-05-15
NOLSM32524820,3,Etching,313.0,1575.0,3657.0,5695.0,69.621,51.955,1.104,10,7,2025-05-15
NOLSM32524821,2,Etching,330.0,1427.0,3665.0,5691.0,71.299,51.053,1.035,10,8,2025-05-15
NOLSM32524822,1,Etching,417.0,1344.0,3657.0,5694.0,72.35,50.575,0.925,10,9,2025-05-15
NOLSM32524823,1,Etching,317.0,1474.0,3641.0,5728.0,70.576,52.129,0.996,10,10,2025-05-15
NOLSM32524824,3,Etching,476.0,1466.0,3660.0,5722.0,71.551,51.462,1.199,10,11,2025-05-15
NOLSM32524825,2,Etching,479.0,1517.0,3666.0,5697.0,71.868,50.778,1.063,10,12,2025-05-15
NOLSM32524826,1,Etching,419.0,1472.0,3658.0,5727.0,71.152,51.137,1.105,10,13,2025-05-15
NOLSM32524827,1,Etching,314.0,1683.0,3651.0,5732.0,71.344,51.83,1.186,10,14,2025-05-15
NOLSM32524828,2,Etching,340.0,1458.0,3644.0,5709.0,71.472,50.048,0.933,10,15,2025-05-15
NOLSM32524829,3,Etching,462.0,1387.0,3687.0,5715.0,70.694,51.905,1.133,10,16,2025-05-15
NOLSM32524830,3,Etching,231.0,1554.0,3680.0,5692.0,70.235,51.324,0.881,10,17,2025-05-15
NOLSM32524831,2,Etching,408.0,1568.0,3675.0,5721.0,70.355,50.229,1.031,10,18,2025-05-15
NOLSM32524832,1,Etching,317.0,1500.0,3664.0,5707.0,69.635,50.465,1.004,10,19,2025-05-15
NOLSM32524833,1,Etching,291.0,1380.0,3637.0,5698.0,70.723,50.429,1.187,10,20,2025-05-15
NOLSM32524834,2,Etching,376.0,1692.0,3672.0,5696.0,68.844,50.483,1.045,10,21,2025-05-15
NOLSM32524835,3,Etching,324.0,1513.0,3650.0,5727.0,70.686,50.555,1.029,10,22,2025-05-15
NOLSM32524836,3,Etching,392.0,1346.0,3657.0,5710.0,71.616,51.213,1.01,10,23,2025-05-15
NOLSM32524837,2,Etching,422.0,1306.0,3633.0,5702.0,71.803,50.591,1.127,10,24,2025-05-15
NOLSM32524838,1,Etching,177.0,1495.0,3629.0,5712.0,71.554,52.388,1.074,10,25,2025-05-15
NOLSM32524839,1,Etching,288.0,1268.0,3655.0,5721.0,69.92,50.453,0.969,10,26,2025-05-15
NOLSM32524840,2,Etching,353.0,1417.0,3667.0,5713.0,72.083,51.284,1.159,10,27,2025-05-15
NOLSM32524841,1,Etching,364.0,1563.0,3658.0,5691.0,71.327,50.174,0.927,30,1,2025-05-15
NOLSM32524842,1,Etching,308.0,1643.0,3659.0,5724.0,71.721,50.453,1.031,30,2,2025-05-15
NOLSM32524843,2,Etching,344.0,1490.0,3656.0,5741.0,72.031,50.175,1.166,30,3,2025-05-15
NOLSM32524844,3,Etching,379.0,1625.0,3662.0,5738.0,71.693,50.211,0.874,30,4,2025-05-15
NOLSM32524845,3,Etching,280.0,1381.0,3655.0,5737.0,71.997,49.885,1.021,30,5,2025-05-15
NOLSM32524846,2,Etching,239.0,1457.0,3645.0,5693.0,71.373,50.236,0.948,30,6,2025-05-15
NOLSM32524847,1,Etching,171.0,1324.0,3638.0,5731.0,70.948,50.31,1.066,30,7,2025-05-15
NOLSM32524848,1,Etching,172.0,1436.0,3654.0,5709.0,72.268,50.282,0.988,30,8,2025-05-15
NOLSM32524849,3,Etching,257.0,1393.0,3643.0,5708.0,71.438,50.321,0.918,30,9,2025-05-15
NOLSM32524850,3,Etching,172.0,1375.0,3641.0,5719.0,71.642,50.021,1.158,30,10,2025-05-15
NOLSM32524851,2,Etching,236.0,1382.0,3647.0,5712.0,71.73,50.114,1.013,30,11,2025-05-15
NOLSM32524852,1,Etching,151.0,1301.0,3641.0,5721.0,71.532,50.052,1.128,30,12,2025-05-15
NOLSM32524853,1,Etching,200.0,1306.0,3638.0,5714.0,71.217,50.497,1.027,30,13,2025-05-15
NOLSM32524854,2,Etching,261.0,1423.0,3647.0,5720.0,71.653,50.273,0.968,30,14,2025-05-15
NOLSM32524855,3,Etching,181.0,1431.0,3647.0,5711.0,71.665,49.557,1.013,30,15,2025-05-15
NOLSM32524856,3,Etching,150.0,1368.0,3632.0,5683.0,70.705,49.928,1.044,30,16,2025-05-15
NOLSM32524857,2,Etching,185.0,1401.0,3642.0,5695.0,71.767,49.924,0.991,30,17,2025-05-15
NOLSM32524858,1,Etching,166.0,1362.0,3641.0,5688.0,71.174,49.789,0.806,30,18,2025-05-15
NOLSM32524859,1,Etching,202.0,1460.0,3634.0,5726.0,70.801,49.972,0.932,30,19,2025-05-15
NOLSM32524860,3,Etching,177.0,1247.0,3629.0,5705.0,70.767,50.244,1.022,30,20,2025-05-15
NOLSM32524861,3,Etching,143.0,1463.0,3638.0,5728.0,71.389,50.684,1.242,30,21,2025-05-15
NOLSM32524862,2,Etching,173.0,1351.0,3628.0,5720.0,70.439,50.357,1.143,30,22,2025-05-15
NOLSM32524863,1,Etching,140.0,1389.0,3633.0,5697.0,70.766,49.87,0.911,30,23,2025-05-15
NOLSM32524864,1,Etching,191.0,1395.0,3633.0,5698.0,70.362,50.214,0.826,30,24,2025-05-15
NOLSM32524865,2,Etching,138.0,1383.0,3633.0,5696.0,71.377,50.174,1.032,30,25,2025-05-15
NOLSM32524866,3,Etching,177.0,1472.0,3634.0,5728.0,70.748,50.722,1.002,30,26,2025-05-15
NOLSM32524867,3,Etching,202.0,1445.0,3637.0,5735.0,71.442,50.658,0.866,30,27,2025-05-15
NOLSM32524868,1,Etching,398.0,1662.0,3692.0,5726.0,71.103,51.986,0.984,11,28,2025-05-16
NOLSM32524869,2,Etching,330.0,1398.0,3661.0,5740.0,69.861,51.944,1.118,11,29,2025-05-16
NOLSM32524870,3,Etching,324.0,1513.0,3654.0,5719.0,71.193,50.125,1.038,11,30,2025-05-16
NOLSM32524871,1,Etching,146.0,1274.0,3658.0,5714.0,71.381,51.035,0.977,11,31,2025-05-16
NOLSM32524872,2,Etching,319.0,1454.0,3626.0,5733.0,72.4,50.919,0.856,11,32,2025-05-16
NOLSM32524873,3,Etching,239.0,1442.0,3657.0,5718.0,70.989,51.487,1.122,11,33,2025-05-16
NOLSM32524874,1,Etching,457.0,1462.0,3660.0,5714.0,71.241,51.211,0.813,11,34,2025-05-16
NOLSM32524875,2,Etching,354.0,1476.0,3664.0,5701.0,71.723,50.382,1.0,11,35,2025-05-16
NOLSM32524876,3,Etching,563.0,1422.0,3642.0,5717.0,72.218,51.223,0.965,11,36,2025-05-16
NOLSM32524877,1,Etching,176.0,1301.0,3658.0,5709.0,69.645,50.145,0.942,11,37,2025-05-16
NOLSM32524878,2,Etching,415.0,1644.0,3653.0,5692.0,70.86,50.428,1.081,11,38,2025-05-16
NOLSM32524879,3,Etching,495.0,1426.0,3622.0,5714.0,71.245,51.257,0.951,11,39,2025-05-16
NOLSM32524880,1,Etching,269.0,1602.0,3650.0,5713.0,70.049,51.886,1.13,11,40,2025-05-16
NOLSM32524881,2,Etching,413.0,1541.0,3651.0,5741.0,72.008,51.661,1.04,11,41,2025-05-16
NOLSM32524882,3,Etching,514.0,1539.0,3639.0,5729.0,70.253,52.077,0.985,11,42,2025-05-16
NOLSM32524883,1,Etching,391.0,1502.0,3620.0,5713.0,69.951,50.398,1.021,11,43,2025-05-16
NOLSM32524884,2,Etching,284.0,1518.0,3664.0,5702.0,70.725,50.941,1.092,11,44,2025-05-16
NOLSM32524885,3,Etching,304.0,1544.0,3625.0,5728.0,69.463,51.225,0.908,11,45,2025-05-16
NOLSM32524886,1,Etching,433.0,1564.0,3655.0,5703.0,70.216,50.901,0.918,11,46,2025-05-16
NOLSM32524887,2,Etching,233.0,1461.0,3677.0,5682.0,70.12,49.551,0.965,11,47,2025-05-16
NOLSM32524888,3,Etching,240.0,1559.0,3656.0,5703.0,71.583,50.281,1.069,11,48,2025-05-16
NOLSM32524889,1,Etching,319.0,1534.0,3652.0,5714.0,70.629,51.649,0.994,11,49,2025-05-16
NOLSM32524890,2,Etching,589.0,1507.0,3674.0,5703.0,70.475,51.023,1.112,11,50,2025-05-16
NOLSM32524891,3,Etching,363.0,1454.0,3645.0,5721.0,72.602,50.945,1.215,11,51,2025-05-16
NOLSM32524892,1,Etching,315.0,1507.0,3711.0,5706.0,70.042,49.976,0.948,11,52,2025-05-16
NOLSM32524893,2,Etching,573.0,1365.0,3651.0,5719.0,70.096,50.966,0.98,11,53,2025-05-16
NOLSM32524894,3,Etching,422.0,1512.0,3624.0,5741.0,71.056,51.31,1.025,11,54,2025-05-16
NOLSM32524895,1,Etching,246.0,1526.0,3640.0,5710.0,71.756,50.724,1.076,31,28,2025-05-16
NOLSM32524896,2,Etching,150.0,1481.0,3641.0,5711.0,70.9,50.831,1.101,31,29,2025-05-16
NOLSM32524897,3,Etching,232.0,1588.0,3642.0,5699.0,70.97,50.692,0.979,31,30,2025-05-16
NOLSM32524898,1,Etching,237.0,1441.0,3640.0,5725.0,70.406,49.952,1.19,31,31,2025-05-16
NOLSM32524899,2,Etching,124.0,1441.0,3622.0,5716.0,69.558,50.204,0.855,31,32,2025-05-16
NOLSM32524900,3,Etching,263.0,1402.0,3641.0,5689.0,71.343,50.596,1.079,31,33,2025-05-16
NOLSM32524901,1,Etching,150.0,1372.0,3631.0,5700.0,70.562,50.648,0.958,31,34,2025-05-16
NOLSM32524902,2,Etching,174.0,1446.0,3638.0,5684.0,70.961,50.402,0.808,31,35,2025-05-16
NOLSM32524903,3,Etching,140.0,1281.0,3635.0,5697.0,71.156,50.266,0.855,31,36,2025-05-16
NOLSM32524904,1,Etching,119.0,1369.0,3637.0,5693.0,71.344,50.064,0.992,31,37,2025-05-16
NOLSM32524905,2,Etching,204.0,1428.0,3658.0,5701.0,70.599,49.693,1.066,31,38,2025-05-16
NOLSM32524906,3,Etching,236.0,1372.0,3645.0,5692.0,70.383,50.172,0.962,31,39,2025-05-16
NOLSM32524907,1,Etching,151.0,1369.0,3656.0,5705.0,71.048,49.776,1.014,31,40,2025-05-16
NOLSM32524908,2,Etching,207.0,1402.0,3646.0,5683.0,70.41,49.861,1.081,31,41,2025-05-16
NOLSM32524909,3,Etching,212.0,1427.0,3648.0,5700.0,69.837,49.711,1.029,31,42,2025-05-16
NOLSM32524910,1,Etching,218.0,1343.0,3655.0,5699.0,71.125,50.294,0.897,31,43,2025-05-16
NOLSM32524911,2,Etching,177.0,1343.0,3655.0,5693.0,70.019,50.001,1.025,31,44,2025-05-16
NOLSM32524912,3,Etching,221.0,1417.0,3643.0,5736.0,71.373,50.074,1.049,31,45,2025-05-16
NOLSM32524913,1,Etching,175.0,1359.0,3646.0,5719.0,71.698,49.932,1.018,31,46,2025-05-16
NOLSM32524914,2,Etching,202.0,1709.0,3631.0,5700.0,70.16,49.855,1.076,31,47,2025-05-16
NOLSM32524915,3,Etching,313.0,1468.0,3663.0,5722.0,71.682,50.443,0.914,31,48,2025-05-16
NOLSM32524916,1,Etching,224.0,1466.0,3645.0,5723.0,70.467,50.466,1.005,31,49,2025-05-16
NOLSM32524917,2,Etching,333.0,1390.0,3663.0,5730.0,71.348,50.536,1.093,31,50,2025-05-16
NOLSM32524918,3,Etching,269.0,1561.0,3658.0,5741.0,71.743,50.848,1.116,31,51,2025-05-16
NOLSM32524919,1,Etching,216.0,1665.0,3656.0,5699.0,71.385,51.137,0.958,31,52,2025-05-16
NOLSM32524920,2,Etching,236.0,1573.0,3662.0,5717.0,72.061,50.809,1.13,31,53,2025-05-16
NOLSM32524921,3,Etching,151.0,1526.0,3664.0,5704.0,71.291,50.777,1.251,31,54,2025-05-16
NOLSM32524922,3,Etching,398.0,1662.0,3692.0,5726.0,71.148,51.974,1.342,11,1,2025-05-16
NOLSM32524923,3,Etching,330.0,1398.0,3661.0,5740.0,69.883,51.728,1.107,11,2,2025-05-16
NOLSM32524924,2,Etching,324.0,1513.0,3654.0,5719.0,71.189,50.292,0.961,11,3,2025-05-16
NOLSM32524925,1,Etching,146.0,1274.0,3658.0,5714.0,71.281,51.29,1.144,11,4,2025-05-16
NOLSM32524926,1,Etching,319.0,1454.0,3626.0,5733.0,72.266,51.026,1.135,11,5,2025-05-16
NOLSM32524927,2,Etching,239.0,1442.0,3657.0,5718.0,71.043,51.363,1.057,11,6,2025-05-16
NOLSM32524928,3,Etching,457.0,1462.0,3660.0,5714.0,71.069,51.012,0.89,11,7,2025-05-16
NOLSM32524929,3,Etching,354.0,1476.0,3664.0,5701.0,71.651,50.461,1.026,11,8,2025-05-16
NOLSM32524930,2,Etching,563.0,1422.0,3642.0,5717.0,71.818,51.185,0.956,11,9,2025-05-16
NOLSM32524931,1,Etching,176.0,1301.0,3658.0,5709.0,69.779,50.268,1.139,11,10,2025-05-16
NOLSM32524932,1,Etching,415.0,1644.0,3653.0,5692.0,70.727,50.271,0.858,11,11,2025-05-16
NOLSM32524933,2,Etching,495.0,1426.0,3622.0,5714.0,71.165,51.256,1.156,11,12,2025-05-16
NOLSM32524934,3,Etching,269.0,1602.0,3650.0,5713.0,69.751,51.589,0.829,11,13,2025-05-16
NOLSM32524935,3,Etching,413.0,1541.0,3651.0,5741.0,72.065,51.513,1.071,11,14,2025-05-16
NOLSM32524936,2,Etching,514.0,1539.0,3639.0,5729.0,70.23,52.09,1.112,11,15,2025-05-16
NOLSM32524937,1,Etching,391.0,1502.0,3620.0,5713.0,70.15,50.375,0.996,11,16,2025-05-16
NOLSM32524938,1,Etching,284.0,1518.0,3664.0,5702.0,70.883,50.741,1.031,11,17,2025-05-16
NOLSM32524939,2,Etching,304.0,1544.0,3625.0,5728.0,69.348,50.922,0.924,11,18,2025-05-16
NOLSM32524940,3,Etching,433.0,1564.0,3655.0,5703.0,70.13,50.677,1.066,11,19,2025-05-16
NOLSM32524941,3,Etching,233.0,1461.0,3677.0,5682.0,70.03,49.781,0.995,11,20,2025-05-16
NOLSM32524942,2,Etching,240.0,1559.0,3656.0,5703.0,71.476,50.234,1.074,11,21,2025-05-16
NOLSM32524943,1,Etching,319.0,1534.0,3652.0,5714.0,70.688,51.673,0.955,11,22,2025-05-16
NOLSM32524944,1,Etching,589.0,1507.0,3674.0,5703.0,70.58,50.979,0.996,11,23,2025-05-16
NOLSM32524945,3,Etching,363.0,1454.0,3645.0,5721.0,72.611,51.165,1.035,11,24,2025-05-16
NOLSM32524946,3,Etching,315.0,1507.0,3711.0,5706.0,69.949,50.117,1.111,11,25,2025-05-16
NOLSM32524947,2,Etching,573.0,1365.0,3651.0,5719.0,70.041,51.053,0.983,11,26,2025-05-16
NOLSM32524948,1,Etching,422.0,1512.0,3624.0,5741.0,71.055,51.138,0.998,11,27,2025-05-16
NOLSM32524949,2,Etching,246.0,1392.0,3640.0,5710.0,71.745,50.658,1.097,31,1,2025-05-16
NOLSM32524950,1,Etching,150.0,1427.0,3641.0,5711.0,71.045,50.773,0.861,31,2,2025-05-16
NOLSM32524951,1,Etching,232.0,1410.0,3642.0,5699.0,71.118,50.585,1.165,31,3,2025-05-16
NOLSM32524952,2,Etching,237.0,1452.0,3640.0,5725.0,70.461,50.273,0.942,31,4,2025-05-16
NOLSM32524953,3,Etching,124.0,1394.0,3622.0,5716.0,69.446,50.307,1.115,31,5,2025-05-16
NOLSM32524954,3,Etching,263.0,1386.0,3641.0,5689.0,71.36,50.799,0.881,31,6,2025-05-16
NOLSM32524955,2,Etching,150.0,1372.0,3631.0,5700.0,70.559,50.586,1.004,31,7,2025-05-16
NOLSM32524956,1,Etching,174.0,1446.0,3638.0,5684.0,71.253,50.414,1.049,31,8,2025-05-16
NOLSM32524957,1,Etching,140.0,1281.0,3635.0,5697.0,71.203,50.186,1.047,31,9,2025-05-16
NOLSM32524958,2,Etching,119.0,1369.0,3637.0,5693.0,71.305,49.978,0.914,31,10,2025-05-16
NOLSM32524959,3,Etching,204.0,1428.0,3641.0,5701.0,70.836,49.834,0.951,31,11,2025-05-16
NOLSM32524960,1,Etching,236.0,1372.0,3642.0,5692.0,70.553,50.224,0.906,31,12,2025-05-16
NOLSM32524961,1,Etching,151.0,1369.0,3638.0,5705.0,71.041,49.928,1.025,31,13,2025-05-16
NOLSM32524962,2,Etching,207.0,1402.0,3633.0,5683.0,70.387,50.079,1.061,31,14,2025-05-16
NOLSM32524963,3,Etching,212.0,1427.0,3630.0,5700.0,70.066,49.901,0.897,31,15,2025-05-16
NOLSM32524964,3,Etching,218.0,1343.0,3650.0,5699.0,71.14,50.213,0.975,31,16,2025-05-16
NOLSM32524965,1,Etching,177.0,1343.0,3632.0,5693.0,70.246,49.938,1.029,31,17,2025-05-16
NOLSM32524966,1,Etching,221.0,1417.0,3645.0,5736.0,71.162,49.96,1.172,31,18,2025-05-16
NOLSM32524967,2,Etching,175.0,1359.0,3646.0,5719.0,71.546,50.178,0.996,31,19,2025-05-16
NOLSM32524968,3,Etching,202.0,1416.0,3631.0,5700.0,70.257,49.762,1.001,31,20,2025-05-16
NOLSM32524969,3,Etching,313.0,1510.0,3663.0,5722.0,71.73,50.507,1.031,31,21,2025-05-16
NOLSM32524970,2,Etching,224.0,1404.0,3645.0,5723.0,70.294,50.443,0.808,31,22,2025-05-16
NOLSM32524971,1,Etching,333.0,1445.0,3663.0,5730.0,71.65,50.506,0.934,31,23,2025-05-16
NOLSM32524972,1,Etching,269.0,1511.0,3658.0,5741.0,71.836,50.726,0.917,31,24,2025-05-16
NOLSM32524973,2,Etching,216.0,1477.0,3656.0,5699.0,71.351,50.979,1.065,31,25,2025-05-16
NOLSM32524974,3,Etching,278.0,1490.0,3662.0,5717.0,71.992,50.896,1.101,31,26,2025-05-16
NOLSM32524975,3,Etching,329.0,1447.0,3664.0,5704.0,71.052,50.951,1.004,31,27,2025-05-16
NOLSM32524976,1,Etching,13.0,1417.0,3665.0,5707.0,72.975,51.073,1.121,12,28,2025-05-24
NOLSM32524977,2,Etching,288.0,1639.0,3693.0,5715.0,69.803,51.696,1.014,12,29,2025-05-24
NOLSM32524978,3,Etching,308.0,1609.0,3648.0,5685.0,69.36,51.602,0.804,12,30,2025-05-24
NOLSM32524979,1,Etching,398.0,1537.0,3674.0,5726.0,71.196,50.763,0.96,12,31,2025-05-24
NOLSM32524980,2,Etching,456.0,1376.0,3638.0,5728.0,70.599,51.139,0.953,12,32,2025-05-24
NOLSM32524981,3,Etching,280.0,1567.0,3661.0,5735.0,71.036,50.882,0.928,12,33,2025-05-24
NOLSM32524982,1,Etching,181.0,1539.0,3641.0,5734.0,70.774,51.403,0.959,12,34,2025-05-24
NOLSM32524983,2,Etching,425.0,1582.0,3612.0,5729.0,71.655,50.76,1.062,12,35,2025-05-24
NOLSM32524984,3,Etching,436.0,1686.0,3669.0,5711.0,70.784,51.423,0.951,12,36,2025-05-24
NOLSM32524985,1,Etching,495.0,1480.0,3651.0,5731.0,71.123,51.245,1.355,12,37,2025-05-24
NOLSM32524986,2,Etching,514.0,1545.0,3662.0,5688.0,70.292,51.123,1.15,12,38,2025-05-24
NOLSM32524987,3,Etching,198.0,1471.0,3664.0,5706.0,70.352,50.921,1.057,12,39,2025-05-24
NOLSM32524988,1,Etching,446.0,1606.0,3633.0,5733.0,68.976,50.372,0.88,12,40,2025-05-24
NOLSM32524989,2,Etching,179.0,1469.0,3643.0,5728.0,70.048,51.336,1.205,12,41,2025-05-24
NOLSM32524990,3,Etching,154.0,1518.0,3648.0,5700.0,69.627,51.018,1.097,12,42,2025-05-24
NOLSM32524991,1,Etching,445.0,1522.0,3594.0,5732.0,71.89,51.588,1.051,12,43,2025-05-24
NOLSM32524992,2,Etching,462.0,1696.0,3670.0,5710.0,70.686,51.465,0.849,12,44,2025-05-24
NOLSM32524993,3,Etching,325.0,1402.0,3656.0,5698.0,70.332,50.926,1.01,12,45,2025-05-24
NOLSM32524994,1,Etching,401.0,1479.0,3679.0,5723.0,71.337,51.401,0.873,12,46,2025-05-24
NOLSM32524995,2,Etching,245.0,1498.0,3621.0,5743.0,70.392,50.414,0.953,12,47,2025-05-24
NOLSM32524996,3,Etching,300.0,1497.0,3629.0,5687.0,70.906,50.97,1.315,12,48,2025-05-24
NOLSM32524997,1,Etching,498.0,1363.0,3632.0,5713.0,70.31,51.354,0.784,12,49,2025-05-24
NOLSM32524998,2,Etching,425.0,1467.0,3664.0,5747.0,70.259,51.454,0.9,12,50,2025-05-24
NOLSM32524999,3,Etching,501.0,1222.0,3651.0,5715.0,71.573,51.81,1.061,12,51,2025-05-24
NOLSM32525000,1,Etching,349.0,1504.0,3674.0,5719.0,71.754,49.643,1.111,12,52,2025-05-24
NOLSM32525001,2,Etching,578.0,1501.0,3660.0,5728.0,70.247,51.16,0.978,12,53,2025-05-24
NOLSM32525002,3,Etching,670.0,1538.0,3657.0,5709.0,71.357,50.487,1.105,12,54,2025-05-24
NOLSM32525003,1,Etching,207.0,1481.0,3659.0,5726.0,71.839,50.817,1.119,32,28,2025-05-24
NOLSM32525004,2,Etching,212.0,1588.0,3667.0,5750.0,72.405,50.888,0.82,32,29,2025-05-24
NOLSM32525005,3,Etching,218.0,1441.0,3658.0,5705.0,72.18,50.665,1.096,32,30,2025-05-24
NOLSM32525006,1,Etching,177.0,1441.0,3661.0,5708.0,72.301,50.889,0.971,32,31,2025-05-24
NOLSM32525007,2,Etching,221.0,1402.0,3658.0,5724.0,72.113,50.582,0.828,32,32,2025-05-24
NOLSM32525008,3,Etching,175.0,1353.0,3645.0,5693.0,70.66,50.739,1.055,32,33,2025-05-24
NOLSM32525009,1,Etching,236.0,1515.0,3656.0,5704.0,71.261,50.331,1.2,32,34,2025-05-24
NOLSM32525010,2,Etching,151.0,1363.0,3646.0,5727.0,70.998,50.485,0.745,32,35,2025-05-24
NOLSM32525011,3,Etching,207.0,1344.0,3648.0,5706.0,70.802,50.539,0.989,32,36,2025-05-24
NOLSM32525012,1,Etching,212.0,1520.0,3655.0,5734.0,71.33,50.369,1.061,32,37,2025-05-24
NOLSM32525013,2,Etching,218.0,1510.0,3655.0,5726.0,71.472,50.605,1.093,32,38,2025-05-24
NOLSM32525014,3,Etching,177.0,1433.0,3643.0,5690.0,70.828,50.36,1.109,32,39,2025-05-24
NOLSM32525015,1,Etching,221.0,1472.0,3649.0,5700.0,71.233,50.744,0.927,32,40,2025-05-24
NOLSM32525016,2,Etching,175.0,1341.0,3646.0,5722.0,71.383,50.506,0.938,32,41,2025-05-24
NOLSM32525017,3,Etching,202.0,1430.0,3656.0,5735.0,71.646,50.595,1.236,32,42,2025-05-24
