No_Die,lithography_Chamber,Process 2-1,Line_CD,UV_type,Wavelength,Resolution,Energy_Exposure,Lot_Num,Wafer_Num,Datetime
NOLSM32525740,1,photo_li,31.126,G,436,546.462,108.754,23,33,2025-05-28
NOLSM32525741,1,photo_li,30.195,G,436,553.395,108.947,23,34,2025-05-28
NOLSM32525742,1,photo_li,32.964,G,436,559.328,108.781,23,35,2025-05-28
NOLSM32525743,1,photo_li,49.822,G,436,542.532,110.37,23,36,2025-05-28
NOLSM32525744,2,photo_li,45.463,G,436,545.872,110.352,23,37,2025-05-28
NOLSM32525745,2,photo_li,42.37,G,436,547.538,110.369,23,38,2025-05-28
NOLSM32525746,2,photo_li,49.775,G,436,548.728,110.069,23,39,2025-05-28
NOLSM32525747,2,photo_li,45.509,G,436,557.688,110.014,23,40,2025-05-28
NOLSM32525748,2,photo_li,37.56,G,436,542.849,109.951,23,41,2025-05-28
NOLSM32525749,2,photo_li,38.654,G,436,543.86,109.415,23,42,2025-05-28
NOLSM32525750,2,photo_li,35.626,G,436,552.736,109.592,23,43,2025-05-28
NOLSM32525751,2,photo_li,34.911,G,436,550.717,109.337,23,44,2025-05-28
NOLSM32525752,2,photo_li,37.621,G,436,559.071,109.397,23,45,2025-05-28
NOLSM32525753,3,photo_li,54.901,H,405,510.749,109.329,23,46,2025-05-28
NOLSM32525754,3,photo_li,47.565,H,405,503.12,109.228,23,47,2025-05-28
NOLSM32525755,3,photo_li,49.235,H,405,516.973,109.561,23,48,2025-05-28
NOLSM32525756,3,photo_li,53.272,H,405,505.769,109.539,23,49,2025-05-28
NOLSM32525757,3,photo_li,45.294,H,405,504.425,109.801,23,50,2025-05-28
NOLSM32525758,3,photo_li,46.348,H,405,506.216,110.019,23,51,2025-05-28
NOLSM32525759,3,photo_li,54.94,H,405,507.743,110.381,23,52,2025-05-28
NOLSM32525760,3,photo_li,45.583,H,405,502.713,110.053,23,53,2025-05-28
NOLSM32525761,3,photo_li,43.668,H,405,494.138,110.405,23,54,2025-05-28
NOLSM32525762,1,photo_li,50.908,G,436,472.783,106.505,3,1,2025-05-28
NOLSM32525763,2,photo_li,19.419,I,365,482.398,105.838,3,2,2025-05-28
NOLSM32525764,3,photo_li,37.549,H,405,543.189,109.918,3,3,2025-05-28
NOLSM32525765,2,photo_li,57.858,H,405,512.085,109.066,3,4,2025-05-28
NOLSM32525766,3,photo_li,32.734,I,365,543.716,108.212,3,5,2025-05-28
NOLSM32525767,1,photo_li,35.351,G,436,524.178,107.741,3,6,2025-05-28
NOLSM32525768,2,photo_li,34.86,G,436,508.598,106.497,3,7,2025-05-28
NOLSM32525769,3,photo_li,61.862,H,405,524.397,108.869,3,8,2025-05-28
NOLSM32525770,2,photo_li,35.588,H,405,514.475,107.327,3,9,2025-05-28
NOLSM32525771,3,photo_li,53.956,G,436,510.626,106.809,3,10,2025-05-28
NOLSM32525772,1,photo_li,63.152,G,436,520.394,110.347,3,11,2025-05-28
NOLSM32525773,2,photo_li,32.559,H,405,510.114,107.682,3,12,2025-05-28
NOLSM32525774,3,photo_li,52.989,H,405,461.193,108.491,3,13,2025-05-28
NOLSM32525775,1,photo_li,42.259,H,405,508.011,109.676,3,14,2025-05-28
NOLSM32525776,3,photo_li,26.666,G,436,524.396,107.447,3,15,2025-05-28
NOLSM32525777,1,photo_li,45.241,I,365,499.556,108.824,3,16,2025-05-28
NOLSM32525778,2,photo_li,33.596,H,405,527.612,108.582,3,17,2025-05-28
NOLSM32525779,3,photo_li,48.904,I,365,545.845,108.667,3,18,2025-05-28
NOLSM32525780,1,photo_li,36.541,G,436,550.064,110.518,3,19,2025-05-28
NOLSM32525781,3,photo_li,52.118,G,436,496.817,109.599,3,20,2025-05-28
NOLSM32525782,1,photo_li,48.295,G,436,496.739,105.625,3,21,2025-05-28
NOLSM32525783,3,photo_li,63.154,I,365,511.755,106.977,3,22,2025-05-28
NOLSM32525784,1,photo_li,54.291,I,365,516.957,109.692,3,23,2025-05-28
NOLSM32525785,2,photo_li,44.772,G,436,504.441,110.075,3,24,2025-05-28
NOLSM32525786,3,photo_li,53.651,H,405,493.107,110.39,3,25,2025-05-28
NOLSM32525787,1,photo_li,38.021,H,405,551.594,109.26,3,26,2025-05-28
NOLSM32525788,2,photo_li,37.841,H,405,496.712,108.309,3,27,2025-05-28
NOLSM32525789,2,photo_li,25.867,G,436,556.616,108.453,23,1,2025-05-28
NOLSM32525790,3,photo_li,31.643,G,436,560.506,108.4,23,2,2025-05-28
NOLSM32525791,1,photo_li,29.585,G,436,548.843,108.523,23,3,2025-05-28
NOLSM32525792,2,photo_li,26.737,G,436,554.816,108.462,23,4,2025-05-28
NOLSM32525793,3,photo_li,29.19,G,436,543.765,108.45,23,5,2025-05-28
NOLSM32525794,1,photo_li,30.875,G,436,546.459,108.814,23,6,2025-05-28
NOLSM32525795,2,photo_li,30.069,G,436,553.356,108.745,23,7,2025-05-28
NOLSM32525796,3,photo_li,32.697,G,436,559.501,108.658,23,8,2025-05-28
NOLSM32525797,1,photo_li,49.824,G,436,542.696,110.573,23,9,2025-05-28
NOLSM32525798,2,photo_li,45.594,G,436,545.656,110.291,23,10,2025-05-28
NOLSM32525799,3,photo_li,42.575,G,436,547.626,110.35,23,11,2025-05-28
NOLSM32525800,1,photo_li,49.988,G,436,548.705,110.009,23,12,2025-05-28
NOLSM32525801,2,photo_li,45.722,G,436,557.82,110.159,23,13,2025-05-28
NOLSM32525802,3,photo_li,37.883,G,436,542.691,109.922,23,14,2025-05-28
NOLSM32525803,1,photo_li,38.858,G,436,543.683,109.353,23,15,2025-05-28
NOLSM32525804,2,photo_li,35.669,G,436,552.851,109.285,23,16,2025-05-28
NOLSM32525805,3,photo_li,34.593,G,436,550.705,109.135,23,17,2025-05-28
NOLSM32525806,2,photo_li,37.756,G,436,558.993,109.41,23,18,2025-05-28
NOLSM32525807,3,photo_li,55.142,H,405,510.604,109.331,23,19,2025-05-28
NOLSM32525808,1,photo_li,47.269,H,405,503.21,109.125,23,20,2025-05-28
NOLSM32525809,2,photo_li,48.991,H,405,516.833,109.337,23,21,2025-05-28
NOLSM32525810,3,photo_li,53.265,H,405,505.906,109.835,23,22,2025-05-28
NOLSM32525811,1,photo_li,45.018,H,405,504.569,109.689,23,23,2025-05-28
NOLSM32525812,2,photo_li,46.544,H,405,506.198,109.955,23,24,2025-05-28
NOLSM32525813,3,photo_li,54.881,H,405,507.688,110.212,23,25,2025-05-28
NOLSM32525814,1,photo_li,45.642,H,405,502.786,110.207,23,26,2025-05-28
NOLSM32525815,2,photo_li,43.322,H,405,494.224,110.055,23,27,2025-05-28
NOLSM32525816,1,photo_li,53.502,H,405,505.939,110.468,4,28,2025-05-29
NOLSM32525817,1,photo_li,31.889,H,405,561.205,106.323,4,29,2025-05-29
NOLSM32525818,1,photo_li,34.426,G,436,498.891,107.322,4,30,2025-05-29
NOLSM32525819,1,photo_li,40.196,H,405,529.981,107.842,4,31,2025-05-29
NOLSM32525820,1,photo_li,55.152,H,405,523.963,104.842,4,32,2025-05-29
NOLSM32525821,1,photo_li,42.587,H,405,519.683,108.167,4,33,2025-05-29
NOLSM32525822,1,photo_li,40.054,I,365,573.341,107.49,4,34,2025-05-29
NOLSM32525823,1,photo_li,54.211,G,436,510.234,106.455,4,35,2025-05-29
NOLSM32525824,1,photo_li,39.336,H,405,528.323,110.061,4,36,2025-05-29
NOLSM32525825,2,photo_li,60.158,H,405,499.886,105.662,4,37,2025-05-29
NOLSM32525826,2,photo_li,39.84,G,436,478.576,109.134,4,38,2025-05-29
NOLSM32525827,2,photo_li,46.079,I,365,493.777,107.226,4,39,2025-05-29
NOLSM32525828,2,photo_li,39.116,H,405,502.826,106.881,4,40,2025-05-29
NOLSM32525829,2,photo_li,53.607,H,405,536.257,105.822,4,41,2025-05-29
NOLSM32525830,2,photo_li,22.655,H,405,489.122,110.218,4,42,2025-05-29
NOLSM32525831,2,photo_li,57.163,I,365,538.31,107.565,4,43,2025-05-29
NOLSM32525832,2,photo_li,31.275,G,436,492.026,108.425,4,44,2025-05-29
NOLSM32525833,2,photo_li,53.608,H,405,489.307,106.443,4,45,2025-05-29
NOLSM32525834,3,photo_li,37.952,H,405,507.979,108.484,4,46,2025-05-29
NOLSM32525835,3,photo_li,35.706,G,436,506.693,109.782,4,47,2025-05-29
NOLSM32525836,3,photo_li,49.184,I,365,519.932,106.739,4,48,2025-05-29
NOLSM32525837,3,photo_li,35.209,H,405,538.789,109.058,4,49,2025-05-29
NOLSM32525838,3,photo_li,48.27,G,436,544.915,109.779,4,50,2025-05-29
NOLSM32525839,3,photo_li,41.268,G,436,510.557,105.75,4,51,2025-05-29
NOLSM32525840,3,photo_li,40.533,G,436,520.316,107.081,4,52,2025-05-29
NOLSM32525841,3,photo_li,37.625,I,365,492.473,108.741,4,53,2025-05-29
NOLSM32525842,3,photo_li,45.911,G,436,494.515,109.26,4,54,2025-05-29
NOLSM32525843,1,photo_li,52.716,H,405,503.906,109.486,24,28,2025-05-29
NOLSM32525844,1,photo_li,49.114,H,405,516.434,109.095,24,29,2025-05-29
NOLSM32525845,1,photo_li,49.467,H,405,505.012,108.897,24,30,2025-05-29
NOLSM32525846,1,photo_li,53.876,H,405,502.659,109.061,24,31,2025-05-29
NOLSM32525847,1,photo_li,48.335,H,405,503.051,109.059,24,32,2025-05-29
NOLSM32525848,1,photo_li,53.35,H,405,498.628,109.039,24,33,2025-05-29
NOLSM32525849,1,photo_li,48.578,H,405,510.229,109.197,24,34,2025-05-29
NOLSM32525850,1,photo_li,55.896,H,405,509.475,110.316,24,35,2025-05-29
NOLSM32525851,1,photo_li,46.327,H,405,510.492,109.963,24,36,2025-05-29
NOLSM32525852,2,photo_li,50.471,H,405,508.208,110.439,24,37,2025-05-29
NOLSM32525853,2,photo_li,50.855,H,405,494.505,110.664,24,38,2025-05-29
NOLSM32525854,2,photo_li,47.885,H,405,514.942,109.239,24,39,2025-05-29
NOLSM32525855,2,photo_li,54.605,H,405,508.319,109.454,24,40,2025-05-29
NOLSM32525856,2,photo_li,47.981,H,405,508.766,109.012,24,41,2025-05-29
NOLSM32525857,2,photo_li,48.289,H,405,499.858,109.073,24,42,2025-05-29
NOLSM32525858,2,photo_li,56.829,H,405,507.862,108.311,24,43,2025-05-29
NOLSM32525859,2,photo_li,48.068,H,405,501.876,109.341,24,44,2025-05-29
NOLSM32525860,2,photo_li,57.13,H,405,508.641,108.455,24,45,2025-05-29
NOLSM32525861,3,photo_li,49.442,H,405,514.889,108.831,24,46,2025-05-29
NOLSM32525862,3,photo_li,55.453,H,405,511.221,108.822,24,47,2025-05-29
NOLSM32525863,3,photo_li,48.842,H,405,513.078,109.002,24,48,2025-05-29
NOLSM32525864,3,photo_li,48.163,H,405,513.046,109.96,24,49,2025-05-29
NOLSM32525865,3,photo_li,53.804,H,405,505.946,109.126,24,50,2025-05-29
NOLSM32525866,3,photo_li,47.847,H,405,509.591,109.134,24,51,2025-05-29
NOLSM32525867,3,photo_li,50.261,H,405,511.951,109.27,24,52,2025-05-29
NOLSM32525868,3,photo_li,61.362,H,405,519.705,107.523,24,53,2025-05-29
NOLSM32525869,3,photo_li,57.377,H,405,518.413,107.873,24,54,2025-05-29
NOLSM32525870,3,photo_li,53.404,H,405,505.723,110.49,4,1,2025-05-29
NOLSM32525871,1,photo_li,31.897,H,405,561.089,106.501,4,2,2025-05-29
NOLSM32525872,2,photo_li,34.407,G,436,498.932,107.335,4,3,2025-05-29
NOLSM32525873,3,photo_li,40.516,H,405,530.046,107.833,4,4,2025-05-29
NOLSM32525874,1,photo_li,54.964,H,405,523.916,105.021,4,5,2025-05-29
NOLSM32525875,2,photo_li,42.653,H,405,519.774,108.338,4,6,2025-05-29
NOLSM32525876,3,photo_li,40.048,I,365,573.084,107.373,4,7,2025-05-29
NOLSM32525877,2,photo_li,53.925,G,436,510.342,106.509,4,8,2025-05-29
NOLSM32525878,3,photo_li,39.515,H,405,528.358,110.143,4,9,2025-05-29
NOLSM32525879,1,photo_li,60.405,H,405,499.527,105.368,4,10,2025-05-29
NOLSM32525880,2,photo_li,39.914,G,436,478.842,109.169,4,11,2025-05-29
NOLSM32525881,3,photo_li,45.961,I,365,493.659,107.55,4,12,2025-05-29
NOLSM32525882,1,photo_li,39.158,H,405,502.901,106.86,4,13,2025-05-29
NOLSM32525883,2,photo_li,53.605,H,405,536.13,105.907,4,14,2025-05-29
NOLSM32525884,3,photo_li,22.418,H,405,489.079,110.617,4,15,2025-05-29
NOLSM32525885,1,photo_li,57.084,I,365,538.207,107.606,4,16,2025-05-29
NOLSM32525886,3,photo_li,31.183,G,436,492.05,108.512,4,17,2025-05-29
NOLSM32525887,1,photo_li,53.555,H,405,489.529,106.672,4,18,2025-05-29
NOLSM32525888,2,photo_li,38.135,H,405,507.741,108.515,4,19,2025-05-29
NOLSM32525889,3,photo_li,35.579,G,436,506.747,109.95,4,20,2025-05-29
NOLSM32525890,1,photo_li,49.156,I,365,519.939,106.806,4,21,2025-05-29
NOLSM32525891,2,photo_li,35.295,H,405,538.734,109.119,4,22,2025-05-29
NOLSM32525892,3,photo_li,48.262,G,436,544.873,109.645,4,23,2025-05-29
NOLSM32525893,2,photo_li,41.371,G,436,510.57,105.912,4,24,2025-05-29
NOLSM32525894,3,photo_li,40.026,G,436,520.201,107.256,4,25,2025-05-29
NOLSM32525895,1,photo_li,37.627,I,365,492.699,108.842,4,26,2025-05-29
NOLSM32525896,2,photo_li,46.221,G,436,494.571,109.039,4,27,2025-05-29
NOLSM32525897,3,photo_li,52.599,H,405,503.863,109.524,24,1,2025-05-29
NOLSM32525898,1,photo_li,48.997,H,405,516.371,109.013,24,2,2025-05-29
NOLSM32525899,2,photo_li,49.271,H,405,505.048,109.082,24,3,2025-05-29
NOLSM32525900,3,photo_li,53.737,H,405,502.594,109.139,24,4,2025-05-29
NOLSM32525901,1,photo_li,48.368,H,405,503.221,109.17,24,5,2025-05-29
NOLSM32525902,3,photo_li,53.535,H,405,498.299,109.035,24,6,2025-05-29
NOLSM32525903,1,photo_li,48.6,H,405,510.376,109.025,24,7,2025-05-29
NOLSM32525904,3,photo_li,55.918,H,405,509.508,110.471,24,8,2025-05-29
NOLSM32525905,1,photo_li,46.342,H,405,510.535,109.937,24,9,2025-05-29
NOLSM32525906,2,photo_li,50.316,H,405,508.161,110.427,24,10,2025-05-29
NOLSM32525907,3,photo_li,50.878,H,405,494.558,110.709,24,11,2025-05-29
NOLSM32525908,1,photo_li,47.902,H,405,514.624,109.328,24,12,2025-05-29
NOLSM32525909,3,photo_li,54.391,H,405,508.309,109.291,24,13,2025-05-29
NOLSM32525910,1,photo_li,48.121,H,405,508.559,109.319,24,14,2025-05-29
NOLSM32525911,2,photo_li,48.348,H,405,499.916,109.025,24,15,2025-05-29
NOLSM32525912,3,photo_li,56.823,H,405,507.726,108.593,24,16,2025-05-29
NOLSM32525913,2,photo_li,47.999,H,405,501.894,109.107,24,17,2025-05-29
NOLSM32525914,3,photo_li,56.827,H,405,508.473,108.454,24,18,2025-05-29
NOLSM32525915,1,photo_li,49.504,H,405,514.993,108.978,24,19,2025-05-29
NOLSM32525916,3,photo_li,55.544,H,405,511.438,109.11,24,20,2025-05-29
NOLSM32525917,1,photo_li,48.838,H,405,513.027,108.92,24,21,2025-05-29
NOLSM32525918,2,photo_li,48.179,H,405,513.248,110.068,24,22,2025-05-29
NOLSM32525919,3,photo_li,53.723,H,405,505.87,109.105,24,23,2025-05-29
NOLSM32525920,1,photo_li,47.873,H,405,509.522,109.246,24,24,2025-05-29
NOLSM32525921,2,photo_li,49.947,H,405,511.865,109.062,24,25,2025-05-29
NOLSM32525922,3,photo_li,61.213,H,405,519.912,107.701,24,26,2025-05-29
NOLSM32525923,1,photo_li,57.377,H,405,518.147,107.815,24,27,2025-05-29
NOLSM32525924,1,photo_li,23.242,G,436,518.06,111.166,5,28,2025-05-30
NOLSM32525925,1,photo_li,54.349,I,365,503.586,109.29,5,29,2025-05-30
NOLSM32525926,1,photo_li,21.865,I,365,577.238,107.981,5,30,2025-05-30
NOLSM32525927,1,photo_li,44.789,G,436,533.675,107.337,5,31,2025-05-30
NOLSM32525928,1,photo_li,47.619,H,405,518.332,107.171,5,32,2025-05-30
NOLSM32525929,1,photo_li,27.319,I,365,520.614,106.901,5,33,2025-05-30
NOLSM32525930,1,photo_li,33.75,I,365,500.431,108.51,5,34,2025-05-30
NOLSM32525931,1,photo_li,54.925,I,365,489.661,107.272,5,35,2025-05-30
NOLSM32525932,1,photo_li,56.594,H,405,498.533,109.521,5,36,2025-05-30
NOLSM32525933,2,photo_li,40.718,G,436,548.018,108.657,5,37,2025-05-30
NOLSM32525934,2,photo_li,63.72,I,365,508.093,108.225,5,38,2025-05-30
NOLSM32525935,2,photo_li,45.921,I,365,495.461,110.373,5,39,2025-05-30
NOLSM32525936,2,photo_li,32.633,H,405,513.475,104.611,5,40,2025-05-30
NOLSM32525937,2,photo_li,28.939,G,436,528.273,108.456,5,41,2025-05-30
NOLSM32525938,2,photo_li,30.021,I,365,505.225,108.73,5,42,2025-05-30
NOLSM32525939,2,photo_li,47.774,H,405,513.781,106.211,5,43,2025-05-30
NOLSM32525940,2,photo_li,53.403,I,365,541.161,107.712,5,44,2025-05-30
NOLSM32525941,2,photo_li,49.291,I,365,502.226,107.264,5,45,2025-05-30
NOLSM32525942,3,photo_li,56.037,I,365,496.414,108.289,5,46,2025-05-30
NOLSM32525943,3,photo_li,14.769,H,405,523.196,106.128,5,47,2025-05-30
NOLSM32525944,3,photo_li,45.694,I,365,535.263,107.973,5,48,2025-05-30
NOLSM32525945,3,photo_li,29.64,H,405,582.653,109.371,5,49,2025-05-30
NOLSM32525946,3,photo_li,23.089,H,405,526.764,105.279,5,50,2025-05-30
NOLSM32525947,3,photo_li,45.913,G,436,492.681,109.253,5,51,2025-05-30
NOLSM32525948,3,photo_li,41.18,H,405,523.373,106.668,5,52,2025-05-30
NOLSM32525949,3,photo_li,33.041,I,365,514.271,108.245,5,53,2025-05-30
NOLSM32525950,3,photo_li,30.812,G,436,522.24,106.003,5,54,2025-05-30
NOLSM32525951,1,photo_li,57.368,H,405,512.381,108.33,25,28,2025-05-30
NOLSM32525952,1,photo_li,69.21,H,405,504.429,106.496,25,29,2025-05-30
NOLSM32525953,1,photo_li,64.829,H,405,504.439,106.636,25,30,2025-05-30
NOLSM32525954,1,photo_li,67.397,H,405,504.103,106.69,25,31,2025-05-30
NOLSM32525955,1,photo_li,71.617,H,405,506.701,105.343,25,32,2025-05-30
NOLSM32525956,1,photo_li,62.799,H,405,503.381,107.036,25,33,2025-05-30
NOLSM32525957,1,photo_li,58.003,H,405,514.87,107.991,25,34,2025-05-30
NOLSM32525958,1,photo_li,58.654,H,405,505.29,108.09,25,35,2025-05-30
NOLSM32525959,1,photo_li,54.491,H,405,514.34,108.181,25,36,2025-05-30
NOLSM32525960,2,photo_li,57.514,H,405,505.597,108.064,25,37,2025-05-30
NOLSM32525961,2,photo_li,58.105,H,405,512.692,108.273,25,38,2025-05-30
NOLSM32525962,2,photo_li,49.963,H,405,509.06,108.893,25,39,2025-05-30
NOLSM32525963,2,photo_li,48.106,H,405,514.708,109.474,25,40,2025-05-30
NOLSM32525964,2,photo_li,53.46,H,405,506.221,109.636,25,41,2025-05-30
NOLSM32525965,2,photo_li,50.795,H,405,517.68,108.737,25,42,2025-05-30
NOLSM32525966,2,photo_li,52.538,H,405,520.213,108.885,25,43,2025-05-30
NOLSM32525967,2,photo_li,59.262,H,405,521.296,108.137,25,44,2025-05-30
NOLSM32525968,2,photo_li,50.77,H,405,511.756,108.89,25,45,2025-05-30
NOLSM32525969,3,photo_li,53.875,H,405,515.299,108.467,25,46,2025-05-30
NOLSM32525970,3,photo_li,57.902,H,405,517.525,109.417,25,47,2025-05-30
NOLSM32525971,3,photo_li,49.522,H,405,506.231,108.848,25,48,2025-05-30
NOLSM32525972,3,photo_li,50.531,H,405,517.361,109.112,25,49,2025-05-30
NOLSM32525973,3,photo_li,56.552,H,405,514.581,108.879,25,50,2025-05-30
NOLSM32525974,3,photo_li,49.502,H,405,512.393,109.032,25,51,2025-05-30
NOLSM32525975,3,photo_li,56.101,H,405,513.818,109.578,25,52,2025-05-30
NOLSM32525976,3,photo_li,45.86,H,405,509.914,109.748,25,53,2025-05-30
NOLSM32525977,3,photo_li,55.989,H,405,513.16,109.614,25,54,2025-05-30
NOLSM32525978,3,photo_li,23.141,G,436,518.116,111.35,5,1,2025-05-30
NOLSM32525979,2,photo_li,54.583,I,365,503.646,109.418,5,2,2025-05-30
NOLSM32525980,3,photo_li,21.959,I,365,577.256,107.999,5,3,2025-05-30
NOLSM32525981,1,photo_li,44.612,G,436,533.79,107.717,5,4,2025-05-30
NOLSM32525982,2,photo_li,47.527,H,405,518.341,107.316,5,5,2025-05-30
NOLSM32525983,3,photo_li,27.448,I,365,520.403,106.797,5,6,2025-05-30
NOLSM32525984,1,photo_li,33.666,I,365,500.423,108.733,5,7,2025-05-30
NOLSM32525985,2,photo_li,55.021,I,365,489.637,107.175,5,8,2025-05-30
NOLSM32525986,3,photo_li,56.731,H,405,498.593,109.403,5,9,2025-05-30
NOLSM32525987,1,photo_li,40.479,G,436,548.124,108.657,5,10,2025-05-30
NOLSM32525988,2,photo_li,63.575,I,365,508.345,107.961,5,11,2025-05-30
NOLSM32525989,3,photo_li,45.913,I,365,495.736,110.272,5,12,2025-05-30
NOLSM32525990,1,photo_li,32.222,H,405,513.643,104.596,5,13,2025-05-30
NOLSM32525991,2,photo_li,28.961,G,436,528.117,108.618,5,14,2025-05-30
NOLSM32525992,3,photo_li,30.331,I,365,505.04,108.75,5,15,2025-05-30
NOLSM32525993,1,photo_li,47.913,H,405,513.723,106.166,5,16,2025-05-30
NOLSM32525994,2,photo_li,53.577,I,365,541.056,107.703,5,17,2025-05-30
NOLSM32525995,3,photo_li,49.547,I,365,502.449,107.282,5,18,2025-05-30
NOLSM32525996,1,photo_li,56.045,I,365,496.34,108.249,5,19,2025-05-30
NOLSM32525997,2,photo_li,15.019,H,405,523.017,106.151,5,20,2025-05-30
NOLSM32525998,3,photo_li,45.676,I,365,535.321,108.105,5,21,2025-05-30
NOLSM32525999,1,photo_li,29.545,H,405,582.875,109.361,5,22,2025-05-30
NOLSM32526000,2,photo_li,23.08,H,405,526.604,105.399,5,23,2025-05-30
NOLSM32526001,3,photo_li,46.025,G,436,492.738,108.955,5,24,2025-05-30
NOLSM32526002,1,photo_li,41.039,H,405,523.334,106.653,5,25,2025-05-30
NOLSM32526003,2,photo_li,33.136,I,365,514.437,108.156,5,26,2025-05-30
NOLSM32526004,3,photo_li,30.723,G,436,522.169,106.057,5,27,2025-05-30
NOLSM32526005,2,photo_li,57.403,H,405,512.399,108.129,25,1,2025-05-30
NOLSM32526006,3,photo_li,68.92,H,405,504.423,106.553,25,2,2025-05-30
NOLSM32526007,1,photo_li,64.622,H,405,504.458,106.631,25,3,2025-05-30
NOLSM32526008,2,photo_li,67.357,H,405,504.205,106.896,25,4,2025-05-30
NOLSM32526009,3,photo_li,71.783,H,405,506.686,105.479,25,5,2025-05-30
NOLSM32526010,1,photo_li,62.534,H,405,503.434,106.89,25,6,2025-05-30
NOLSM32526011,2,photo_li,57.679,H,405,515.04,107.956,25,7,2025-05-30
NOLSM32526012,3,photo_li,58.541,H,405,505.344,107.983,25,8,2025-05-30
NOLSM32526013,1,photo_li,54.404,H,405,514.448,108.128,25,9,2025-05-30
NOLSM32526014,2,photo_li,57.454,H,405,505.515,108.212,25,10,2025-05-30
NOLSM32526015,3,photo_li,58.17,H,405,512.809,108.008,25,11,2025-05-30
NOLSM32526016,1,photo_li,50.208,H,405,509.022,108.789,25,12,2025-05-30
NOLSM32526017,2,photo_li,48.382,H,405,514.66,109.629,25,13,2025-05-30
NOLSM32526018,3,photo_li,53.666,H,405,506.182,109.545,25,14,2025-05-30
NOLSM32526019,1,photo_li,51.048,H,405,517.722,108.705,25,15,2025-05-30
NOLSM32526020,2,photo_li,52.336,H,405,520.359,108.866,25,16,2025-05-30
NOLSM32526021,3,photo_li,59.276,H,405,521.222,108.36,25,17,2025-05-30
NOLSM32526022,1,photo_li,50.65,H,405,511.672,108.796,25,18,2025-05-30
NOLSM32526023,2,photo_li,53.885,H,405,515.059,108.286,25,19,2025-05-30
NOLSM32526024,3,photo_li,57.561,H,405,517.62,109.497,25,20,2025-05-30
NOLSM32526025,1,photo_li,49.493,H,405,506.249,108.66,25,21,2025-05-30
NOLSM32526026,2,photo_li,50.567,H,405,517.249,109.044,25,22,2025-05-30
NOLSM32526027,3,photo_li,56.454,H,405,514.411,108.804,25,23,2025-05-30
NOLSM32526028,1,photo_li,49.425,H,405,512.423,108.862,25,24,2025-05-30
NOLSM32526029,3,photo_li,56.298,H,405,513.604,109.598,25,25,2025-05-30
NOLSM32526030,1,photo_li,45.859,H,405,509.952,109.832,25,26,2025-05-30
NOLSM32526031,3,photo_li,55.83,H,405,513.188,109.535,25,27,2025-05-30
NOLSM32526032,1,photo_li,51.042,I,365,536.679,107.471,6,28,2025-06-07
NOLSM32526033,1,photo_li,59.587,H,405,495.184,107.317,6,29,2025-06-07
NOLSM32526034,1,photo_li,37.13,I,365,492.351,106.867,6,30,2025-06-07
NOLSM32526035,1,photo_li,35.737,I,365,549.499,108.787,6,31,2025-06-07
NOLSM32526036,1,photo_li,40.607,G,436,507.514,104.804,6,32,2025-06-07
NOLSM32526037,1,photo_li,48.06,G,436,517.414,107.638,6,33,2025-06-07
NOLSM32526038,1,photo_li,57.05,G,436,521.295,108.157,6,34,2025-06-07
NOLSM32526039,1,photo_li,39.422,I,365,522.262,107.154,6,35,2025-06-07
NOLSM32526040,1,photo_li,45.801,G,436,483.34,108.276,6,36,2025-06-07
NOLSM32526041,2,photo_li,51.114,H,405,530.146,110.231,6,37,2025-06-07
NOLSM32526042,2,photo_li,46.781,G,436,528.89,105.032,6,38,2025-06-07
NOLSM32526043,2,photo_li,50.7,H,405,454.327,107.587,6,39,2025-06-07
NOLSM32526044,2,photo_li,6.129,H,405,490.488,109.469,6,40,2025-06-07
NOLSM32526045,2,photo_li,53.88,G,436,528.782,110.468,6,41,2025-06-07
NOLSM32526046,2,photo_li,45.657,I,365,509.89,109.0,6,42,2025-06-07
NOLSM32526047,2,photo_li,37.245,G,436,509.319,107.548,6,43,2025-06-07
NOLSM32526048,2,photo_li,47.123,H,405,516.901,109.094,6,44,2025-06-07
NOLSM32526049,2,photo_li,33.832,G,436,538.092,109.204,6,45,2025-06-07
NOLSM32526050,3,photo_li,31.472,G,436,528.883,107.707,6,46,2025-06-07
NOLSM32526051,3,photo_li,33.753,G,436,524.443,109.564,6,47,2025-06-07
NOLSM32526052,3,photo_li,32.98,H,405,554.056,106.603,6,48,2025-06-07
NOLSM32526053,3,photo_li,47.733,H,405,504.858,107.36,6,49,2025-06-07
NOLSM32526054,3,photo_li,56.454,G,436,511.679,108.321,6,50,2025-06-07
NOLSM32526055,3,photo_li,67.976,G,436,500.938,107.165,6,51,2025-06-07
NOLSM32526056,3,photo_li,43.538,H,405,542.569,108.573,6,52,2025-06-07
NOLSM32526057,3,photo_li,26.204,H,405,526.755,109.217,6,53,2025-06-07
NOLSM32526058,3,photo_li,55.758,H,405,517.944,107.471,6,54,2025-06-07
NOLSM32526059,1,photo_li,46.569,H,405,513.139,109.715,26,28,2025-06-07
NOLSM32526060,1,photo_li,55.207,H,405,508.395,110.161,26,29,2025-06-07
NOLSM32526061,1,photo_li,51.33,H,405,517.938,110.231,26,30,2025-06-07
NOLSM32526062,1,photo_li,48.601,H,405,508.669,110.093,26,31,2025-06-07
