No_Die,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Lot_Num,Wafer_Num,Datetime
NOLSM32527152,2,Photo,1.211,16.247,14.856,19.899,204.399,90.051,504.396,4029.09,5109.909,5.211,93.522,29.956,20,38,2025-06-21
NOLSM32527153,2,Photo,0.791,16.867,14.877,20.193,203.837,90.055,503.86,3971.175,5099.99,5.112,92.748,29.893,20,39,2025-06-21
NOLSM32527154,2,Photo,0.981,15.764,15.116,20.101,203.315,89.992,503.204,4035.534,5082.14,4.972,93.299,30.045,20,40,2025-06-21
NOLSM32527155,2,Photo,1.034,16.227,14.882,19.84,204.068,89.975,504.061,3952.705,5100.368,5.048,93.415,30.06,20,41,2025-06-21
NOLSM32527156,2,Photo,0.977,16.67,14.798,20.081,204.289,90.126,504.417,3972.351,5112.545,5.025,93.759,29.881,20,42,2025-06-21
NOLSM32527157,2,Photo,1.257,17.452,15.084,19.831,205.039,89.929,505.22,4017.058,5130.532,5.018,93.497,29.967,20,43,2025-06-21
NOLSM32527158,2,Photo,0.773,17.28,14.904,20.047,204.423,89.905,504.327,4072.902,5111.973,5.061,93.184,29.892,20,44,2025-06-21
NOLSM32527159,2,Photo,0.886,17.25,14.854,19.956,204.02,89.905,503.946,4084.977,5097.963,5.181,93.527,30.161,20,45,2025-06-21
NOLSM32527160,2,Photo,1.222,16.527,14.993,19.841,204.607,90.087,504.584,4045.045,5115.011,4.934,93.41,29.941,20,46,2025-06-21
NOLSM32527161,2,Photo,0.96,16.609,14.971,19.832,203.743,89.981,503.866,4010.239,5094.348,5.089,93.191,30.081,20,47,2025-06-21
NOLSM32527162,2,Photo,0.566,16.412,14.93,19.96,204.474,89.874,504.331,4088.781,5111.143,4.999,93.562,29.943,20,48,2025-06-21
NOLSM32527163,2,Photo,0.644,16.106,15.067,19.881,204.718,89.823,504.367,4090.409,5112.993,5.202,93.508,29.9,20,49,2025-06-21
NOLSM32527164,2,Photo,0.998,17.333,15.09,19.976,203.924,90.154,503.814,4074.911,5093.551,5.083,93.551,29.935,20,50,2025-06-21
NOLSM32527165,2,Photo,0.81,16.894,15.181,19.982,204.133,90.017,504.229,4081.422,5101.769,4.994,92.824,29.809,20,51,2025-06-21
NOLSM32527166,2,Photo,0.83,16.56,14.798,19.992,203.521,90.132,503.491,4069.362,5086.756,5.069,93.303,30.074,20,52,2025-06-21
NOLSM32527167,2,Photo,0.67,16.61,14.989,20.059,203.92,89.771,503.817,4077.794,5097.345,4.98,93.538,29.889,20,53,2025-06-21
NOLSM32527168,2,Photo,1.042,17.228,14.849,19.952,204.928,89.915,505.02,4101.044,5126.395,5.121,93.364,30.096,20,54,2025-06-21
NOLSM32527169,3,Photo,0.667,16.38,14.707,20.103,202.248,90.212,502.256,4046.824,5058.739,5.044,92.407,30.026,20,1,2025-06-21
NOLSM32527170,1,Photo,0.851,15.937,15.184,19.941,201.921,90.096,501.79,4036.16,5044.945,4.815,93.012,29.963,20,2,2025-06-21
NOLSM32527171,1,Photo,1.072,16.912,14.704,20.042,203.125,89.919,503.161,4061.562,5077.122,5.088,92.453,29.917,20,3,2025-06-21
NOLSM32527172,1,Photo,0.74,16.448,14.866,20.064,201.931,90.04,502.171,4041.753,5052.03,4.945,93.435,30.101,20,4,2025-06-21
NOLSM32527173,2,Photo,0.854,16.385,15.065,19.922,204.453,89.782,504.662,4090.578,5112.818,5.09,93.439,30.065,20,5,2025-06-21
NOLSM32527174,2,Photo,0.939,16.188,15.041,20.037,203.083,89.963,502.892,4060.018,5074.732,5.05,93.162,29.962,20,6,2025-06-21
NOLSM32527175,3,Photo,1.118,17.101,14.933,20.007,203.739,89.836,503.828,4074.577,5093.161,4.988,92.88,29.867,20,7,2025-06-21
NOLSM32527176,3,Photo,1.145,16.431,14.829,19.863,203.349,89.895,503.261,4066.117,5082.675,5.053,93.335,30.149,20,8,2025-06-21
NOLSM32527177,3,Photo,1.031,17.015,15.224,19.928,203.852,90.133,503.761,4077.764,5097.106,5.237,92.838,30.017,20,9,2025-06-21
NOLSM32527178,1,Photo,0.883,17.714,15.042,20.009,203.977,89.999,503.938,4078.244,5097.887,5.009,93.561,30.031,20,10,2025-06-21
NOLSM32527179,1,Photo,1.195,16.328,15.059,19.91,204.42,89.795,504.489,4087.844,5109.904,5.153,93.523,29.978,20,11,2025-06-21
NOLSM32527180,1,Photo,0.936,16.793,15.152,19.89,204.108,90.015,504.15,4079.867,5099.701,5.005,92.901,30.068,20,12,2025-06-21
NOLSM32527181,2,Photo,1.138,15.849,15.292,20.008,203.273,90.075,503.406,4065.862,5082.281,5.129,93.431,29.996,20,13,2025-06-21
NOLSM32527182,2,Photo,1.0,16.069,14.923,20.036,203.958,90.044,504.001,4080.413,5100.447,5.001,93.358,30.002,20,14,2025-06-21
NOLSM32527183,2,Photo,0.964,16.665,14.978,20.167,204.523,90.009,504.523,4090.077,5112.704,5.079,93.548,30.099,20,15,2025-06-21
NOLSM32527184,3,Photo,1.173,17.449,14.915,19.988,205.146,90.018,505.326,4104.376,5130.705,5.247,93.517,30.061,20,16,2025-06-21
NOLSM32527185,3,Photo,1.097,17.099,14.841,20.016,204.331,89.879,504.676,4089.514,5111.797,5.104,93.333,29.881,20,17,2025-06-21
NOLSM32527186,3,Photo,0.804,17.1,14.84,20.049,204.026,90.009,504.013,4078.287,5097.89,4.814,93.61,30.245,20,18,2025-06-21
NOLSM32527187,1,Photo,1.338,16.563,14.756,19.984,204.534,90.114,504.745,4092.138,5115.015,5.145,93.386,30.049,20,19,2025-06-21
NOLSM32527188,1,Photo,0.966,16.599,14.934,19.992,203.777,89.928,503.861,4075.863,5094.689,5.047,93.31,29.969,20,20,2025-06-21
NOLSM32527189,1,Photo,0.981,16.556,15.247,20.128,204.45,89.982,504.513,4088.927,5111.057,5.176,93.441,30.004,20,21,2025-06-21
NOLSM32527190,2,Photo,0.731,16.179,14.97,20.06,204.499,90.172,504.501,4090.381,5112.748,5.045,93.261,30.071,20,22,2025-06-21
NOLSM32527191,2,Photo,0.984,17.139,14.899,20.106,203.687,90.021,503.682,4074.873,5093.598,5.203,93.476,29.908,20,23,2025-06-21
NOLSM32527192,2,Photo,0.823,16.948,15.18,19.923,203.919,89.918,504.171,4081.514,5101.933,5.109,92.695,30.068,20,24,2025-06-21
NOLSM32527193,3,Photo,0.986,16.486,15.043,20.048,203.223,90.002,503.631,4069.467,5086.825,5.173,93.068,30.14,20,25,2025-06-21
NOLSM32527194,3,Photo,0.803,16.595,14.974,20.042,203.799,90.084,503.85,4077.629,5097.227,5.195,93.526,29.947,20,26,2025-06-21
NOLSM32527195,1,Photo,0.87,17.246,14.964,20.063,205.232,89.97,505.059,4101.051,5126.561,5.101,93.389,29.975,20,27,2025-06-21
NOLSM32527196,1,Photo,1.55,14.022,15.088,19.954,198.756,90.15,504.641,4082.7,5184.539,5.109,90.867,29.954,1,28,2025-06-22
NOLSM32527197,1,Photo,0.918,14.697,15.023,20.035,198.821,90.001,492.379,3960.6,5065.108,5.07,92.234,29.979,1,29,2025-06-22
NOLSM32527198,1,Photo,1.8,19.288,15.112,20.127,202.192,90.149,499.828,3981.576,4873.343,5.139,91.842,30.111,1,30,2025-06-22
NOLSM32527199,1,Photo,1.406,16.359,14.891,19.994,199.622,89.958,505.058,3922.057,5131.906,5.229,91.761,30.068,1,31,2025-06-22
NOLSM32527200,1,Photo,1.013,13.971,14.963,20.04,204.612,90.04,501.838,4124.15,5108.34,5.027,91.043,30.061,1,32,2025-06-22
NOLSM32527201,1,Photo,1.842,11.872,15.113,19.87,202.167,90.102,502.349,4001.269,5030.954,5.245,91.928,30.158,1,33,2025-06-22
NOLSM32527202,1,Photo,1.097,16.226,15.189,20.087,205.481,90.023,507.198,4054.726,4965.049,5.141,92.039,30.072,1,34,2025-06-22
NOLSM32527203,1,Photo,1.063,12.45,14.984,19.91,202.51,90.07,501.301,3957.044,5075.107,4.779,92.25,30.086,1,35,2025-06-22
NOLSM32527204,1,Photo,1.778,13.61,14.88,19.923,202.191,90.013,503.291,4087.913,5099.824,5.121,92.609,29.925,1,36,2025-06-22
NOLSM32527205,1,Photo,1.832,11.493,15.253,20.119,200.811,90.255,501.699,4025.429,5049.623,4.976,91.419,29.883,1,37,2025-06-22
NOLSM32527206,1,Photo,1.612,18.568,14.964,20.119,201.728,89.84,501.013,4036.783,5087.178,4.82,92.441,30.022,1,38,2025-06-22
NOLSM32527207,1,Photo,1.147,12.098,15.069,20.066,200.544,90.013,501.655,4014.083,4947.684,5.123,93.552,30.074,1,39,2025-06-22
NOLSM32527208,1,Photo,1.503,15.163,14.966,19.874,199.056,90.008,496.914,3985.504,5137.666,5.116,91.715,29.824,1,40,2025-06-22
NOLSM32527209,1,Photo,1.009,18.273,14.859,20.065,197.754,90.068,500.09,4047.424,4947.626,5.043,94.445,29.937,1,41,2025-06-22
NOLSM32527210,1,Photo,0.773,15.827,14.977,19.89,193.941,90.09,501.225,3955.568,4983.509,4.889,92.475,30.061,1,42,2025-06-22
NOLSM32527211,1,Photo,1.392,15.982,15.069,20.039,199.722,89.917,496.658,4062.874,4931.465,5.059,94.193,29.872,1,43,2025-06-22
NOLSM32527212,1,Photo,1.94,13.725,14.834,19.962,198.575,90.017,501.728,4071.573,5053.27,5.158,93.485,29.969,1,44,2025-06-22
NOLSM32527213,1,Photo,1.327,13.86,14.907,20.06,198.51,89.997,496.049,3985.64,4979.483,4.935,90.121,29.866,1,45,2025-06-22
NOLSM32527214,1,Photo,0.678,13.297,14.986,20.018,202.837,89.839,500.455,3978.423,4940.86,5.035,91.757,29.776,1,46,2025-06-22
NOLSM32527215,1,Photo,0.545,15.141,15.058,19.944,202.227,89.999,502.029,4056.1,4958.836,5.056,90.705,30.056,1,47,2025-06-22
NOLSM32527216,1,Photo,1.822,16.248,15.033,19.961,200.071,89.875,503.265,4028.957,4990.133,4.908,90.316,30.149,1,48,2025-06-22
NOLSM32527217,1,Photo,1.996,14.685,14.958,20.006,202.779,90.033,498.482,3971.035,5038.658,5.102,91.267,30.075,1,49,2025-06-22
NOLSM32527218,1,Photo,1.769,16.779,14.945,19.834,197.892,90.066,495.44,4035.458,5098.476,4.838,90.674,29.94,1,50,2025-06-22
NOLSM32527219,1,Photo,0.879,17.804,15.046,19.855,200.745,90.048,494.397,3952.471,5052.311,4.942,90.407,30.021,1,51,2025-06-22
NOLSM32527220,1,Photo,1.642,20.241,15.078,20.021,200.525,89.934,498.288,3972.309,5047.96,4.982,91.12,30.03,1,52,2025-06-22
NOLSM32527221,1,Photo,0.829,17.663,15.222,19.87,198.68,90.012,505.926,4017.137,5018.666,4.986,90.539,30.218,1,53,2025-06-22
NOLSM32527222,1,Photo,0.771,19.877,14.836,20.009,199.129,90.002,502.42,4072.939,5016.503,5.089,88.921,29.907,1,54,2025-06-22
NOLSM32527223,3,Photo,0.891,17.292,14.985,20.092,204.713,90.061,504.725,4094.134,5117.617,5.163,93.417,29.825,21,28,2025-06-22
NOLSM32527224,3,Photo,0.829,15.961,14.912,20.03,204.085,90.099,504.237,4084.687,5105.983,5.296,93.543,29.927,21,29,2025-06-22
NOLSM32527225,3,Photo,0.938,18.985,14.814,20.057,204.574,90.039,504.376,4091.052,5114.213,5.406,93.257,30.068,21,30,2025-06-22
NOLSM32527226,3,Photo,0.916,18.856,14.923,19.98,204.093,90.006,504.144,4084.385,5105.314,5.026,93.319,30.013,21,31,2025-06-22
NOLSM32527227,3,Photo,0.951,13.807,14.76,20.018,204.322,90.003,504.242,4084.808,5105.815,4.987,94.503,29.845,21,32,2025-06-22
NOLSM32527228,3,Photo,0.481,18.56,15.025,19.973,206.205,90.16,506.167,4124.073,5155.045,5.021,94.402,29.836,21,33,2025-06-22
NOLSM32527229,3,Photo,0.261,20.584,14.887,20.007,206.138,89.885,506.298,4126.828,5158.637,5.126,93.655,30.08,21,34,2025-06-22
NOLSM32527230,3,Photo,1.012,11.029,15.264,20.026,205.556,90.05,505.562,4112.03,5140.125,5.139,94.213,30.009,21,35,2025-06-22
NOLSM32527231,3,Photo,0.987,15.322,14.837,19.966,205.854,90.11,506.252,4122.411,5152.85,5.001,93.151,30.133,21,36,2025-06-22
NOLSM32527232,3,Photo,1.699,12.572,14.9,19.959,203.72,89.86,503.718,4073.03,5091.036,4.995,93.546,29.953,21,37,2025-06-22
NOLSM32527233,3,Photo,1.051,19.744,15.039,20.079,204.399,90.099,504.42,4088.476,5110.421,5.088,93.555,30.002,21,38,2025-06-22
NOLSM32527234,3,Photo,1.231,15.86,14.942,20.108,204.448,89.932,504.336,4089.671,5112.242,5.01,93.195,29.822,21,39,2025-06-22
NOLSM32527235,3,Photo,1.796,17.588,15.048,19.961,203.216,90.147,503.04,4062.935,5078.676,5.099,92.981,30.071,21,40,2025-06-22
NOLSM32527236,3,Photo,1.824,16.561,15.06,20.088,195.6,90.107,503.515,4071.1,5089.042,5.013,93.132,29.901,21,41,2025-06-22
NOLSM32527237,3,Photo,1.753,15.908,14.992,19.908,196.336,90.068,504.044,4080.508,5100.637,5.162,93.035,30.092,21,42,2025-06-22
NOLSM32527238,3,Photo,1.163,16.234,15.174,19.913,196.482,89.989,503.248,4066.144,5082.707,5.093,93.311,29.906,21,43,2025-06-22
NOLSM32527239,3,Photo,1.548,16.849,15.194,20.05,197.371,89.894,504.183,4080.632,5100.645,5.201,92.703,30.004,21,44,2025-06-22
NOLSM32527240,3,Photo,0.966,16.697,14.95,20.039,197.758,89.946,502.458,4049.434,5062.146,5.018,92.759,29.932,21,45,2025-06-22
NOLSM32527241,3,Photo,1.014,16.8,15.061,20.093,197.251,89.736,502.745,4055.778,5069.636,4.962,92.537,29.879,21,46,2025-06-22
NOLSM32527242,3,Photo,1.415,16.198,14.745,20.024,197.902,89.947,502.458,4045.85,5057.338,5.123,92.812,29.925,21,47,2025-06-22
NOLSM32527243,3,Photo,1.95,16.425,15.157,20.082,196.977,89.985,502.176,4045.413,5056.906,5.094,92.422,29.89,21,48,2025-06-22
NOLSM32527244,3,Photo,1.355,17.314,15.043,20.087,197.617,89.901,502.006,4037.486,5046.901,5.106,92.306,30.085,21,49,2025-06-22
NOLSM32527245,3,Photo,0.619,16.192,14.964,19.887,197.92,90.097,502.072,4042.185,5052.671,5.007,92.717,30.016,21,50,2025-06-22
NOLSM32527246,3,Photo,0.712,19.101,14.924,19.917,199.056,89.865,502.507,4052.662,5065.622,4.926,92.667,30.092,21,51,2025-06-22
NOLSM32527247,3,Photo,1.859,18.95,14.904,20.053,198.52,89.964,502.265,4044.169,5055.01,4.992,92.924,29.955,21,52,2025-06-22
NOLSM32527248,3,Photo,1.928,13.824,15.119,20.008,198.823,89.971,502.809,4058.876,5073.436,5.012,92.549,29.936,21,53,2025-06-22
NOLSM32527249,3,Photo,1.68,18.708,14.898,19.945,201.999,90.063,501.973,4041.065,5051.439,5.098,92.726,29.992,21,54,2025-06-22
NOLSM32527250,1,Photo,1.682,13.923,14.857,19.854,198.617,89.928,504.511,4082.857,5184.819,5.13,91.089,30.103,1,1,2025-06-22
NOLSM32527251,1,Photo,0.966,14.554,15.103,19.824,198.824,90.023,492.154,3960.808,5065.24,4.903,92.431,29.995,1,2,2025-06-22
NOLSM32527252,1,Photo,1.437,19.318,14.996,20.076,202.272,90.092,499.977,3981.857,4873.534,5.093,91.724,29.957,1,3,2025-06-22
NOLSM32527253,2,Photo,1.064,16.256,14.983,19.967,199.7,90.052,505.29,3922.221,5131.86,5.052,91.815,29.733,1,4,2025-06-22
NOLSM32527254,2,Photo,0.73,14.001,15.034,19.93,204.496,90.071,500.993,4124.097,5108.534,5.005,91.213,30.147,1,5,2025-06-22
NOLSM32527255,2,Photo,1.407,11.804,15.109,20.069,202.148,90.125,500.7,4001.323,5031.012,4.833,91.821,29.982,1,6,2025-06-22
NOLSM32527256,3,Photo,1.883,16.492,15.105,19.892,205.722,90.017,505.285,4054.545,4965.068,5.08,92.224,29.939,1,7,2025-06-22
NOLSM32527257,3,Photo,1.588,12.409,14.872,20.155,202.368,90.026,501.966,3957.008,5075.194,4.996,92.409,30.045,1,8,2025-06-22
NOLSM32527258,1,Photo,0.694,13.372,15.012,20.016,202.259,90.182,498.366,4087.807,5099.725,4.967,92.41,30.018,1,9,2025-06-22
NOLSM32527259,1,Photo,0.764,11.561,15.301,20.014,200.754,90.042,499.053,4025.355,5049.8,5.001,91.475,29.958,1,10,2025-06-22
NOLSM32527260,1,Photo,0.976,18.338,14.922,19.918,202.006,89.913,500.186,4036.992,5087.299,5.029,92.355,29.945,1,11,2025-06-22
NOLSM32527261,2,Photo,2.173,11.84,14.961,19.997,200.579,89.969,501.709,4014.169,4947.332,5.013,93.666,30.0,1,12,2025-06-22
NOLSM32527262,2,Photo,0.529,15.23,15.088,20.115,198.961,90.164,501.665,3985.706,5137.558,5.213,91.686,30.165,1,13,2025-06-22
NOLSM32527263,2,Photo,0.99,18.308,14.968,19.976,197.683,90.066,503.183,4047.544,4947.673,5.051,94.224,30.031,1,14,2025-06-22
NOLSM32527264,3,Photo,0.904,15.698,14.971,19.925,194.019,89.992,500.974,3955.52,4983.91,5.004,92.566,30.029,1,15,2025-06-22
NOLSM32527265,3,Photo,2.167,15.899,15.092,19.956,199.679,89.98,503.236,4062.942,4931.442,5.044,94.077,30.05,1,16,2025-06-22
NOLSM32527266,3,Photo,1.942,13.712,14.952,20.031,198.489,90.025,499.111,4071.568,5053.239,5.217,93.379,29.934,1,17,2025-06-22
NOLSM32527267,1,Photo,1.668,13.956,14.866,20.024,198.554,90.094,501.249,3985.785,4979.54,4.964,90.214,29.911,1,18,2025-06-22
NOLSM32527268,1,Photo,1.788,13.367,15.025,20.105,202.896,89.913,499.716,3978.629,4940.866,5.018,91.332,30.096,1,19,2025-06-22
NOLSM32527269,1,Photo,2.22,15.366,14.806,20.099,202.156,90.02,500.801,4056.059,4958.985,5.115,90.692,30.074,1,20,2025-06-22
NOLSM32527270,2,Photo,0.927,16.293,15.057,20.059,200.078,90.046,503.359,4029.104,4990.333,4.97,90.326,30.124,1,21,2025-06-22
NOLSM32527271,2,Photo,1.37,14.713,15.198,20.001,202.969,89.703,498.17,3970.986,5038.602,4.941,91.277,30.106,1,22,2025-06-22
NOLSM32527272,2,Photo,1.408,17.089,15.163,20.136,197.923,89.843,499.583,4035.48,5098.684,4.946,90.469,30.036,1,23,2025-06-22
NOLSM32527273,3,Photo,1.119,17.796,15.114,20.053,200.696,89.938,501.379,3952.806,5052.294,5.111,90.297,29.932,1,24,2025-06-22
NOLSM32527274,3,Photo,1.49,20.268,15.0,20.123,200.676,89.864,500.248,3972.285,5047.777,4.92,91.186,29.935,1,25,2025-06-22
NOLSM32527275,3,Photo,1.044,17.66,14.938,19.856,198.718,89.914,504.535,4017.007,5018.741,4.747,90.475,29.924,1,26,2025-06-22
NOLSM32527276,1,Photo,1.278,19.828,14.985,20.034,198.92,90.079,503.896,4072.797,5016.266,5.204,88.871,30.089,1,27,2025-06-22
NOLSM32527277,1,Photo,1.142,16.862,14.86,19.947,204.828,90.182,504.688,4094.156,5117.593,5.146,93.501,29.952,21,1,2025-06-22
NOLSM32527278,1,Photo,0.865,16.717,14.894,19.845,204.167,90.067,504.175,4084.531,5105.853,5.208,93.665,30.125,21,2,2025-06-22
NOLSM32527279,2,Photo,1.051,16.783,14.782,20.064,204.495,90.017,504.606,4091.098,5113.818,4.948,93.394,30.081,21,3,2025-06-22
NOLSM32527280,2,Photo,0.895,16.94,14.751,19.937,204.083,90.125,504.241,4084.241,5105.154,4.923,93.179,29.928,21,4,2025-06-22
NOLSM32527281,2,Photo,0.894,16.31,14.988,19.988,204.23,90.207,504.236,4084.749,5105.983,5.14,94.395,30.039,21,5,2025-06-22
NOLSM32527282,3,Photo,0.443,16.607,15.311,19.993,206.138,89.773,506.116,4124.133,5155.018,5.221,94.384,29.967,21,6,2025-06-22
NOLSM32527283,3,Photo,0.52,16.883,14.85,20.174,206.336,89.966,506.331,4126.759,5158.346,5.228,93.57,29.946,21,7,2025-06-22
NOLSM32527284,3,Photo,1.047,17.73,14.839,20.091,205.486,90.227,505.52,4112.009,5140.127,5.037,94.385,30.143,21,8,2025-06-22
NOLSM32527285,1,Photo,0.892,16.127,15.036,20.08,206.033,89.861,506.025,4122.301,5153.015,5.16,93.139,29.991,21,9,2025-06-22
NOLSM32527286,1,Photo,1.011,16.108,15.217,19.908,203.513,89.896,503.561,4072.814,5090.933,5.209,93.554,30.023,21,10,2025-06-22
NOLSM32527287,1,Photo,0.688,16.34,15.032,20.118,204.341,90.065,504.439,4088.459,5110.408,5.094,93.345,30.015,21,11,2025-06-22
NOLSM32527288,2,Photo,1.073,16.692,14.951,19.923,204.389,90.05,504.516,4089.751,5111.962,4.94,93.14,29.811,21,12,2025-06-22
NOLSM32527289,2,Photo,0.712,15.942,15.089,20.12,203.419,90.038,503.207,4062.791,5078.525,5.03,92.766,30.05,21,13,2025-06-22
NOLSM32527290,3,Photo,1.021,17.01,15.191,20.116,203.657,89.913,503.561,4071.057,5089.116,4.921,93.086,29.986,21,14,2025-06-22
NOLSM32527291,3,Photo,0.973,15.992,15.086,20.247,204.05,89.868,504.097,4080.437,5100.652,5.028,93.064,29.933,21,15,2025-06-22
NOLSM32527292,3,Photo,0.633,16.103,15.019,19.876,203.262,90.153,503.153,4066.088,5082.733,5.209,93.319,30.115,21,16,2025-06-22
NOLSM32527293,1,Photo,0.968,17.11,15.096,20.153,204.016,89.96,504.16,4080.649,5100.683,5.154,92.628,29.884,21,17,2025-06-22
NOLSM32527294,1,Photo,0.994,16.51,15.027,20.023,202.557,89.986,502.384,4049.711,5062.105,5.014,92.62,29.982,21,18,2025-06-22
NOLSM32527295,1,Photo,0.403,16.385,14.954,19.991,202.784,90.036,502.749,4055.688,5069.676,5.106,92.731,29.954,21,19,2025-06-22
NOLSM32527296,2,Photo,0.528,16.088,15.037,20.065,202.157,90.028,502.171,4045.781,5057.294,4.991,92.566,30.052,21,20,2025-06-22
NOLSM32527297,2,Photo,0.754,16.595,14.917,19.97,202.207,89.984,502.208,4045.393,5056.839,4.974,92.504,29.947,21,21,2025-06-22
NOLSM32527298,3,Photo,1.365,16.041,15.032,20.097,202.014,89.973,501.792,4037.635,5046.854,5.051,92.304,29.967,21,22,2025-06-22
NOLSM32527299,3,Photo,0.571,16.856,15.03,20.032,202.211,89.951,502.238,4042.023,5052.593,5.169,92.61,29.845,21,23,2025-06-22
NOLSM32527300,3,Photo,0.655,16.391,14.965,20.054,202.504,89.975,502.607,4052.488,5065.721,5.143,92.557,29.969,21,24,2025-06-22
NOLSM32527301,1,Photo,0.99,17.532,15.101,19.966,202.078,89.962,502.175,4044.202,5055.037,4.922,92.641,30.052,21,25,2025-06-22
NOLSM32527302,1,Photo,0.817,17.006,15.108,19.965,202.815,89.838,503.008,4058.839,5073.563,5.011,92.497,30.033,21,26,2025-06-22
NOLSM32527303,1,Photo,0.956,16.634,14.681,20.073,202.047,89.941,501.905,4041.411,5051.55,5.03,92.787,30.172,21,27,2025-06-22
NOLSM32527304,2,Photo,1.522,16.91,15.17,19.91,197.969,90.077,502.885,4084.793,4933.915,4.966,90.643,30.011,2,28,2025-06-16
NOLSM32527305,2,Photo,1.989,13.832,15.022,20.137,199.686,90.262,502.029,4044.998,5009.534,4.809,89.347,30.021,2,29,2025-06-16
NOLSM32527306,2,Photo,1.31,14.624,15.003,20.099,199.329,90.044,499.419,4010.117,5055.421,5.037,92.889,30.051,2,30,2025-06-16
NOLSM32527307,2,Photo,0.679,13.647,15.003,19.933,200.716,90.097,505.835,4079.92,5004.127,4.978,91.94,30.063,2,31,2025-06-16
NOLSM32527308,2,Photo,0.755,15.02,15.11,20.127,197.045,90.144,494.772,4039.499,5118.849,4.839,91.026,29.99,2,32,2025-06-16
NOLSM32527309,2,Photo,0.902,17.674,15.058,20.112,195.598,90.016,504.072,4103.888,4976.395,5.203,90.584,30.051,2,33,2025-06-16
NOLSM32527310,2,Photo,0.76,18.611,15.173,19.977,205.628,90.107,499.995,4036.137,5079.053,5.016,94.561,30.011,2,34,2025-06-16
NOLSM32527311,2,Photo,1.444,17.682,14.971,20.077,193.398,90.077,500.442,4082.886,5024.764,4.788,93.006,29.972,2,35,2025-06-16
NOLSM32527312,2,Photo,1.805,13.126,14.872,20.014,200.719,90.06,494.879,4002.934,4996.678,5.01,92.541,30.011,2,36,2025-06-16
NOLSM32527313,2,Photo,1.488,17.715,14.877,19.949,197.772,90.011,499.173,4067.945,5103.453,4.805,94.76,29.991,2,37,2025-06-16
NOLSM32527314,2,Photo,0.581,15.462,14.855,19.955,203.963,90.039,501.171,4024.526,5010.839,5.162,89.524,29.945,2,38,2025-06-16
NOLSM32527315,2,Photo,0.761,19.176,14.871,20.087,202.042,89.732,493.291,4021.533,5107.226,4.706,92.943,30.08,2,39,2025-06-16
NOLSM32527316,2,Photo,1.081,15.249,14.79,19.932,200.519,90.039,503.526,4030.99,5017.61,5.045,90.344,29.823,2,40,2025-06-16
NOLSM32527317,2,Photo,2.138,14.778,14.973,19.914,198.529,89.873,506.05,4016.208,4899.071,5.035,93.79,29.999,2,41,2025-06-16
NOLSM32527318,2,Photo,0.764,15.333,14.936,20.178,196.923,90.008,500.246,3995.896,5040.897,4.949,92.209,29.961,2,42,2025-06-16
NOLSM32527319,2,Photo,1.052,15.325,14.939,20.121,201.734,90.069,503.315,4068.521,5097.612,5.192,93.541,30.005,2,43,2025-06-16
NOLSM32527320,2,Photo,0.749,19.305,15.023,19.932,200.649,89.832,501.333,4032.093,5025.741,4.943,92.52,29.886,2,44,2025-06-16
NOLSM32527321,2,Photo,2.138,14.07,15.101,20.053,195.612,89.822,501.606,4061.179,4970.889,4.977,91.081,30.151,2,45,2025-06-16
NOLSM32527322,2,Photo,1.871,15.76,14.981,19.781,203.969,90.068,502.387,4055.106,5069.857,5.027,93.532,30.072,2,46,2025-06-16
NOLSM32527323,2,Photo,1.701,15.473,15.142,19.915,201.585,90.03,507.187,4001.353,4922.209,4.897,92.335,29.997,2,47,2025-06-16
NOLSM32527324,2,Photo,1.976,16.299,14.884,19.943,203.526,90.001,501.091,4054.455,5020.583,4.807,92.592,30.004,2,48,2025-06-16
NOLSM32527325,2,Photo,2.233,15.342,14.979,19.967,199.749,89.743,503.257,3957.302,4987.415,5.015,89.87,29.931,2,49,2025-06-16
NOLSM32527326,2,Photo,0.987,15.76,15.174,20.176,203.109,89.896,501.322,4087.979,5063.668,5.165,91.933,29.958,2,50,2025-06-16
NOLSM32527327,2,Photo,1.518,15.264,15.142,19.906,198.098,89.89,500.958,4025.489,4974.834,5.085,91.917,29.932,2,51,2025-06-16
NOLSM32527328,2,Photo,1.256,15.151,14.965,20.014,200.94,90.143,501.61,4037.053,5089.524,4.825,94.696,30.015,2,52,2025-06-16
NOLSM32527329,2,Photo,1.043,17.724,14.972,19.907,201.889,89.916,497.044,4014.291,4966.24,5.186,91.625,30.082,2,53,2025-06-16
NOLSM32527330,2,Photo,1.636,19.303,14.884,19.925,197.956,89.977,500.256,3985.815,4933.756,5.027,92.406,30.003,2,54,2025-06-16
NOLSM32527331,1,Photo,0.907,20.621,14.785,19.87,203.021,89.982,503.224,4062.748,5078.577,5.1,92.741,30.023,22,28,2025-06-16
NOLSM32527332,1,Photo,1.445,11.117,14.978,19.827,202.458,90.239,502.421,4048.173,5060.32,5.116,92.811,30.058,22,29,2025-06-16
NOLSM32527333,1,Photo,0.961,15.349,14.98,19.953,202.947,89.9,502.996,4055.866,5069.718,5.075,92.848,30.102,22,30,2025-06-16
