No_Die,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,Lot_Num,Wafer_Num,Datetime
NOLSM32527165,1,Oxidation,dry,884.71,O2,22.07,0.23,25,711.82,20,51,2025-06-21
NOLSM32527166,1,Oxidation,dry,884.31,O2,22.0,0.32,25,711.41,20,52,2025-06-21
NOLSM32527167,1,Oxidation,dry,884.97,O2,22.18,0.2,25,712.62,20,53,2025-06-21
NOLSM32527168,1,Oxidation,dry,876.48,O2,22.22,0.32,25,713.96,20,54,2025-06-21
NOLSM32527169,2,Oxidation,dry,871.66,O2,22.2,0.22,217,706.57,20,1,2025-06-21
NOLSM32527170,3,Oxidation,dry,871.38,O2,22.21,0.19,216,705.92,20,2,2025-06-21
NOLSM32527171,3,Oxidation,dry,871.97,O2,22.31,0.22,218,707.62,20,3,2025-06-21
NOLSM32527172,3,Oxidation,dry,871.22,O2,22.29,0.27,217,707.03,20,4,2025-06-21
NOLSM32527173,3,Oxidation,dry,871.67,O2,22.17,0.23,220,709.76,20,5,2025-06-21
NOLSM32527174,3,Oxidation,dry,871.98,O2,22.18,0.18,219,709.14,20,6,2025-06-21
NOLSM32527175,3,Oxidation,dry,871.48,O2,22.2,0.17,220,709.76,20,7,2025-06-21
NOLSM32527176,3,Oxidation,dry,871.77,O2,22.21,0.1,220,709.18,20,8,2025-06-21
NOLSM32527177,3,Oxidation,dry,872.36,O2,22.18,0.18,220,709.02,20,9,2025-06-21
NOLSM32527178,1,Oxidation,dry,872.03,O2,22.21,0.24,221,710.66,20,10,2025-06-21
NOLSM32527179,1,Oxidation,dry,871.96,O2,22.14,0.31,221,711.23,20,11,2025-06-21
NOLSM32527180,1,Oxidation,dry,872.18,O2,22.14,0.21,222,711.13,20,12,2025-06-21
NOLSM32527181,1,Oxidation,dry,872.3,O2,22.06,0.41,220,709.57,20,13,2025-06-21
NOLSM32527182,1,Oxidation,dry,871.95,O2,22.16,0.24,221,710.5,20,14,2025-06-21
NOLSM32527183,1,Oxidation,dry,871.91,O2,22.21,0.15,222,711.34,20,15,2025-06-21
NOLSM32527184,1,Oxidation,dry,872.45,O2,22.18,0.17,223,712.33,20,16,2025-06-21
NOLSM32527185,1,Oxidation,dry,871.99,O2,22.14,-0.01,223,712.55,20,17,2025-06-21
NOLSM32527186,1,Oxidation,dry,871.93,O2,22.04,0.32,222,711.8,20,18,2025-06-21
NOLSM32527187,2,Oxidation,dry,871.93,O2,22.13,0.21,222,711.75,20,19,2025-06-21
NOLSM32527188,2,Oxidation,dry,872.32,O2,22.09,-0.0,222,711.81,20,20,2025-06-21
NOLSM32527189,2,Oxidation,dry,871.55,O2,22.22,0.2,222,711.62,20,21,2025-06-21
NOLSM32527190,2,Oxidation,dry,871.91,O2,22.12,0.13,223,713.0,20,22,2025-06-21
NOLSM32527191,2,Oxidation,dry,871.91,O2,22.21,0.4,222,711.64,20,23,2025-06-21
NOLSM32527192,2,Oxidation,dry,871.89,O2,22.04,0.06,222,711.69,20,24,2025-06-21
NOLSM32527193,2,Oxidation,dry,871.11,O2,21.91,0.22,222,711.18,20,25,2025-06-21
NOLSM32527194,2,Oxidation,dry,871.53,O2,22.1,0.24,223,712.58,20,26,2025-06-21
NOLSM32527195,3,Oxidation,dry,872.08,O2,22.17,0.13,224,713.94,20,27,2025-06-21
NOLSM32527196,1,Oxidation,wet,1154.39,H2O,32.81,0.29,62,699.31,1,28,2025-06-22
NOLSM32527197,1,Oxidation,wet,1235.82,H2O,31.91,0.3,137,708.11,1,29,2025-06-22
NOLSM32527198,1,Oxidation,dry,1066.5,O2,39.66,0.21,128,696.14,1,30,2025-06-22
NOLSM32527199,1,Oxidation,dry,1133.57,O2,32.87,0.1,90,708.25,1,31,2025-06-22
NOLSM32527200,1,Oxidation,wet,1002.06,H2O,38.24,0.17,98,709.42,1,32,2025-06-22
NOLSM32527201,1,Oxidation,wet,991.91,H2O,39.95,0.15,132,720.54,1,33,2025-06-22
NOLSM32527202,1,Oxidation,dry,1143.12,O2,35.63,0.25,74,709.62,1,34,2025-06-22
NOLSM32527203,1,Oxidation,wet,1100.13,H2O,28.63,0.24,291,696.16,1,35,2025-06-22
NOLSM32527204,1,Oxidation,dry,1053.69,O2,34.6,0.12,61,712.99,1,36,2025-06-22
NOLSM32527205,1,Oxidation,wet,1117.19,H2O,34.72,0.31,117,725.67,1,37,2025-06-22
NOLSM32527206,1,Oxidation,dry,1091.36,O2,32.49,0.14,87,689.04,1,38,2025-06-22
NOLSM32527207,1,Oxidation,wet,1131.18,H2O,38.11,-0.01,80,708.68,1,39,2025-06-22
NOLSM32527208,1,Oxidation,dry,1195.93,O2,33.81,0.2,149,716.09,1,40,2025-06-22
NOLSM32527209,1,Oxidation,dry,1102.02,O2,29.01,0.38,149,703.77,1,41,2025-06-22
NOLSM32527210,1,Oxidation,dry,1028.64,O2,49.84,0.37,101,721.0,1,42,2025-06-22
NOLSM32527211,1,Oxidation,dry,1112.52,O2,32.47,0.14,112,703.9,1,43,2025-06-22
NOLSM32527212,1,Oxidation,dry,1105.31,O2,32.86,0.25,101,702.32,1,44,2025-06-22
NOLSM32527213,1,Oxidation,wet,1011.1,H2O,36.69,0.17,148,707.11,1,45,2025-06-22
NOLSM32527214,1,Oxidation,wet,1027.15,H2O,35.32,0.12,157,719.62,1,46,2025-06-22
NOLSM32527215,1,Oxidation,dry,1049.19,O2,36.57,0.19,147,709.85,1,47,2025-06-22
NOLSM32527216,1,Oxidation,dry,1002.75,O2,25.53,0.36,56,708.39,1,48,2025-06-22
NOLSM32527217,1,Oxidation,dry,1091.04,O2,42.39,0.23,84,696.16,1,49,2025-06-22
NOLSM32527218,1,Oxidation,dry,1075.0,O2,31.49,0.41,117,708.19,1,50,2025-06-22
NOLSM32527219,1,Oxidation,dry,1070.57,O2,37.25,0.15,137,709.35,1,51,2025-06-22
NOLSM32527220,1,Oxidation,wet,1039.24,H2O,35.48,0.26,125,720.77,1,52,2025-06-22
NOLSM32527221,1,Oxidation,dry,1106.53,O2,38.94,0.23,204,696.9,1,53,2025-06-22
NOLSM32527222,1,Oxidation,wet,958.96,H2O,33.54,0.18,144,713.32,1,54,2025-06-22
NOLSM32527223,1,Oxidation,dry,891.93,O2,22.19,0.16,25,712.86,21,28,2025-06-22
NOLSM32527224,1,Oxidation,dry,891.05,O2,22.32,0.25,25,715.94,21,29,2025-06-22
NOLSM32527225,1,Oxidation,dry,873.7,O2,22.33,0.33,27,714.98,21,30,2025-06-22
NOLSM32527226,1,Oxidation,dry,874.92,O2,22.34,0.28,28,713.67,21,31,2025-06-22
NOLSM32527227,1,Oxidation,dry,889.19,O2,22.27,0.29,29,712.8,21,32,2025-06-22
NOLSM32527228,1,Oxidation,dry,888.42,O2,32.73,0.22,32,714.28,21,33,2025-06-22
NOLSM32527229,1,Oxidation,dry,887.57,O2,31.77,0.16,32,715.42,21,34,2025-06-22
NOLSM32527230,1,Oxidation,dry,883.66,O2,39.36,0.23,32,713.09,21,35,2025-06-22
NOLSM32527231,1,Oxidation,dry,885.35,O2,32.89,0.24,32,714.33,21,36,2025-06-22
NOLSM32527232,1,Oxidation,dry,877.71,O2,38.13,0.24,31,710.09,21,37,2025-06-22
NOLSM32527233,1,Oxidation,dry,877.91,O2,40.1,0.04,32,710.47,21,38,2025-06-22
NOLSM32527234,1,Oxidation,dry,879.86,O2,35.65,0.29,31,711.68,21,39,2025-06-22
NOLSM32527235,1,Oxidation,dry,886.44,O2,28.8,0.1,34,709.9,21,40,2025-06-22
NOLSM32527236,1,Oxidation,dry,877.18,O2,34.66,0.25,33,709.91,21,41,2025-06-22
NOLSM32527237,1,Oxidation,dry,888.89,O2,34.95,0.23,32,709.79,21,42,2025-06-22
NOLSM32527238,1,Oxidation,dry,886.3,O2,32.61,0.2,32,710.68,21,43,2025-06-22
NOLSM32527239,1,Oxidation,dry,888.2,O2,38.06,0.05,32,711.22,21,44,2025-06-22
NOLSM32527240,1,Oxidation,dry,872.23,O2,22.2,0.34,32,709.23,21,45,2025-06-22
NOLSM32527241,1,Oxidation,dry,873.72,O2,22.19,0.25,31,710.05,21,46,2025-06-22
NOLSM32527242,1,Oxidation,dry,889.61,O2,21.98,0.46,32,709.95,21,47,2025-06-22
NOLSM32527243,1,Oxidation,dry,889.16,O2,22.02,0.17,30,709.76,21,48,2025-06-22
NOLSM32527244,1,Oxidation,dry,873.78,O2,22.03,0.19,28,710.02,21,49,2025-06-22
NOLSM32527245,1,Oxidation,dry,881.43,O2,22.08,0.23,31,709.9,21,50,2025-06-22
NOLSM32527246,1,Oxidation,dry,873.92,O2,22.11,0.09,30,710.0,21,51,2025-06-22
NOLSM32527247,1,Oxidation,dry,874.31,O2,22.22,0.15,27,710.11,21,52,2025-06-22
NOLSM32527248,1,Oxidation,dry,888.07,O2,22.13,0.23,27,710.84,21,53,2025-06-22
NOLSM32527249,1,Oxidation,dry,882.72,O2,22.2,0.23,27,710.74,21,54,2025-06-22
NOLSM32527250,1,Oxidation,wet,1139.11,H2O,32.94,0.11,62,699.27,1,1,2025-06-22
NOLSM32527251,1,Oxidation,wet,1218.05,H2O,31.98,0.35,137,696.79,1,2,2025-06-22
NOLSM32527252,1,Oxidation,dry,1062.51,O2,39.56,0.26,128,705.48,1,3,2025-06-22
NOLSM32527253,1,Oxidation,dry,1114.58,O2,32.78,0.14,90,710.72,1,4,2025-06-22
NOLSM32527254,1,Oxidation,wet,989.46,H2O,38.14,0.04,98,717.04,1,5,2025-06-22
NOLSM32527255,1,Oxidation,wet,978.95,H2O,39.98,0.22,132,698.71,1,6,2025-06-22
NOLSM32527256,1,Oxidation,dry,1135.97,O2,35.73,0.21,74,709.61,1,7,2025-06-22
NOLSM32527257,1,Oxidation,wet,1096.24,H2O,28.69,0.17,291,696.44,1,8,2025-06-22
NOLSM32527258,2,Oxidation,dry,1042.05,O2,34.63,0.31,61,713.01,1,9,2025-06-22
NOLSM32527259,2,Oxidation,wet,1104.97,H2O,34.78,0.22,117,725.85,1,10,2025-06-22
NOLSM32527260,2,Oxidation,dry,1077.87,O2,32.46,0.12,87,689.27,1,11,2025-06-22
NOLSM32527261,2,Oxidation,wet,1113.65,H2O,38.1,0.17,80,708.65,1,12,2025-06-22
NOLSM32527262,2,Oxidation,dry,1194.05,O2,33.6,0.14,149,716.25,1,13,2025-06-22
NOLSM32527263,2,Oxidation,dry,1098.24,O2,29.22,0.12,149,703.58,1,14,2025-06-22
NOLSM32527264,2,Oxidation,dry,1013.62,O2,50.0,0.03,101,721.24,1,15,2025-06-22
NOLSM32527265,2,Oxidation,dry,1102.37,O2,32.59,0.24,112,703.87,1,16,2025-06-22
NOLSM32527266,2,Oxidation,dry,1100.69,O2,32.81,0.17,101,702.26,1,17,2025-06-22
NOLSM32527267,3,Oxidation,wet,996.05,H2O,36.75,0.01,148,707.1,1,18,2025-06-22
NOLSM32527268,3,Oxidation,wet,1017.26,H2O,35.52,0.21,157,719.62,1,19,2025-06-22
NOLSM32527269,3,Oxidation,dry,1037.5,O2,36.58,0.29,147,710.0,1,20,2025-06-22
NOLSM32527270,3,Oxidation,dry,1000.02,O2,25.54,0.0,56,715.47,1,21,2025-06-22
NOLSM32527271,3,Oxidation,dry,1080.11,O2,42.48,-0.08,84,698.96,1,22,2025-06-22
NOLSM32527272,3,Oxidation,dry,1068.53,O2,31.32,0.26,117,708.14,1,23,2025-06-22
NOLSM32527273,3,Oxidation,dry,1067.17,O2,37.26,0.17,137,703.98,1,24,2025-06-22
NOLSM32527274,3,Oxidation,wet,1035.7,H2O,35.4,0.21,125,715.25,1,25,2025-06-22
NOLSM32527275,3,Oxidation,dry,1104.21,O2,39.03,0.23,204,696.92,1,26,2025-06-22
NOLSM32527276,1,Oxidation,wet,956.22,H2O,33.4,0.16,144,713.28,1,27,2025-06-22
NOLSM32527277,3,Oxidation,dry,872.44,O2,22.27,0.33,223,713.1,21,1,2025-06-22
NOLSM32527278,3,Oxidation,dry,871.99,O2,22.24,0.12,226,715.95,21,2,2025-06-22
NOLSM32527279,3,Oxidation,dry,871.72,O2,22.08,0.11,226,715.09,21,3,2025-06-22
NOLSM32527280,3,Oxidation,dry,871.91,O2,21.98,0.29,224,713.64,21,4,2025-06-22
NOLSM32527281,3,Oxidation,dry,872.11,O2,22.2,0.24,223,712.64,21,5,2025-06-22
NOLSM32527282,3,Oxidation,dry,872.14,O2,22.17,0.15,225,714.49,21,6,2025-06-22
NOLSM32527283,3,Oxidation,dry,872.05,O2,22.2,0.24,226,715.51,21,7,2025-06-22
NOLSM32527284,3,Oxidation,dry,871.59,O2,22.12,0.02,224,712.93,21,8,2025-06-22
NOLSM32527285,1,Oxidation,dry,872.32,O2,22.17,0.32,225,714.27,21,9,2025-06-22
NOLSM32527286,1,Oxidation,dry,872.09,O2,22.0,-0.03,220,710.03,21,10,2025-06-22
NOLSM32527287,1,Oxidation,dry,871.95,O2,21.95,0.26,221,710.44,21,11,2025-06-22
NOLSM32527288,1,Oxidation,dry,871.65,O2,22.33,0.07,222,711.56,21,12,2025-06-22
NOLSM32527289,1,Oxidation,dry,871.69,O2,22.21,0.33,220,710.12,21,13,2025-06-22
NOLSM32527290,1,Oxidation,dry,871.37,O2,22.07,0.17,220,710.1,21,14,2025-06-22
NOLSM32527291,1,Oxidation,dry,871.46,O2,22.11,0.28,220,709.99,21,15,2025-06-22
NOLSM32527292,1,Oxidation,dry,871.13,O2,22.1,0.31,221,710.46,21,16,2025-06-22
NOLSM32527293,2,Oxidation,dry,871.75,O2,21.96,0.15,221,711.02,21,17,2025-06-22
NOLSM32527294,2,Oxidation,dry,871.66,O2,22.08,0.14,219,709.07,21,18,2025-06-22
NOLSM32527295,2,Oxidation,dry,871.66,O2,22.15,0.24,221,710.15,21,19,2025-06-22
NOLSM32527296,2,Oxidation,dry,871.4,O2,22.02,0.16,220,709.88,21,20,2025-06-22
NOLSM32527297,2,Oxidation,dry,871.49,O2,22.01,-0.05,220,709.88,21,21,2025-06-22
NOLSM32527298,2,Oxidation,dry,871.74,O2,22.07,0.35,220,710.02,21,22,2025-06-22
NOLSM32527299,2,Oxidation,dry,871.55,O2,22.07,0.21,220,710.06,21,23,2025-06-22
NOLSM32527300,2,Oxidation,dry,871.22,O2,22.11,0.15,220,709.8,21,24,2025-06-22
NOLSM32527301,3,Oxidation,dry,871.5,O2,22.01,0.19,221,710.01,21,25,2025-06-22
NOLSM32527302,3,Oxidation,dry,871.59,O2,22.11,0.41,221,710.91,21,26,2025-06-22
NOLSM32527303,3,Oxidation,dry,871.46,O2,22.03,0.17,221,710.75,21,27,2025-06-22
NOLSM32527304,1,Oxidation,dry,1060.58,O2,32.43,0.16,114,707.42,2,28,2025-06-16
NOLSM32527305,1,Oxidation,wet,1245.76,H2O,37.41,0.1,106,707.21,2,29,2025-06-16
NOLSM32527306,1,Oxidation,wet,1104.17,H2O,32.68,0.3,165,714.3,2,30,2025-06-16
NOLSM32527307,1,Oxidation,dry,1144.46,O2,32.37,0.25,174,704.37,2,31,2025-06-16
NOLSM32527308,1,Oxidation,wet,1027.47,H2O,37.89,0.27,75,699.48,2,32,2025-06-16
NOLSM32527309,1,Oxidation,wet,1120.2,H2O,31.62,0.02,167,702.82,2,33,2025-06-16
NOLSM32527310,1,Oxidation,wet,1169.66,H2O,30.61,0.35,151,706.23,2,34,2025-06-16
NOLSM32527311,1,Oxidation,dry,1050.51,O2,35.91,0.05,113,712.98,2,35,2025-06-16
NOLSM32527312,1,Oxidation,dry,1133.95,O2,42.82,0.05,64,703.88,2,36,2025-06-16
NOLSM32527313,1,Oxidation,dry,1020.05,O2,27.11,0.09,113,711.36,2,37,2025-06-16
NOLSM32527314,1,Oxidation,wet,1097.11,H2O,39.47,0.17,147,723.37,2,38,2025-06-16
NOLSM32527315,1,Oxidation,wet,927.15,H2O,29.04,0.16,128,713.16,2,39,2025-06-16
NOLSM32527316,1,Oxidation,dry,1179.29,O2,27.57,0.34,68,707.96,2,40,2025-06-16
NOLSM32527317,1,Oxidation,wet,1036.7,H2O,34.13,0.12,129,709.38,2,41,2025-06-16
NOLSM32527318,1,Oxidation,wet,1189.23,H2O,37.87,0.25,179,702.91,2,42,2025-06-16
NOLSM32527319,1,Oxidation,dry,1031.0,O2,33.73,0.25,55,705.39,2,43,2025-06-16
NOLSM32527320,1,Oxidation,wet,1172.55,H2O,33.07,0.27,121,695.05,2,44,2025-06-16
NOLSM32527321,1,Oxidation,wet,993.62,H2O,35.38,0.17,125,699.57,2,45,2025-06-16
NOLSM32527322,1,Oxidation,wet,1145.18,H2O,24.98,0.26,186,709.43,2,46,2025-06-16
NOLSM32527323,1,Oxidation,wet,1188.89,H2O,32.25,0.06,178,703.52,2,47,2025-06-16
NOLSM32527324,1,Oxidation,dry,1232.8,O2,30.97,0.22,135,693.93,2,48,2025-06-16
NOLSM32527325,1,Oxidation,dry,1203.73,O2,44.46,0.16,91,712.16,2,49,2025-06-16
NOLSM32527326,1,Oxidation,wet,1094.59,H2O,32.43,0.29,90,707.49,2,50,2025-06-16
NOLSM32527327,1,Oxidation,dry,1156.17,O2,37.27,0.09,86,706.86,2,51,2025-06-16
NOLSM32527328,1,Oxidation,dry,1075.27,O2,35.13,0.41,56,714.77,2,52,2025-06-16
NOLSM32527329,1,Oxidation,wet,1054.74,H2O,39.81,0.09,126,697.38,2,53,2025-06-16
NOLSM32527330,1,Oxidation,dry,1173.34,O2,38.54,0.1,107,716.67,2,54,2025-06-16
NOLSM32527331,2,Oxidation,dry,882.45,O2,21.97,0.33,24,713.08,22,28,2025-06-16
NOLSM32527332,2,Oxidation,dry,881.94,O2,22.06,0.3,23,711.52,22,29,2025-06-16
NOLSM32527333,2,Oxidation,dry,889.89,O2,22.0,0.07,23,712.45,22,30,2025-06-16
NOLSM32527334,2,Oxidation,dry,884.73,O2,22.11,0.25,23,713.06,22,31,2025-06-16
NOLSM32527335,2,Oxidation,dry,885.33,O2,22.05,0.4,24,713.43,22,32,2025-06-16
NOLSM32527336,2,Oxidation,dry,886.64,O2,22.05,0.13,25,713.7,22,33,2025-06-16
NOLSM32527337,2,Oxidation,dry,881.19,O2,22.2,0.3,25,714.04,22,34,2025-06-16
NOLSM32527338,2,Oxidation,dry,890.81,O2,22.17,0.17,32,713.56,22,35,2025-06-16
NOLSM32527339,2,Oxidation,dry,887.82,O2,22.17,0.07,32,714.46,22,36,2025-06-16
NOLSM32527340,2,Oxidation,dry,876.95,O2,22.1,0.21,32,712.82,22,37,2025-06-16
NOLSM32527341,2,Oxidation,dry,874.13,O2,22.07,0.17,32,713.3,22,38,2025-06-16
NOLSM32527342,2,Oxidation,dry,876.98,O2,22.1,0.21,31,715.14,22,39,2025-06-16
NOLSM32527343,2,Oxidation,dry,887.56,O2,22.15,0.23,32,714.0,22,40,2025-06-16
NOLSM32527344,2,Oxidation,dry,873.44,O2,22.09,0.06,31,713.57,22,41,2025-06-16
NOLSM32527345,2,Oxidation,dry,887.45,O2,22.13,0.35,34,713.43,22,42,2025-06-16
NOLSM32527346,2,Oxidation,dry,890.21,O2,22.29,0.09,33,710.64,22,43,2025-06-16
NOLSM32527347,2,Oxidation,dry,882.03,O2,22.2,0.22,32,711.09,22,44,2025-06-16
NOLSM32527348,2,Oxidation,dry,873.01,O2,22.26,0.33,32,710.79,22,45,2025-06-16
NOLSM32527349,2,Oxidation,dry,875.68,O2,32.86,0.4,32,711.89,22,46,2025-06-16
NOLSM32527350,2,Oxidation,dry,883.88,O2,31.85,0.15,32,712.92,22,47,2025-06-16
NOLSM32527351,2,Oxidation,dry,882.52,O2,39.41,0.27,31,713.1,22,48,2025-06-16
NOLSM32527352,2,Oxidation,dry,874.72,O2,32.85,0.09,32,695.64,22,49,2025-06-16
NOLSM32527353,2,Oxidation,dry,888.15,O2,38.0,0.25,30,713.6,22,50,2025-06-16
NOLSM32527354,2,Oxidation,dry,879.95,O2,39.81,0.4,28,712.29,22,51,2025-06-16
NOLSM32527355,2,Oxidation,dry,888.3,O2,35.46,0.16,31,713.67,22,52,2025-06-16
NOLSM32527356,2,Oxidation,dry,883.51,O2,28.68,0.05,30,713.88,22,53,2025-06-16
NOLSM32527357,2,Oxidation,dry,889.88,O2,34.56,0.23,27,712.81,22,54,2025-06-16
NOLSM32527358,1,Oxidation,dry,1058.96,O2,32.45,0.28,114,707.34,2,1,2025-06-16
NOLSM32527359,1,Oxidation,wet,1240.39,H2O,37.52,0.3,106,706.99,2,2,2025-06-16
NOLSM32527360,1,Oxidation,wet,1097.01,H2O,32.85,0.16,165,714.61,2,3,2025-06-16
NOLSM32527361,1,Oxidation,dry,1132.92,O2,32.32,0.05,174,704.23,2,4,2025-06-16
NOLSM32527362,1,Oxidation,wet,1023.02,H2O,37.97,0.11,75,699.6,2,5,2025-06-16
NOLSM32527363,1,Oxidation,wet,1101.36,H2O,31.79,0.25,167,702.71,2,6,2025-06-16
NOLSM32527364,2,Oxidation,wet,1159.84,H2O,30.63,0.25,151,706.22,2,7,2025-06-16
NOLSM32527365,2,Oxidation,dry,1040.92,O2,35.76,0.23,113,713.18,2,8,2025-06-16
NOLSM32527366,2,Oxidation,dry,1131.66,O2,43.01,0.35,64,704.02,2,9,2025-06-16
NOLSM32527367,2,Oxidation,dry,1011.53,O2,27.18,0.28,113,711.51,2,10,2025-06-16
NOLSM32527368,2,Oxidation,wet,1096.87,H2O,39.13,0.3,147,723.57,2,11,2025-06-16
NOLSM32527369,2,Oxidation,wet,911.0,H2O,29.1,0.23,128,713.12,2,12,2025-06-16
NOLSM32527370,2,Oxidation,dry,1167.06,O2,27.47,0.16,68,708.25,2,13,2025-06-16
NOLSM32527371,2,Oxidation,wet,1031.16,H2O,34.05,0.15,129,709.46,2,14,2025-06-16
NOLSM32527372,2,Oxidation,wet,1180.56,H2O,38.06,-0.01,179,703.06,2,15,2025-06-16
NOLSM32527373,3,Oxidation,dry,1030.82,O2,33.82,0.25,55,705.34,2,16,2025-06-16
NOLSM32527374,3,Oxidation,wet,1154.17,H2O,33.18,0.15,121,694.98,2,17,2025-06-16
NOLSM32527375,3,Oxidation,wet,984.91,H2O,35.08,0.1,125,699.49,2,18,2025-06-16
NOLSM32527376,3,Oxidation,wet,1141.72,H2O,25.15,0.18,186,709.21,2,19,2025-06-16
NOLSM32527377,3,Oxidation,wet,1183.62,H2O,32.27,0.11,178,703.57,2,20,2025-06-16
NOLSM32527378,3,Oxidation,dry,1226.0,O2,30.93,0.16,135,693.95,2,21,2025-06-16
NOLSM32527379,3,Oxidation,dry,1189.32,O2,44.59,0.34,91,712.06,2,22,2025-06-16
NOLSM32527380,3,Oxidation,wet,1080.14,H2O,32.66,0.12,90,707.48,2,23,2025-06-16
NOLSM32527381,3,Oxidation,dry,1139.69,O2,37.05,0.26,86,706.88,2,24,2025-06-16
NOLSM32527382,1,Oxidation,dry,1070.73,O2,35.0,0.45,56,714.76,2,25,2025-06-16
NOLSM32527383,1,Oxidation,wet,1035.55,H2O,39.79,0.36,126,697.55,2,26,2025-06-16
NOLSM32527384,1,Oxidation,dry,1163.2,O2,38.45,0.29,107,716.67,2,27,2025-06-16
NOLSM32527385,3,Oxidation,dry,871.44,O2,22.1,0.33,223,712.92,22,1,2025-06-16
NOLSM32527386,3,Oxidation,dry,871.47,O2,22.06,0.34,222,711.54,22,2,2025-06-16
NOLSM32527387,3,Oxidation,dry,872.11,O2,22.05,0.21,223,712.4,22,3,2025-06-16
NOLSM32527388,3,Oxidation,dry,871.07,O2,22.31,0.11,223,712.82,22,4,2025-06-16
NOLSM32527389,3,Oxidation,dry,871.65,O2,22.3,0.32,224,713.29,22,5,2025-06-16
NOLSM32527390,3,Oxidation,dry,871.75,O2,22.18,0.22,224,713.68,22,6,2025-06-16
NOLSM32527391,1,Oxidation,dry,872.14,O2,22.11,0.14,224,714.05,22,7,2025-06-16
NOLSM32527392,1,Oxidation,dry,871.85,O2,22.28,0.09,224,713.66,22,8,2025-06-16
NOLSM32527393,1,Oxidation,dry,871.94,O2,22.18,0.11,225,714.3,22,9,2025-06-16
NOLSM32527394,1,Oxidation,dry,871.64,O2,22.12,0.05,223,712.64,22,10,2025-06-16
NOLSM32527395,1,Oxidation,dry,871.67,O2,22.25,-0.06,224,713.17,22,11,2025-06-16
NOLSM32527396,1,Oxidation,dry,871.68,O2,22.29,0.33,226,715.23,22,12,2025-06-16
NOLSM32527397,1,Oxidation,dry,872.27,O2,22.1,0.21,225,714.21,22,13,2025-06-16
NOLSM32527398,1,Oxidation,dry,871.74,O2,22.17,0.14,224,713.53,22,14,2025-06-16
NOLSM32527399,1,Oxidation,dry,871.92,O2,22.26,0.02,224,713.25,22,15,2025-06-16
NOLSM32527400,2,Oxidation,dry,872.91,O2,22.37,0.28,221,710.69,22,16,2025-06-16
NOLSM32527401,2,Oxidation,dry,872.37,O2,22.31,0.28,221,711.14,22,17,2025-06-16
NOLSM32527402,2,Oxidation,dry,872.54,O2,22.22,0.38,221,710.77,22,18,2025-06-16
NOLSM32527403,2,Oxidation,dry,872.63,O2,22.19,0.05,222,712.0,22,19,2025-06-16
NOLSM32527404,2,Oxidation,dry,872.37,O2,22.14,0.06,223,712.74,22,20,2025-06-16
NOLSM32527405,2,Oxidation,dry,872.12,O2,22.06,0.28,223,713.03,22,21,2025-06-16
NOLSM32527406,2,Oxidation,dry,872.09,O2,22.23,0.17,222,712.18,22,22,2025-06-16
NOLSM32527407,2,Oxidation,dry,872.45,O2,22.28,0.02,224,713.59,22,23,2025-06-16
NOLSM32527408,3,Oxidation,dry,872.18,O2,22.17,0.12,223,712.25,22,24,2025-06-16
NOLSM32527409,3,Oxidation,dry,872.2,O2,22.2,0.27,224,713.53,22,25,2025-06-16
NOLSM32527410,3,Oxidation,dry,871.86,O2,22.18,0.17,224,713.68,22,26,2025-06-16
NOLSM32527411,3,Oxidation,dry,872.08,O2,22.16,0.3,223,712.85,22,27,2025-06-16
NOLSM32527412,1,Oxidation,dry,1150.53,O2,38.36,0.19,96,715.05,3,28,2025-06-17
NOLSM32527413,1,Oxidation,dry,942.32,O2,40.35,0.11,86,710.66,3,29,2025-06-17
NOLSM32527414,1,Oxidation,wet,1216.41,H2O,31.67,0.18,64,709.64,3,30,2025-06-17
NOLSM32527415,1,Oxidation,dry,1133.15,O2,26.38,0.23,118,712.34,3,31,2025-06-17
NOLSM32527416,1,Oxidation,wet,1099.12,H2O,48.39,0.18,205,711.18,3,32,2025-06-17
NOLSM32527417,1,Oxidation,dry,1142.56,O2,29.84,0.14,105,715.53,3,33,2025-06-17
NOLSM32527418,1,Oxidation,dry,1062.87,O2,36.96,0.28,160,709.62,3,34,2025-06-17
NOLSM32527419,1,Oxidation,wet,1044.86,H2O,31.57,0.28,116,706.97,3,35,2025-06-17
NOLSM32527420,1,Oxidation,wet,1005.71,H2O,39.4,0.06,104,702.7,3,36,2025-06-17
NOLSM32527421,1,Oxidation,dry,1101.22,O2,38.59,0.18,241,714.94,3,37,2025-06-17
NOLSM32527422,1,Oxidation,dry,1134.5,O2,38.74,0.26,209,700.22,3,38,2025-06-17
NOLSM32527423,1,Oxidation,dry,1170.5,O2,35.44,0.32,125,708.78,3,39,2025-06-17
NOLSM32527424,1,Oxidation,dry,983.2,O2,35.25,0.13,81,709.93,3,40,2025-06-17
NOLSM32527425,1,Oxidation,dry,974.36,O2,28.65,0.09,0,699.59,3,41,2025-06-17
NOLSM32527426,1,Oxidation,dry,1132.8,O2,30.91,0.1,156,716.93,3,42,2025-06-17
NOLSM32527427,1,Oxidation,dry,1136.61,O2,35.64,0.16,170,703.68,3,43,2025-06-17
NOLSM32527428,1,Oxidation,dry,1097.82,O2,31.13,0.42,29,713.43,3,44,2025-06-17
