No_Die,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Lot_Num,Wafer_Num,Datetime
NOLSM32527759,3,Implantation,9310000000000000.0,4.15e+16,8.62e+17,2.99e+17,6e+17,31336.46,102.48,895.0,156,6,51,2025-06-20
NOLSM32527760,1,Implantation,1.36e+16,1.18e+17,5.84e+17,3.01e+17,6e+17,33259.529,103.426,866.0,157,6,52,2025-06-20
NOLSM32527761,2,Implantation,1.45e+16,9.28e+16,5.7e+17,2.98e+17,6e+17,31061.742,100.568,908.0,153,6,53,2025-06-20
NOLSM32527762,3,Implantation,1.18e+16,1.38e+17,1.13e+17,2.98e+17,6e+17,32412.762,101.117,905.0,150,6,54,2025-06-20
NOLSM32527763,1,Implantation,5910000000000000.0,2.54e+16,2.64e+17,3.01e+17,6e+17,32473.403,105.323,861.0,158,26,28,2025-06-20
NOLSM32527764,2,Implantation,1.26e+16,9.82e+16,7.23e+17,3.01e+17,6e+17,32478.783,105.975,860.0,159,26,29,2025-06-20
NOLSM32527765,3,Implantation,3880000000000000.0,29600000000000.016,3.9e+16,3e+17,6e+17,32479.437,105.645,861.0,159,26,30,2025-06-20
NOLSM32527766,1,Implantation,1.53e+16,8.62e+16,9.2e+17,3e+17,6e+17,32476.022,106.012,860.0,159,26,31,2025-06-20
NOLSM32527767,2,Implantation,4100000000000000.0,1.67e+16,1.77e+16,2.98e+17,6e+17,32473.102,105.849,861.0,159,26,32,2025-06-20
NOLSM32527768,3,Implantation,1.98e+16,9.28e+16,1.18e+18,3.01e+17,6e+17,32492.721,106.066,860.0,159,26,33,2025-06-20
NOLSM32527769,1,Implantation,1.69e+16,1.6e+17,7.44e+17,3e+17,6e+17,32486.054,106.44,861.0,160,26,34,2025-06-20
NOLSM32527770,2,Implantation,1.49e+16,1.49e+17,3.5e+16,3.01e+17,6e+17,32477.351,106.495,861.0,160,26,35,2025-06-20
NOLSM32527771,3,Implantation,1.61e+16,2.89e+16,4.6e+17,3e+17,6e+17,32475.16,106.448,861.0,160,26,36,2025-06-20
NOLSM32527772,1,Implantation,1.48e+16,8060000000000000.0,160999999999.9,2.99e+17,6e+17,32474.909,106.784,860.0,160,26,37,2025-06-20
NOLSM32527773,2,Implantation,1.6e+16,6670000000000000.0,1.65e+17,3e+17,6e+17,32474.94,106.414,860.0,160,26,38,2025-06-20
NOLSM32527774,3,Implantation,1.52e+16,1.01e+17,7.62e+17,2.99e+17,6e+17,32484.148,105.787,861.0,159,26,39,2025-06-20
NOLSM32527775,1,Implantation,1.29e+16,9.99e+16,1.56e+16,3.01e+17,6e+17,32482.463,106.428,861.0,160,26,40,2025-06-20
NOLSM32527776,2,Implantation,1.37e+16,117000000000.022,146815736.164,3.01e+17,6e+17,32478.47,106.352,861.0,159,26,41,2025-06-20
NOLSM32527777,3,Implantation,1.65e+16,1.65e+17,8.14e+17,3.03e+17,6e+17,32471.344,106.01,860.0,159,26,42,2025-06-20
NOLSM32527778,1,Implantation,2.05e+16,1.7e+17,7.4e+17,3e+17,6e+17,32474.761,106.228,860.0,159,26,43,2025-06-20
NOLSM32527779,2,Implantation,1.98e+16,1.05e+16,4e+17,3e+17,6e+17,32471.08,105.936,860.0,159,26,44,2025-06-20
NOLSM32527780,3,Implantation,1.56e+16,1.12e+17,2.05e+16,3e+17,6e+17,32470.439,105.976,860.0,159,26,45,2025-06-20
NOLSM32527781,1,Implantation,2.07e+16,1.79e+16,1.24e+18,3.01e+17,6e+17,32479.685,105.878,860.0,159,26,46,2025-06-20
NOLSM32527782,2,Implantation,1.8e+16,8.75e+16,11461295708.944,3.02e+17,6e+17,32473.983,106.873,860.0,160,26,47,2025-06-20
NOLSM32527783,3,Implantation,1.53e+16,2.33e+16,6.91e+17,3e+17,6e+17,32455.094,106.104,860.0,159,26,48,2025-06-20
NOLSM32527784,1,Implantation,1.86e+16,1.83e+17,2.23e+16,2.99e+17,6e+17,32442.443,105.785,860.0,159,26,49,2025-06-20
NOLSM32527785,2,Implantation,1.59e+16,1.3e+17,3.35e+17,2.99e+17,6e+17,32423.772,105.741,860.0,159,26,50,2025-06-20
NOLSM32527786,3,Implantation,1.02e+16,3250000000000000.0,2.44e+17,3e+17,6e+17,32413.457,105.384,860.0,158,26,51,2025-06-20
NOLSM32527787,1,Implantation,2.02e+16,1.88e+17,1.2e+18,3.01e+17,6e+17,32415.817,104.909,860.0,158,26,52,2025-06-20
NOLSM32527788,2,Implantation,2950000000000000.0,3270000000000000.0,1309999999999999.8,3.01e+17,6e+17,32428.166,105.028,860.0,158,26,53,2025-06-20
NOLSM32527789,3,Implantation,2.17e+16,2.17e+17,3.82e+17,3.01e+17,6e+17,32424.639,104.13,860.0,156,26,54,2025-06-20
NOLSM32527790,1,Implantation,8060000000000000.0,1.28e+17,1.71e+17,3.02e+17,6e+17,31194.871,101.839,885.0,152,6,1,2025-06-20
NOLSM32527791,2,Implantation,1.65e+16,7.79e+16,1.03e+18,3.01e+17,6e+17,31469.333,105.19,913.0,154,6,2,2025-06-20
NOLSM32527792,3,Implantation,1e+16,1.48e+17,7.89e+17,2.98e+17,6e+17,32246.782,104.799,907.0,154,6,3,2025-06-20
NOLSM32527793,3,Implantation,1.15e+16,8.37e+16,5.17e+17,2.98e+17,6e+17,31801.67,103.655,866.0,153,6,4,2025-06-20
NOLSM32527794,2,Implantation,7360000000000000.0,9.35e+16,6.66e+17,3.02e+17,6e+17,32290.471,104.829,907.0,161,6,5,2025-06-20
NOLSM32527795,1,Implantation,5580000000000000.0,8.8e+16,3.94e+17,2.99e+17,6e+17,32537.024,102.897,899.0,156,6,6,2025-06-20
NOLSM32527796,1,Implantation,1.17e+16,1.05e+17,2.54e+17,2.99e+17,6e+17,30799.782,102.95,882.0,152,6,7,2025-06-20
NOLSM32527797,2,Implantation,1.14e+16,1.22e+17,4.95e+17,2.99e+17,6e+17,30537.196,104.546,880.0,159,6,8,2025-06-20
NOLSM32527798,3,Implantation,7620000000000000.0,1.17e+17,9.12e+17,2.98e+17,6e+17,33254.981,104.464,909.0,156,6,9,2025-06-20
NOLSM32527799,3,Implantation,1.51e+16,8.7e+16,8.44e+17,3.02e+17,6e+17,32529.292,103.346,920.0,150,6,10,2025-06-20
NOLSM32527800,2,Implantation,1.08e+16,1.26e+17,3.85e+17,3.01e+17,6e+17,31723.971,103.064,913.0,159,6,11,2025-06-20
NOLSM32527801,1,Implantation,1.18e+16,6.74e+16,7.6e+17,3e+17,6e+17,32188.005,102.41,892.0,148,6,12,2025-06-20
NOLSM32527802,1,Implantation,1.53e+16,1.38e+17,5.63e+17,3e+17,6e+17,32482.025,103.533,879.0,154,6,13,2025-06-20
NOLSM32527803,2,Implantation,1.14e+16,1.45e+17,4.62e+17,3.01e+17,6e+17,32373.152,100.808,921.0,152,6,14,2025-06-20
NOLSM32527804,3,Implantation,1.27e+16,1.48e+17,3.75e+17,2.99e+17,6e+17,31400.282,100.968,882.0,155,6,15,2025-06-20
NOLSM32527805,3,Implantation,1.52e+16,1.76e+17,5.12e+17,3.02e+17,6e+17,30763.786,99.645,895.0,156,6,16,2025-06-20
NOLSM32527806,2,Implantation,1.73e+16,8.09e+16,5.51e+17,2.99e+17,6e+17,32021.691,102.911,909.0,153,6,17,2025-06-20
NOLSM32527807,1,Implantation,1.18e+16,1.88e+17,1.02e+18,3.02e+17,6e+17,30633.451,104.598,905.0,154,6,18,2025-06-20
NOLSM32527808,1,Implantation,1.04e+16,7.74e+16,9.51e+16,3.01e+17,6e+17,30605.823,102.795,886.0,156,6,19,2025-06-20
NOLSM32527809,2,Implantation,1.23e+16,7.14e+16,3.83e+17,2.99e+17,6e+17,32150.541,102.746,898.0,154,6,20,2025-06-20
NOLSM32527810,3,Implantation,1.29e+16,1.37e+17,3.09e+17,2.99e+17,6e+17,33009.014,101.841,915.0,154,6,21,2025-06-20
NOLSM32527811,2,Implantation,1.35e+16,6.67e+16,6.27e+17,2.98e+17,6e+17,31843.761,100.637,912.0,152,6,22,2025-06-20
NOLSM32527812,1,Implantation,2.21e+16,1.51e+17,4.07e+17,3.01e+17,6e+17,31872.374,104.565,898.0,152,6,23,2025-06-20
NOLSM32527813,1,Implantation,9310000000000000.0,4.15e+16,8.62e+17,2.99e+17,6e+17,31336.33,102.591,895.0,156,6,24,2025-06-20
NOLSM32527814,2,Implantation,1.36e+16,1.18e+17,5.84e+17,3.01e+17,6e+17,33259.485,103.508,866.0,157,6,25,2025-06-20
NOLSM32527815,3,Implantation,1.45e+16,9.28e+16,5.7e+17,2.98e+17,6e+17,31061.867,100.627,908.0,153,6,26,2025-06-20
NOLSM32527816,3,Implantation,1.18e+16,1.38e+17,1.13e+17,2.98e+17,6e+17,32412.607,100.904,905.0,150,6,27,2025-06-20
NOLSM32527817,3,Implantation,5910000000000000.0,2.54e+16,2.64e+17,3.01e+17,6e+17,32473.323,105.238,861.0,158,26,1,2025-06-20
NOLSM32527818,1,Implantation,1.26e+16,9.82e+16,7.23e+17,3.01e+17,6e+17,32478.744,105.725,860.0,159,26,2,2025-06-20
NOLSM32527819,1,Implantation,3880000000000000.0,29599999999999.99,3.9e+16,3e+17,6e+17,32479.335,105.672,861.0,159,26,3,2025-06-20
NOLSM32527820,2,Implantation,1.53e+16,8.62e+16,9.2e+17,3e+17,6e+17,32475.928,105.81,860.0,159,26,4,2025-06-20
NOLSM32527821,3,Implantation,4100000000000000.0,1.67e+16,1.77e+16,2.98e+17,6e+17,32473.032,105.942,861.0,159,26,5,2025-06-20
NOLSM32527822,3,Implantation,1.98e+16,9.28e+16,1.18e+18,3.01e+17,6e+17,32492.552,106.139,860.0,159,26,6,2025-06-20
NOLSM32527823,2,Implantation,1.69e+16,1.6e+17,7.44e+17,3e+17,6e+17,32486.095,106.375,861.0,160,26,7,2025-06-20
NOLSM32527824,1,Implantation,1.49e+16,1.49e+17,3.5e+16,3.01e+17,6e+17,32477.195,106.288,861.0,160,26,8,2025-06-20
NOLSM32527825,1,Implantation,1.61e+16,2.89e+16,4.6e+17,3e+17,6e+17,32475.189,106.561,861.0,160,26,9,2025-06-20
NOLSM32527826,2,Implantation,1.48e+16,8060000000000000.0,160999999999.96,2.99e+17,6e+17,32474.765,106.647,860.0,160,26,10,2025-06-20
NOLSM32527827,3,Implantation,1.6e+16,6670000000000000.0,1.65e+17,3e+17,6e+17,32474.89,106.485,860.0,160,26,11,2025-06-20
NOLSM32527828,3,Implantation,1.52e+16,1.01e+17,7.62e+17,2.99e+17,6e+17,32484.154,105.646,861.0,159,26,12,2025-06-20
NOLSM32527829,2,Implantation,1.29e+16,9.99e+16,1.56e+16,3.01e+17,6e+17,32482.454,106.425,861.0,160,26,13,2025-06-20
NOLSM32527830,1,Implantation,1.37e+16,117000000000.042,146815735.991,3.01e+17,6e+17,32478.601,106.027,861.0,159,26,14,2025-06-20
NOLSM32527831,1,Implantation,1.65e+16,1.65e+17,8.14e+17,3.03e+17,6e+17,32471.472,105.861,860.0,159,26,15,2025-06-20
NOLSM32527832,2,Implantation,2.05e+16,1.7e+17,7.4e+17,3e+17,6e+17,32474.948,106.059,860.0,159,26,16,2025-06-20
NOLSM32527833,3,Implantation,1.98e+16,1.05e+16,4e+17,3e+17,6e+17,32470.947,105.932,860.0,159,26,17,2025-06-20
NOLSM32527834,3,Implantation,1.56e+16,1.12e+17,2.05e+16,3e+17,6e+17,32470.539,105.869,860.0,159,26,18,2025-06-20
NOLSM32527835,2,Implantation,2.07e+16,1.79e+16,1.24e+18,3.01e+17,6e+17,32479.619,105.816,860.0,159,26,19,2025-06-20
NOLSM32527836,1,Implantation,1.8e+16,8.75e+16,11461295708.994,3.02e+17,6e+17,32473.932,106.682,860.0,160,26,20,2025-06-20
NOLSM32527837,1,Implantation,1.53e+16,2.33e+16,6.91e+17,3e+17,6e+17,32455.089,105.749,860.0,159,26,21,2025-06-20
NOLSM32527838,2,Implantation,1.86e+16,1.83e+17,2.23e+16,2.99e+17,6e+17,32442.557,105.831,860.0,159,26,22,2025-06-20
NOLSM32527839,3,Implantation,1.59e+16,1.3e+17,3.35e+17,2.99e+17,6e+17,32423.833,105.792,860.0,159,26,23,2025-06-20
NOLSM32527840,3,Implantation,1.02e+16,3250000000000000.0,2.44e+17,3e+17,6e+17,32413.448,105.563,860.0,158,26,24,2025-06-20
NOLSM32527841,2,Implantation,2.02e+16,1.88e+17,1.2e+18,3.01e+17,6e+17,32415.784,105.282,860.0,158,26,25,2025-06-20
NOLSM32527842,1,Implantation,2950000000000000.0,3270000000000000.0,1310000000000000.0,3.01e+17,6e+17,32428.056,105.08,860.0,158,26,26,2025-06-20
NOLSM32527843,1,Implantation,2.17e+16,2.17e+17,3.82e+17,3.01e+17,6e+17,32424.719,104.286,860.0,156,26,27,2025-06-20
NOLSM32527844,1,Implantation,9270000000000000.0,8.88e+16,8.1e+17,3.01e+17,6e+17,31617.85,104.29,891.0,152,7,28,2025-06-28
NOLSM32527845,2,Implantation,1.45e+16,1.71e+17,6.85e+17,3.01e+17,6e+17,31073.257,104.068,894.0,155,7,29,2025-06-28
NOLSM32527846,3,Implantation,8320000000000000.0,1.34e+17,8.38e+17,3.03e+17,6e+17,30527.175,105.053,914.0,153,7,30,2025-06-28
NOLSM32527847,1,Implantation,1.96e+16,9.82e+16,6.89e+17,3e+17,6e+17,31488.899,101.508,919.0,155,7,31,2025-06-28
NOLSM32527848,2,Implantation,6850000000000000.0,1.39e+17,5.96e+17,3e+17,6e+17,32340.417,102.573,920.0,154,7,32,2025-06-28
NOLSM32527849,3,Implantation,9300000000000000.0,1.24e+17,1.11e+18,3.02e+17,6e+17,31485.2,104.118,914.0,153,7,33,2025-06-28
NOLSM32527850,1,Implantation,1.28e+16,3.26e+16,7.46e+17,3e+17,6e+17,32281.321,103.937,899.0,157,7,34,2025-06-28
NOLSM32527851,2,Implantation,6910000000000000.0,1.18e+17,7.9e+17,3e+17,6e+17,31613.552,102.928,867.0,154,7,35,2025-06-28
NOLSM32527852,3,Implantation,2e+16,1.35e+17,6.04e+17,2.99e+17,6e+17,31933.509,101.049,891.0,153,7,36,2025-06-28
NOLSM32527853,1,Implantation,1.21e+16,1.46e+17,9.9e+17,3.01e+17,6e+17,32572.951,102.347,884.0,153,7,37,2025-06-28
NOLSM32527854,2,Implantation,1.28e+16,1.39e+17,5.17e+17,2.98e+17,6e+17,30988.968,103.486,882.0,155,7,38,2025-06-28
NOLSM32527855,3,Implantation,1.24e+16,1.66e+17,9.27e+16,2.99e+17,6e+17,31246.876,104.066,891.0,153,7,39,2025-06-28
NOLSM32527856,1,Implantation,2.33e+16,1.27e+17,6.36e+17,3e+17,6e+17,31441.731,101.014,914.0,152,7,40,2025-06-28
NOLSM32527857,2,Implantation,1.56e+16,1.38e+17,3.54e+17,3.01e+17,6e+17,31784.803,98.556,879.0,155,7,41,2025-06-28
NOLSM32527858,3,Implantation,1.55e+16,6.93e+16,5.6e+17,3e+17,6e+17,32590.215,100.923,887.0,154,7,42,2025-06-28
NOLSM32527859,1,Implantation,1.08e+16,2.16e+16,7.04e+16,3e+17,6e+17,30585.5,102.665,915.0,155,7,43,2025-06-28
NOLSM32527860,2,Implantation,1.17e+16,6.61e+16,3.31e+17,3.01e+17,6e+17,31756.464,104.656,922.0,151,7,44,2025-06-28
NOLSM32527861,3,Implantation,1.6e+16,1.35e+17,6.72e+17,2.99e+17,6e+17,30418.838,103.369,890.0,157,7,45,2025-06-28
NOLSM32527862,1,Implantation,1.1e+16,1.68e+17,5.63e+17,3.01e+17,6e+17,31410.486,104.494,905.0,154,7,46,2025-06-28
NOLSM32527863,2,Implantation,9310000000000000.0,7.49e+16,3.28e+17,3.01e+17,6e+17,32179.034,102.615,909.0,157,7,47,2025-06-28
NOLSM32527864,3,Implantation,1.68e+16,7.88e+16,6.86e+17,3.01e+17,6e+17,33084.978,101.138,858.0,153,7,48,2025-06-28
NOLSM32527865,1,Implantation,1.45e+16,1.32e+17,1.1e+17,3.03e+17,6e+17,30972.535,104.568,904.0,155,7,49,2025-06-28
NOLSM32527866,2,Implantation,9390000000000000.0,1.77e+17,6.66e+17,3.01e+17,6e+17,31807.593,102.415,932.0,155,7,50,2025-06-28
NOLSM32527867,3,Implantation,5630000000000000.0,1.28e+17,9.87e+17,3e+17,6e+17,30912.428,102.999,928.0,156,7,51,2025-06-28
NOLSM32527868,1,Implantation,1.47e+16,1.69e+17,7.68e+17,3.03e+17,6e+17,32605.365,104.27,891.0,152,7,52,2025-06-28
NOLSM32527869,2,Implantation,8720000000000000.0,3.87e+16,7.66e+17,2.98e+17,6e+17,31457.894,102.953,904.0,156,7,53,2025-06-28
NOLSM32527870,3,Implantation,1.32e+16,5.76e+16,5.47e+17,2.99e+17,6e+17,32346.482,100.132,913.0,151,7,54,2025-06-28
NOLSM32527871,1,Implantation,,,,3e+17,6e+17,32437.873,104.546,,157,27,28,2025-06-28
NOLSM32527872,2,Implantation,1.12e+16,4.36e+16,72150123624.044,3.01e+17,6e+17,32456.473,104.398,861.0,157,27,29,2025-06-28
NOLSM32527873,3,Implantation,2.15e+16,1.05e+17,6.25e+16,3.01e+17,6e+17,32452.962,104.993,860.0,158,27,30,2025-06-28
NOLSM32527874,1,Implantation,1.53e+16,23700000000000.004,234999999999999.88,3e+17,6e+17,32423.211,105.07,860.0,157,27,31,2025-06-28
NOLSM32527875,2,Implantation,4320000000000000.0,2070000000000000.0,88400000000000.08,3.02e+17,6e+17,32546.438,103.173,913.0,155,27,32,2025-06-28
NOLSM32527876,3,Implantation,6660000000000000.0,5580000000000000.0,1.9e+16,3e+17,6e+17,32556.025,103.328,910.0,155,27,33,2025-06-28
NOLSM32527877,1,Implantation,1.76e+16,414000000000000.2,2610000000000.086,3.01e+17,6e+17,32556.442,102.382,906.0,153,27,34,2025-06-28
NOLSM32527878,2,Implantation,1.85e+16,707999999999999.9,4.44e+16,3e+17,6e+17,32546.905,102.975,906.0,154,27,35,2025-06-28
NOLSM32527879,3,Implantation,4580000000000000.0,1180000000000000.0,2.65e+17,3e+17,6e+17,32553.526,102.302,906.0,154,27,36,2025-06-28
NOLSM32527880,1,Implantation,2.07e+16,1870000000000000.0,5.45e+17,3e+17,6e+17,32542.673,102.297,906.0,154,27,37,2025-06-28
NOLSM32527881,2,Implantation,1.85e+16,6.74e+16,8730000000000000.0,3e+17,6e+17,32527.05,102.468,906.0,154,27,38,2025-06-28
NOLSM32527882,3,Implantation,9420000000000000.0,2.75e+16,8.2e+16,3.01e+17,6e+17,32568.386,102.844,907.0,154,27,39,2025-06-28
NOLSM32527883,1,Implantation,6070000000000000.0,1669999999999.906,406999999999.991,2.99e+17,6e+17,32567.776,102.758,902.0,154,27,40,2025-06-28
NOLSM32527884,2,Implantation,9280000000000000.0,3.51e+16,2420000000000000.0,3e+17,6e+17,32559.225,103.333,902.0,155,27,41,2025-06-28
NOLSM32527885,3,Implantation,9660000000000000.0,9.2e+16,2.24e+17,3.01e+17,6e+17,32554.699,102.84,903.0,154,27,42,2025-06-28
NOLSM32527886,1,Implantation,2160000000000000.0,1.26e+16,1.59e+16,2.99e+17,6e+17,32552.808,102.827,902.0,154,27,43,2025-06-28
NOLSM32527887,2,Implantation,4730000000000000.0,1.47e+16,40400000000000.14,3.02e+17,6e+17,32545.168,102.092,894.0,153,27,44,2025-06-28
NOLSM32527888,3,Implantation,6170000000000000.0,4.01e+16,194242040.414,3.02e+17,6e+17,32551.714,102.07,903.0,153,27,45,2025-06-28
NOLSM32527889,1,Implantation,1.11e+16,1.04e+17,3.33e+16,2.99e+17,6e+17,32445.783,102.742,903.0,154,27,46,2025-06-28
NOLSM32527890,2,Implantation,1.04e+16,9.81e+16,6.21e+17,3e+17,6e+17,32438.941,102.989,903.0,154,27,47,2025-06-28
NOLSM32527891,3,Implantation,1.29e+16,1.22e+17,7.34e+16,3.02e+17,6e+17,32451.395,102.957,903.0,154,27,48,2025-06-28
NOLSM32527892,1,Implantation,8020000000000000.0,2.42e+16,4.68e+17,2.99e+17,6e+17,32458.753,102.799,903.0,154,27,49,2025-06-28
NOLSM32527893,2,Implantation,1.92e+16,1530000000000000.0,8.97e+17,3e+17,6e+17,32453.096,102.77,903.0,154,27,50,2025-06-28
NOLSM32527894,3,Implantation,6180000000000000.0,5980000000000000.0,107000000000000.08,3.01e+17,6e+17,32457.178,102.779,903.0,154,27,51,2025-06-28
NOLSM32527895,1,Implantation,5250000000000000.0,471000000000000.1,26099999999999.902,3.01e+17,6e+17,32553.036,102.825,903.0,154,27,52,2025-06-28
NOLSM32527896,2,Implantation,1.41e+16,1.1e+17,2.31e+17,3.01e+17,6e+17,32658.858,103.018,903.0,154,27,53,2025-06-28
NOLSM32527897,3,Implantation,1.56e+16,4060000000000000.0,7.31e+16,2.99e+17,6e+17,32771.258,103.329,902.0,155,27,54,2025-06-28
NOLSM32527898,2,Implantation,9270000000000000.0,8.88e+16,8.1e+17,3.01e+17,6e+17,31617.556,104.503,891.0,152,7,1,2025-06-28
NOLSM32527899,1,Implantation,1.45e+16,1.71e+17,6.85e+17,3.01e+17,6e+17,31073.192,104.252,894.0,155,7,2,2025-06-28
NOLSM32527900,1,Implantation,8320000000000000.0,1.34e+17,8.38e+17,3.03e+17,6e+17,30527.134,105.024,914.0,153,7,3,2025-06-28
NOLSM32527901,2,Implantation,1.96e+16,9.82e+16,6.89e+17,3e+17,6e+17,31489.058,101.47,919.0,155,7,4,2025-06-28
NOLSM32527902,3,Implantation,6850000000000000.0,1.39e+17,5.96e+17,3e+17,6e+17,32340.451,102.63,920.0,154,7,5,2025-06-28
NOLSM32527903,3,Implantation,9300000000000000.0,1.24e+17,1.11e+18,3.02e+17,6e+17,31485.212,104.009,914.0,153,7,6,2025-06-28
NOLSM32527904,2,Implantation,1.28e+16,3.26e+16,7.46e+17,3e+17,6e+17,32281.144,103.788,899.0,157,7,7,2025-06-28
NOLSM32527905,1,Implantation,6910000000000000.0,1.18e+17,7.9e+17,3e+17,6e+17,31613.224,102.935,867.0,154,7,8,2025-06-28
NOLSM32527906,1,Implantation,2e+16,1.35e+17,6.04e+17,2.99e+17,6e+17,31933.414,100.746,891.0,153,7,9,2025-06-28
NOLSM32527907,2,Implantation,1.21e+16,1.46e+17,9.9e+17,3.01e+17,6e+17,32573.085,102.506,884.0,153,7,10,2025-06-28
NOLSM32527908,3,Implantation,1.28e+16,1.39e+17,5.17e+17,2.98e+17,6e+17,30988.952,103.359,882.0,155,7,11,2025-06-28
NOLSM32527909,2,Implantation,1.24e+16,1.66e+17,9.27e+16,2.99e+17,6e+17,31246.735,104.033,891.0,153,7,12,2025-06-28
NOLSM32527910,1,Implantation,2.33e+16,1.27e+17,6.36e+17,3e+17,6e+17,31441.632,101.181,914.0,152,7,13,2025-06-28
NOLSM32527911,1,Implantation,1.56e+16,1.38e+17,3.54e+17,3.01e+17,6e+17,31784.668,98.651,879.0,155,7,14,2025-06-28
NOLSM32527912,3,Implantation,1.55e+16,6.93e+16,5.6e+17,3e+17,6e+17,32590.384,100.745,887.0,154,7,15,2025-06-28
NOLSM32527913,3,Implantation,1.08e+16,2.16e+16,7.04e+16,3e+17,6e+17,30585.377,102.688,915.0,155,7,16,2025-06-28
NOLSM32527914,1,Implantation,1.17e+16,6.61e+16,3.31e+17,3.01e+17,6e+17,31756.582,104.814,922.0,151,7,17,2025-06-28
NOLSM32527915,1,Implantation,1.6e+16,1.35e+17,6.72e+17,2.99e+17,6e+17,30418.845,103.454,890.0,157,7,18,2025-06-28
NOLSM32527916,2,Implantation,1.1e+16,1.68e+17,5.63e+17,3.01e+17,6e+17,31410.438,104.187,905.0,154,7,19,2025-06-28
NOLSM32527917,3,Implantation,9310000000000000.0,7.49e+16,3.28e+17,3.01e+17,6e+17,32178.833,102.403,909.0,157,7,20,2025-06-28
NOLSM32527918,3,Implantation,1.68e+16,7.88e+16,6.86e+17,3.01e+17,6e+17,33085.286,101.293,858.0,153,7,21,2025-06-28
NOLSM32527919,2,Implantation,1.45e+16,1.32e+17,1.1e+17,3.03e+17,6e+17,30972.423,104.475,904.0,155,7,22,2025-06-28
NOLSM32527920,1,Implantation,9390000000000000.0,1.77e+17,6.66e+17,3.01e+17,6e+17,31807.498,102.216,932.0,155,7,23,2025-06-28
NOLSM32527921,1,Implantation,5630000000000000.0,1.28e+17,9.87e+17,3e+17,6e+17,30912.396,103.093,928.0,156,7,24,2025-06-28
NOLSM32527922,2,Implantation,1.47e+16,1.69e+17,7.68e+17,3.03e+17,6e+17,32605.368,104.246,891.0,152,7,25,2025-06-28
NOLSM32527923,3,Implantation,8720000000000000.0,3.87e+16,7.66e+17,2.98e+17,6e+17,31457.956,103.07,904.0,156,7,26,2025-06-28
NOLSM32527924,3,Implantation,1.32e+16,5.76e+16,5.47e+17,2.99e+17,6e+17,32346.433,100.293,913.0,151,7,27,2025-06-28
NOLSM32527925,2,Implantation,,,,3e+17,6e+17,32437.807,104.622,,157,27,1,2025-06-28
NOLSM32527926,3,Implantation,1.12e+16,4.36e+16,72150123623.856,3.01e+17,6e+17,32456.352,104.48,861.0,157,27,2,2025-06-28
NOLSM32527927,3,Implantation,2.15e+16,1.05e+17,6.25e+16,3.01e+17,6e+17,32452.964,105.069,860.0,158,27,3,2025-06-28
NOLSM32527928,2,Implantation,1.53e+16,23700000000000.035,234999999999999.84,3e+17,6e+17,32423.204,105.095,860.0,157,27,4,2025-06-28
NOLSM32527929,1,Implantation,4320000000000000.0,2070000000000000.0,88400000000000.05,3.02e+17,6e+17,32546.541,103.118,913.0,155,27,5,2025-06-28
NOLSM32527930,1,Implantation,6660000000000000.0,5580000000000000.0,1.9e+16,3e+17,6e+17,32555.943,103.316,910.0,155,27,6,2025-06-28
NOLSM32527931,2,Implantation,1.76e+16,414000000000000.0,2609999999999.83,3.01e+17,6e+17,32556.624,102.199,906.0,153,27,7,2025-06-28
NOLSM32527932,3,Implantation,1.85e+16,708000000000000.1,4.44e+16,3e+17,6e+17,32546.869,102.92,906.0,154,27,8,2025-06-28
NOLSM32527933,3,Implantation,4580000000000000.0,1180000000000000.2,2.65e+17,3e+17,6e+17,32553.425,102.601,906.0,154,27,9,2025-06-28
NOLSM32527934,2,Implantation,2.07e+16,1870000000000000.0,5.45e+17,3e+17,6e+17,32542.841,102.432,906.0,154,27,10,2025-06-28
NOLSM32527935,1,Implantation,1.85e+16,6.74e+16,8730000000000000.0,3e+17,6e+17,32527.167,102.501,906.0,154,27,11,2025-06-28
NOLSM32527936,1,Implantation,9420000000000000.0,2.75e+16,8.2e+16,3.01e+17,6e+17,32568.523,102.933,907.0,154,27,12,2025-06-28
NOLSM32527937,2,Implantation,6070000000000000.0,1669999999999.906,406999999999.99,2.99e+17,6e+17,32568.046,102.845,902.0,154,27,13,2025-06-28
NOLSM32527938,3,Implantation,9280000000000000.0,3.51e+16,2420000000000000.0,3e+17,6e+17,32559.234,103.335,902.0,155,27,14,2025-06-28
NOLSM32527939,3,Implantation,9660000000000000.0,9.2e+16,2.24e+17,3.01e+17,6e+17,32554.74,102.943,903.0,154,27,15,2025-06-28
NOLSM32527940,1,Implantation,2160000000000000.0,1.26e+16,1.59e+16,2.99e+17,6e+17,32552.743,102.754,902.0,154,27,16,2025-06-28
NOLSM32527941,1,Implantation,4730000000000000.0,1.47e+16,40399999999999.91,3.02e+17,6e+17,32545.341,101.966,894.0,153,27,17,2025-06-28
NOLSM32527942,2,Implantation,6170000000000000.0,4.01e+16,194242040.468,3.02e+17,6e+17,32551.589,102.095,903.0,153,27,18,2025-06-28
NOLSM32527943,3,Implantation,1.11e+16,1.04e+17,3.33e+16,2.99e+17,6e+17,32446.05,102.745,903.0,154,27,19,2025-06-28
