No_Die,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Lot_Num,Wafer_Num,Datetime,lithography_Chamber,Process 2-1,Line_CD,UV_type,Wavelength,Resolution,Energy_Exposure,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,Target,Error_message,group_id,error_class,wafer_map_truncated,oxidation_sentinel_flag,photo_softbake_sentinel_flag,photo_litho_sentinel_flag,etching_sentinel_flag,ion_implant_sentinel_flag,any_process_sentinel_flag,oxidation_rate_nm_per_min,oxid_thickness_spec_gap,oxid_below_spec,cd_resolution_ratio,exposure_energy_per_cd_nm,line_cd_band_gap,line_cd_out_of_band,total_etch_removal,etch_rate_stage1,etch_rate_stage2,etch_rate_stage3,total_flux_60_480,anneal_temp_diff
NOLSM32527305,2,Photo,1.989,13.832,15.022,20.137,199.686,90.262,502.029,4044.998,5009.534,4.809,89.347,30.021,2,29,2025-06-16,1,photo_li,44.908,G,436,534.369,109.411,2,Etching,288.0,1457.0,3669.0,5712.0,71.858,52.448,1.072,2,Implantation,1.12e+16,9.48e+16,5.56e+17,3.01e+17,6e+17,32725.226,103.808,911.0,156,1,Oxidation,wet,1245.76,H2O,37.41,0.1,106,707.21,109,none,2_29,none,True,False,False,False,False,False,False,6.671792452830189,-7.210000000000036,0,0.0840393061723266,2.436336510198628,0.0,0,5424.0,2043.0,2212.0,1169.0,9.63e+17,755.0
NOLSM32527306,2,Photo,1.31,14.624,15.003,20.099,199.329,90.044,499.419,4010.117,5055.421,5.037,92.889,30.051,2,30,2025-06-16,1,photo_li,42.542,G,436,541.617,107.015,3,Etching,475.0,1425.0,3642.0,5712.0,71.508,51.336,1.009,3,Implantation,7300000000000000.0,6.26e+16,8.16e+17,3.01e+17,6e+17,31538.222,103.67,896.0,152,1,Oxidation,wet,1104.17,H2O,32.68,0.3,165,714.3,93,none,2_30,none,True,False,False,False,False,False,False,4.329090909090909,-14.299999999999955,0,0.07854627901266024,2.5155140802030935,0.0,0,5237.0,2070.0,2217.0,950.0,1.1869e+18,744.0
NOLSM32527307,2,Photo,0.679,13.647,15.003,19.933,200.716,90.097,505.835,4079.92,5004.127,4.978,91.94,30.063,2,31,2025-06-16,1,photo_li,46.159,H,405,542.415,107.215,1,Etching,124.0,1571.0,3644.0,5705.0,71.289,50.319,1.028,1,Implantation,1.79e+16,9.12e+16,6.31e+17,3e+17,6e+17,31998.203,100.457,920.0,154,1,Oxidation,dry,1144.46,O2,32.37,0.25,174,704.37,42,none,2_31,none,True,False,False,False,False,False,False,4.048103448275862,-4.3700000000000045,0,0.08509904777707107,2.322732294893737,0.0,0,5581.0,2061.0,2073.0,1447.0,1.0401e+18,766.0
NOLSM32527308,2,Photo,0.755,15.02,15.11,20.127,197.045,90.144,494.772,4039.499,5118.849,4.839,91.026,29.99,2,32,2025-06-16,1,photo_li,63.029,H,405,510.968,108.357,2,Etching,479.0,1655.0,3653.0,5687.0,71.013,50.801,0.985,2,Implantation,9720000000000000.0,8.64e+16,6.33e+17,3e+17,6e+17,31811.482,103.317,923.0,154,1,Oxidation,wet,1027.47,H2O,37.89,0.27,75,699.48,149,none,2_32,none,True,False,False,False,False,False,False,9.3264,0.5199999999999818,1,0.12335214729689531,1.7191610211172634,8.029000000000003,1,5208.0,2034.0,1998.0,1176.0,1.02912e+18,769.0
NOLSM32527309,2,Photo,0.902,17.674,15.058,20.112,195.598,90.016,504.072,4103.888,4976.395,5.203,90.584,30.051,2,33,2025-06-16,1,photo_li,34.836,H,405,518.316,106.287,3,Etching,395.0,1259.0,3666.0,5729.0,71.263,51.786,0.931,3,Implantation,1.34e+16,1.69e+17,3.92e+17,3.01e+17,6e+17,32123.962,104.509,900.0,157,1,Oxidation,wet,1120.2,H2O,31.62,0.02,167,702.82,77,none,2_33,none,True,False,False,False,False,False,False,4.208502994011976,-2.82000000000005,0,0.06720996457759358,3.0510678608336206,0.0,0,5334.0,2063.0,2407.0,864.0,8.754e+17,743.0
NOLSM32527310,2,Photo,0.76,18.611,15.173,19.977,205.628,90.107,499.995,4036.137,5079.053,5.016,94.561,30.011,2,34,2025-06-16,1,photo_li,34.438,H,405,541.502,111.059,1,Etching,387.0,1531.0,3658.0,5708.0,71.239,50.877,1.027,1,Implantation,8520000000000000.0,1.9e+17,5.61e+17,2.98e+17,6e+17,30891.346,100.237,910.0,154,1,Oxidation,wet,1169.66,H2O,30.61,0.35,151,706.23,105,none,2_34,none,True,False,False,False,False,False,False,4.677019867549669,-6.230000000000018,0,0.0635971796964739,3.2248969161972236,0.0,0,5321.0,2050.0,2127.0,1144.0,1.05752e+18,756.0
NOLSM32527311,2,Photo,1.444,17.682,14.971,20.077,193.398,90.077,500.442,4082.886,5024.764,4.788,93.006,29.972,2,35,2025-06-16,1,photo_li,24.325,G,436,520.161,107.842,2,Etching,304.0,1555.0,3685.0,5693.0,70.7,50.949,0.893,2,Implantation,9280000000000000.0,1.04e+17,8.95e+17,3.01e+17,6e+17,31517.099,105.958,885.0,153,1,Oxidation,dry,1050.51,O2,35.91,0.05,113,712.98,176,none,2_35,none,True,False,False,False,False,False,False,6.309557522123894,-12.980000000000018,0,0.04676436718631347,4.433381294964029,0.6750000000000007,1,5389.0,2008.0,2130.0,1251.0,1.30928e+18,732.0
NOLSM32527312,2,Photo,1.805,13.126,14.872,20.014,200.719,90.06,494.879,4002.934,4996.678,5.01,92.541,30.011,2,36,2025-06-16,1,photo_li,64.752,I,365,495.999,108.0,3,Etching,484.0,1604.0,3668.0,5694.0,69.806,52.125,0.968,3,Implantation,1.42e+16,1.32e+17,8e+17,3e+17,6e+17,31790.43,100.546,867.0,150,1,Oxidation,dry,1133.95,O2,42.82,0.05,64,703.88,115,none,2_36,none,True,False,False,False,False,False,False,10.998125,-3.8799999999999955,0,0.13054865029969817,1.6679021497405486,9.751999999999995,1,5210.0,2026.0,2064.0,1120.0,1.2462e+18,717.0
NOLSM32527313,2,Photo,1.488,17.715,14.877,19.949,197.772,90.011,499.173,4067.945,5103.453,4.805,94.76,29.991,2,37,2025-06-16,2,photo_li,34.091,G,436,546.72,108.843,1,Etching,147.0,1492.0,3654.0,5716.0,70.988,51.627,0.986,1,Implantation,6520000000000000.0,8.25e+16,6.08e+17,3.01e+17,6e+17,32067.935,102.784,901.0,154,1,Oxidation,dry,1020.05,O2,27.11,0.09,113,711.36,69,none,2_37,none,True,False,False,False,False,False,False,6.295221238938053,-11.360000000000014,0,0.06235550190225344,3.1927194860813706,0.0,0,5569.0,2062.0,2162.0,1345.0,9.9802e+17,747.0
NOLSM32527314,2,Photo,0.581,15.462,14.855,19.955,203.963,90.039,501.171,4024.526,5010.839,5.162,89.524,29.945,2,38,2025-06-16,2,photo_li,43.4,G,436,500.844,106.892,2,Etching,543.0,1349.0,3658.0,5709.0,70.931,51.206,1.02,2,Implantation,1.42e+16,1.49e+17,5.79e+17,3.01e+17,6e+17,31126.788,105.133,893.0,158,1,Oxidation,wet,1097.11,H2O,39.47,0.17,147,723.37,128,none,2_38,none,True,False,False,False,False,False,False,4.920884353741497,-23.370000000000005,0,0.08665372850628139,2.4629493087557606,0.0,0,5166.0,2051.0,2309.0,806.0,1.0432e+18,735.0
NOLSM32527315,2,Photo,0.761,19.176,14.871,20.087,202.042,89.732,493.291,4021.533,5107.226,4.706,92.943,30.08,2,39,2025-06-16,2,photo_li,43.617,H,405,539.364,108.728,3,Etching,620.0,1462.0,3641.0,5734.0,69.953,51.308,1.126,3,Implantation,1.13e+16,1.13e+17,-6.93e+16,2.99e+17,6e+17,31104.357,102.707,923.0,157,1,Oxidation,wet,927.15,H2O,29.04,0.16,128,713.16,129,none,2_39,none,True,False,False,False,False,True,True,5.5715625,-13.159999999999968,0,0.08086746612677152,2.4927895086778094,0.0,0,5114.0,2093.0,2179.0,842.0,3.54e+17,766.0
NOLSM32527316,2,Photo,1.081,15.249,14.79,19.932,200.519,90.039,503.526,4030.99,5017.61,5.045,90.344,29.823,2,40,2025-06-16,2,photo_li,50.388,H,405,503.259,107.931,1,Etching,404.0,1499.0,3648.0,5725.0,70.908,51.688,1.111,1,Implantation,1.11e+16,1.23e+17,4.51e+17,3.02e+17,6e+17,32566.763,100.172,887.0,155,1,Oxidation,dry,1179.29,O2,27.57,0.34,68,707.96,132,none,2_40,none,True,False,False,False,False,False,False,10.411176470588236,-7.960000000000036,0,0.10012339570678318,2.1419980947844723,0.0,0,5321.0,2077.0,2149.0,1095.0,8.871e+17,732.0
NOLSM32527317,2,Photo,2.138,14.778,14.973,19.914,198.529,89.873,506.05,4016.208,4899.071,5.035,93.79,29.999,2,41,2025-06-16,2,photo_li,59.484,G,436,550.753,107.302,2,Etching,389.0,1522.0,3628.0,5738.0,71.694,51.424,1.027,2,Implantation,1.03e+16,8.15e+16,6.38e+17,3.01e+17,6e+17,32521.831,99.611,892.0,153,1,Oxidation,wet,1036.7,H2O,34.13,0.12,129,709.38,99,none,2_41,none,True,False,False,False,False,False,False,5.499069767441861,-9.379999999999995,0,0.10800485880240325,1.8038800349673862,4.484000000000002,1,5349.0,2110.0,2106.0,1133.0,1.0308e+18,739.0
NOLSM32527318,2,Photo,0.764,15.333,14.936,20.178,196.923,90.008,500.246,3995.896,5040.897,4.949,92.209,29.961,2,42,2025-06-16,2,photo_li,50.797,G,436,509.322,107.053,3,Etching,228.0,1219.0,3658.0,5717.0,70.184,51.075,0.982,3,Implantation,1.33e+16,3.68e+16,4.29e+17,3.01e+17,6e+17,31358.686,105.03,899.0,152,1,Oxidation,wet,1189.23,H2O,37.87,0.25,179,702.91,62,none,2_42,none,True,False,False,False,False,False,False,3.926871508379888,-2.909999999999968,0,0.09973454906719129,2.107466976396244,0.0,0,5489.0,2059.0,2439.0,991.0,7.801e+17,747.0
NOLSM32527319,2,Photo,1.052,15.325,14.939,20.121,201.734,90.069,503.315,4068.521,5097.612,5.192,93.541,30.005,2,43,2025-06-16,2,photo_li,30.426,I,365,536.65,109.939,1,Etching,480.0,1382.0,3689.0,5722.0,71.66,51.041,1.001,1,Implantation,1.06e+16,1.22e+16,3.96e+17,3.01e+17,6e+17,31818.411,102.729,920.0,152,1,Oxidation,dry,1031.0,O2,33.73,0.25,55,705.39,125,none,2_43,none,True,False,False,False,False,False,False,12.825272727272727,-5.389999999999986,0,0.0566961706885307,3.61332413067771,0.0,0,5242.0,2033.0,2307.0,902.0,7.198e+17,768.0
NOLSM32527320,2,Photo,0.749,19.305,15.023,19.932,200.649,89.832,501.333,4032.093,5025.741,4.943,92.52,29.886,2,44,2025-06-16,2,photo_li,51.196,G,436,515.994,108.275,2,Etching,324.0,1624.0,3640.0,5743.0,71.259,52.179,1.012,2,Implantation,1.69e+16,9.4e+16,5.7e+17,3.01e+17,6e+17,31391.133,106.17,911.0,159,1,Oxidation,wet,1172.55,H2O,33.07,0.27,121,695.05,97,none,2_44,none,True,False,False,False,False,False,False,5.744214876033057,4.9500000000000455,1,0.09921820796365849,2.114911321196969,0.0,0,5419.0,2103.0,2016.0,1300.0,9.819e+17,752.0
NOLSM32527321,2,Photo,2.138,14.07,15.101,20.053,195.612,89.822,501.606,4061.179,4970.889,4.977,91.081,30.151,2,45,2025-06-16,2,photo_li,50.99,G,436,540.86,107.936,3,Etching,208.0,1474.0,3646.0,5737.0,70.747,51.79,0.947,3,Implantation,6160000000000000.0,1.62e+17,5.93e+17,3.01e+17,6e+17,32378.373,104.677,900.0,150,1,Oxidation,wet,993.62,H2O,35.38,0.17,125,699.57,62,none,2_45,none,True,False,False,False,False,False,False,5.59656,0.42999999999995,1,0.09427578301223977,2.1168072171013925,0.0,0,5529.0,2091.0,2172.0,1266.0,1.06216e+18,750.0
NOLSM32527322,2,Photo,1.871,15.76,14.981,19.781,203.969,90.068,502.387,4055.106,5069.857,5.027,93.532,30.072,2,46,2025-06-16,3,photo_li,34.166,G,436,556.963,107.809,1,Etching,419.0,1528.0,3677.0,5728.0,71.074,51.7,1.148,1,Implantation,1.05e+16,1.83e+17,6.4e+17,3e+17,6e+17,31655.651,106.103,892.0,151,1,Oxidation,wet,1145.18,H2O,24.98,0.26,186,709.43,157,none,2_46,none,True,False,False,False,False,False,False,3.8141397849462364,-9.42999999999995,0,0.06134339264906286,3.1554469355499624,0.0,0,5309.0,2051.0,2149.0,1109.0,1.1335e+18,741.0
NOLSM32527323,2,Photo,1.701,15.473,15.142,19.915,201.585,90.03,507.187,4001.353,4922.209,4.897,92.335,29.997,2,47,2025-06-16,3,photo_li,29.021,G,436,533.393,108.56,2,Etching,481.0,1479.0,3648.0,5710.0,71.123,51.289,1.084,2,Implantation,1.22e+16,8.92e+16,1.19e+17,3e+17,6e+17,31475.096,104.421,867.0,155,1,Oxidation,wet,1188.89,H2O,32.25,0.06,178,703.52,184,none,2_47,none,True,False,False,False,False,False,False,3.9523595505617974,-3.519999999999982,0,0.05440828807277186,3.740739464525688,0.0,0,5229.0,2062.0,2169.0,998.0,5.204e+17,712.0
NOLSM32527324,2,Photo,1.976,16.299,14.884,19.943,203.526,90.001,501.091,4054.455,5020.583,4.807,92.592,30.004,2,48,2025-06-16,3,photo_li,58.178,H,405,518.377,108.956,3,Etching,319.0,1676.0,3672.0,5722.0,70.039,51.637,1.073,3,Implantation,1.01e+16,1.34e+17,5.19e+17,3.01e+17,6e+17,32535.696,100.946,894.0,153,1,Oxidation,dry,1232.8,O2,30.97,0.22,135,693.93,128,none,2_48,none,True,False,False,False,False,False,False,5.140222222222222,6.07000000000005,1,0.11223105963420446,1.8728041527725259,3.1779999999999973,1,5403.0,2050.0,1996.0,1357.0,9.641e+17,741.0
NOLSM32527325,2,Photo,2.233,15.342,14.979,19.967,199.749,89.743,503.257,3957.302,4987.415,5.015,89.87,29.931,2,49,2025-06-16,3,photo_li,50.27,H,405,511.317,107.429,1,Etching,411.0,1499.0,3654.0,5732.0,72.164,50.684,1.091,1,Implantation,6900000000000000.0,7.73e+16,7.22e+17,3e+17,6e+17,30855.254,104.309,891.0,151,1,Oxidation,dry,1203.73,O2,44.46,0.16,91,712.16,171,none,2_49,none,True,False,False,False,False,False,False,7.8259340659340655,-12.159999999999968,0,0.09831474408243811,2.137039984085936,0.0,0,5321.0,2078.0,2155.0,1088.0,1.1062e+18,740.0
NOLSM32527326,2,Photo,0.987,15.76,15.174,20.176,203.109,89.896,501.322,4087.979,5063.668,5.165,91.933,29.958,2,50,2025-06-16,3,photo_li,48.416,G,436,534.79,108.2,2,Etching,339.0,1407.0,3643.0,5711.0,70.021,50.231,1.023,2,Implantation,1.58e+16,7.24e+16,1.7e+17,3e+17,6e+17,31108.542,102.088,871.0,159,1,Oxidation,wet,1094.59,H2O,32.43,0.29,90,707.49,59,none,2_50,none,True,False,False,False,False,False,False,7.861,-7.490000000000009,0,0.09053273247442921,2.2347984137475216,0.0,0,5372.0,2068.0,2236.0,1068.0,5.582e+17,712.0
NOLSM32527327,2,Photo,1.518,15.264,15.142,19.906,198.098,89.89,500.958,4025.489,4974.834,5.085,91.917,29.932,2,51,2025-06-16,3,photo_li,47.429,I,365,500.325,108.08,3,Etching,237.0,1375.0,3635.0,5722.0,70.431,50.098,1.043,3,Implantation,9800000000000000.0,1.17e+17,9.72e+17,2.99e+17,6e+17,31638.627,105.646,920.0,157,1,Oxidation,dry,1156.17,O2,37.27,0.09,86,706.86,42,none,2_51,none,True,False,False,False,False,False,False,8.219302325581396,-6.860000000000014,0,0.09479638235147154,2.2787745893862406,0.0,0,5485.0,2087.0,2260.0,1138.0,1.3978e+18,763.0
NOLSM32527328,2,Photo,1.256,15.151,14.965,20.014,200.94,90.143,501.61,4037.053,5089.524,4.825,94.696,30.015,2,52,2025-06-16,3,photo_li,49.16,G,436,511.107,109.361,1,Etching,272.0,1485.0,3663.0,5716.0,70.864,51.102,0.981,1,Implantation,6710000000000000.0,1.33e+17,5.45e+17,3.01e+17,6e+17,32033.147,103.853,905.0,152,1,Oxidation,dry,1075.27,O2,35.13,0.41,56,714.77,94,none,2_52,none,True,False,False,False,False,False,False,12.76375,-14.769999999999982,0,0.09618338234459711,2.224593165174939,0.0,0,5444.0,2053.0,2178.0,1213.0,9.8571e+17,753.0
NOLSM32527329,2,Photo,1.043,17.724,14.972,19.907,201.889,89.916,497.044,4014.291,4966.24,5.186,91.625,30.082,2,53,2025-06-16,3,photo_li,41.567,I,365,522.093,108.835,2,Etching,616.0,1374.0,3651.0,5724.0,70.411,50.433,1.138,2,Implantation,1.28e+16,7.66e+16,5.94e+17,2.99e+17,6e+17,31929.463,102.53,893.0,154,1,Oxidation,wet,1054.74,H2O,39.81,0.09,126,697.38,114,none,2_53,none,True,False,False,False,False,False,False,5.534761904761905,2.6200000000000045,1,0.07961608372454716,2.6183029807299056,0.0,0,5108.0,2073.0,2277.0,758.0,9.824e+17,739.0
NOLSM32527330,2,Photo,1.636,19.303,14.884,19.925,197.956,89.977,500.256,3985.815,4933.756,5.027,92.406,30.003,2,54,2025-06-16,3,photo_li,46.412,G,436,499.638,107.671,3,Etching,387.0,1678.0,3688.0,5705.0,72.543,51.956,1.142,3,Implantation,1.78e+16,7.44e+16,7.06e+17,3.01e+17,6e+17,32769.083,101.979,898.0,155,1,Oxidation,dry,1173.34,O2,38.54,0.1,107,716.67,157,none,2_54,none,True,False,False,False,False,False,False,6.69785046728972,-16.66999999999996,0,0.09289125326736558,2.319895716625011,0.0,0,5318.0,2017.0,2010.0,1291.0,1.0992e+18,743.0
NOLSM32527331,1,Photo,0.907,20.621,14.785,19.87,203.021,89.982,503.224,4062.748,5078.577,5.1,92.741,30.023,22,28,2025-06-16,1,photo_li,30.348,G,436,470.223,108.574,1,Etching,192.0,1423.0,3642.0,5683.0,71.14,51.542,1.015,1,Implantation,1.93e+16,3.16e+16,9.62e+16,3e+17,6e+17,32198.047,103.667,919.0,156,2,Oxidation,dry,882.45,O2,21.97,0.33,24,713.08,93,none,22_28,none,False,False,False,False,False,False,False,29.71166666666667,-13.080000000000041,0,0.0645395907899018,3.577632792935284,0.0,0,5491.0,2041.0,2219.0,1231.0,4.471e+17,763.0
NOLSM32527332,1,Photo,1.445,11.117,14.978,19.827,202.458,90.239,502.421,4048.173,5060.32,5.116,92.811,30.058,22,29,2025-06-16,1,photo_li,26.782,G,436,460.612,108.709,2,Etching,194.0,1397.0,3641.0,5714.0,71.316,51.317,1.086,2,Implantation,7620000000000000.0,2.24e+16,6.58e+17,3e+17,6e+17,32300.296,103.553,921.0,155,2,Oxidation,dry,881.94,O2,22.06,0.3,23,711.52,102,none,22_29,none,False,False,False,False,False,False,False,30.93565217391304,-11.519999999999982,0,0.05814438182244492,4.059032185796431,0.0,0,5520.0,2073.0,2244.0,1203.0,9.8802e+17,766.0
NOLSM32527333,1,Photo,0.961,15.349,14.98,19.953,202.947,89.9,502.996,4055.866,5069.718,5.075,92.848,30.102,22,30,2025-06-16,1,photo_li,31.407,G,436,472.917,109.071,3,Etching,245.0,1709.0,3641.0,5719.0,71.226,51.582,1.029,3,Implantation,1.1e+16,1.06e+17,6.48e+17,2.99e+17,6e+17,32297.649,103.566,923.0,156,2,Oxidation,dry,889.89,O2,22.0,0.07,23,712.45,108,none,22_30,none,False,False,False,False,False,False,False,30.97608695652174,-12.450000000000045,0,0.06641123072336161,3.472824529563473,0.0,0,5474.0,2078.0,1932.0,1464.0,1.064e+18,767.0
NOLSM32527334,1,Photo,0.837,12.578,14.946,19.99,202.733,90.001,502.667,4057.129,5071.543,5.171,93.259,29.909,22,31,2025-06-16,1,photo_li,37.39,G,436,473.861,108.824,1,Etching,204.0,1468.0,3640.0,5699.0,71.211,51.39,1.234,1,Implantation,2800000000000000.0,4790000000000000.0,561000000000000.0,3.01e+17,6e+17,32297.107,103.709,927.0,155,2,Oxidation,dry,884.73,O2,22.11,0.25,23,713.06,99,none,22_31,none,False,False,False,False,False,False,False,31.00260869565217,-13.059999999999945,0,0.0789049953467367,2.9105108317732014,0.0,0,5495.0,2059.0,2172.0,1264.0,3.09151e+17,772.0
NOLSM32527335,1,Photo,1.393,19.749,14.806,19.926,203.214,90.125,503.063,4064.944,5080.971,5.333,92.905,29.941,22,32,2025-06-16,1,photo_li,30.282,G,436,472.136,108.737,2,Etching,192.0,1466.0,3638.0,5713.0,71.406,51.581,1.052,2,Implantation,1.96e+16,1.1e+17,3.01e+17,3e+17,6e+17,32299.891,103.996,925.0,156,2,Oxidation,dry,885.33,O2,22.05,0.4,24,713.43,72,none,22_32,none,False,False,False,False,False,False,False,29.726249999999997,-13.42999999999995,0,0.06413829913414779,3.5908130242388214,0.0,0,5521.0,2075.0,2172.0,1274.0,7.306e+17,769.0
NOLSM32527336,1,Photo,1.905,16.202,14.994,20.005,202.848,89.926,502.81,4055.912,5069.847,5.129,92.54,29.936,22,33,2025-06-16,1,photo_li,32.763,G,436,472.801,108.799,3,Etching,253.0,1390.0,3642.0,5730.0,71.396,51.571,0.922,3,Implantation,1.97e+16,973000000000000.0,11180016283.825,3.01e+17,6e+17,32199.061,103.978,925.0,156,2,Oxidation,dry,886.64,O2,22.05,0.13,25,713.7,102,none,22_33,none,False,False,False,False,False,False,False,28.548000000000002,-13.700000000000045,0,0.06929553871501963,3.32078869456399,0.0,0,5477.0,2088.0,2252.0,1137.0,3.2167301118001626e+17,769.0
NOLSM32527337,1,Photo,1.46,17.603,14.899,20.03,203.328,90.124,503.455,4066.553,5083.165,5.122,92.198,30.027,22,34,2025-06-16,1,photo_li,17.174,G,436,478.006,108.31,1,Etching,187.0,1561.0,3638.0,5698.0,71.503,51.228,0.931,1,Implantation,2e+16,5.42e+16,5.2e+17,3e+17,6e+17,32300.142,103.452,920.0,155,2,Oxidation,dry,881.19,O2,22.2,0.3,25,714.04,45,none,22_34,none,False,False,False,False,False,False,False,28.5616,-14.039999999999964,0,0.03592841930854424,6.306626295563061,7.8260000000000005,1,5511.0,2060.0,2077.0,1374.0,8.942e+17,765.0
NOLSM32527338,1,Photo,0.569,16.34,15.137,19.995,202.318,89.996,502.19,4044.079,5055.006,5.077,92.758,29.97,22,35,2025-06-16,1,photo_li,28.526,G,436,470.685,109.056,2,Etching,172.0,1665.0,3635.0,5723.0,71.38,51.485,1.062,2,Implantation,1.29e+16,1.4e+17,9.92e+16,3e+17,6e+17,32299.415,103.627,925.0,155,2,Oxidation,dry,890.81,O2,22.17,0.17,32,713.56,39,none,22_35,none,False,False,False,False,False,False,False,22.29875,-13.559999999999945,0,0.06060528803764726,3.823038631423964,0.0,0,5551.0,2088.0,1970.0,1493.0,5.521e+17,770.0
NOLSM32527339,1,Photo,0.788,17.274,15.14,19.926,202.824,90.038,502.724,4053.537,5066.965,5.104,92.838,30.067,22,36,2025-06-16,1,photo_li,29.228,G,436,468.858,108.042,3,Etching,213.0,1573.0,3641.0,,71.26,51.109,0.99,3,Implantation,7340000000000000.0,5.46e+16,328000000000000.06,2.99e+17,6e+17,32300.685,103.482,920.0,155,2,Oxidation,dry,887.82,O2,22.17,0.07,32,714.46,75,none,22_36,none,False,False,False,False,False,False,False,22.326875,-14.460000000000036,0,0.0623387038293044,3.6965238812097985,0.0,0,,,2068.0,1360.0,3.61268e+17,765.0
NOLSM32527340,1,Photo,1.052,16.193,15.137,19.984,202.29,90.002,502.337,4048.747,5061.085,5.124,92.589,29.93,22,37,2025-06-16,2,photo_li,26.736,G,436,469.495,108.393,1,Etching,205.0,1526.0,3639.0,5718.0,71.403,51.102,0.973,1,Implantation,7360000000000000.0,2150000000000000.0,3.07e+17,3.02e+17,6e+17,32297.306,103.253,920.0,155,2,Oxidation,dry,876.95,O2,22.1,0.21,32,712.82,69,none,22_37,none,False,False,False,False,False,False,False,22.275625,-12.82000000000005,0,0.05694629335775674,4.05419658886894,0.0,0,5513.0,2079.0,2113.0,1321.0,6.1851e+17,765.0
NOLSM32527341,1,Photo,1.008,17.513,15.103,20.01,202.615,89.844,502.503,4001.324,5062.955,5.325,93.432,29.971,22,38,2025-06-16,2,photo_li,33.689,G,436,476.402,109.514,2,Etching,182.0,1481.0,3640.0,5690.0,71.264,51.469,0.998,2,Implantation,1.19e+16,1.55e+17,4450000000000000.0,3.01e+17,6e+17,32300.647,104.037,930.0,156,2,Oxidation,dry,874.13,O2,22.07,0.17,32,713.3,99,none,22_38,none,False,False,False,False,False,False,False,22.290625,-13.299999999999955,0,0.07071548818015037,3.2507346611653656,0.0,0,5508.0,2050.0,2159.0,1299.0,4.7235e+17,774.0
NOLSM32527342,1,Photo,0.441,17.265,14.982,19.995,202.951,90.035,503.036,4054.594,5073.65,4.924,92.838,29.987,22,39,2025-06-16,2,photo_li,29.987,G,436,477.058,108.734,3,Etching,143.0,1588.0,3640.0,5715.0,71.787,51.604,0.884,3,Implantation,4190000000000000.0,509000000000000.0,2.77e+17,3e+17,6e+17,32301.778,103.709,924.0,155,2,Oxidation,dry,876.98,O2,22.1,0.21,31,715.14,65,none,22_39,none,False,False,False,False,False,False,False,23.069032258064517,-15.139999999999986,0,0.06285818495864234,3.626037949778237,0.0,0,5572.0,2075.0,2052.0,1445.0,5.81699e+17,769.0
NOLSM32527343,1,Photo,0.878,16.594,14.943,20.037,202.988,89.854,503.115,3957.164,5075.55,4.909,92.284,30.082,22,40,2025-06-16,2,photo_li,19.865,G,436,552.679,108.032,1,Etching,196.0,1441.0,3641.0,5711.0,71.404,51.219,1.098,1,Implantation,7580000000000000.0,1.22e+17,1.12e+18,3e+17,6e+17,32295.504,103.098,917.0,155,2,Oxidation,dry,887.56,O2,22.15,0.23,32,714.0,69,none,22_40,none,False,False,False,False,False,False,False,22.3125,-14.0,0,0.0359431062153619,5.43830858293481,5.135000000000002,1,5515.0,2070.0,2200.0,1245.0,1.54958e+18,762.0
NOLSM32527344,1,Photo,0.53,15.921,15.016,19.938,201.853,89.992,501.627,4087.891,5044.756,5.264,92.038,29.926,22,41,2025-06-16,2,photo_li,21.475,G,436,557.274,107.763,2,Etching,122.0,,3635.0,5721.0,71.345,51.236,1.001,2,Implantation,1.02e+16,1.53e+16,9.43e+16,3e+17,6e+17,32299.322,103.087,917.0,155,2,Oxidation,dry,873.44,O2,22.09,0.06,31,713.57,18,none,22_41,none,False,False,False,False,False,False,False,23.018387096774195,-13.57000000000005,0,0.03853580106016071,5.018067520372526,3.5249999999999986,1,5599.0,2086.0,,,4.198e+17,762.0
NOLSM32527345,1,Photo,0.857,16.59,14.89,19.99,201.517,89.866,501.769,4025.58,5038.929,5.08,92.309,30.082,22,42,2025-06-16,2,photo_li,28.316,G,436,549.173,107.845,3,Etching,265.0,1402.0,3641.0,5713.0,71.177,50.955,0.785,3,Implantation,4080000000000000.0,3.16e+16,894000000000000.0,2.99e+17,6e+17,32301.835,102.777,918.0,154,2,Oxidation,dry,887.45,O2,22.13,0.35,34,713.43,84,none,22_42,none,False,False,False,False,False,False,False,20.983235294117645,-13.42999999999995,0,0.051561165607194814,3.8086240994490748,0.0,0,5448.0,2072.0,2239.0,1137.0,3.35574e+17,764.0
