resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Line_CD,Wavelength,Resolution,Energy_Exposure,Thin F2,Thin F3,Thin F4,Temp_Etching,Source_Power,Selectivity,etch_rate_stage1,Flux60s,Flux90s,Flux160s,Flux480s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Temp_OXid,ppm,Pressure,Oxid_time,oxid_thickness_spec_gap,oxidation_rate_nm_per_min,oxidation_sentinel_flag,etching_sentinel_flag,ion_implant_sentinel_flag,type,Vapor,Target,Lot_Num,group_id,error_class
1.519,15.226,14.926,19.911,201.757,89.929,503.118,4068.412,5097.379,5.129,93.42,29.885,30.17,365,536.394,109.825,3689.0,1382.0,480.0,71.687,50.68,0.989,2033.0,1.06e+16,1.22e+16,3.96e+17,3.01e+17,31818.519,102.419,920.0,152,1030.75,34.06,0.35,55,-5.580000000000041,12.828727272727274,False,False,False,dry,O2,125,2,2_16,none
1.226,13.714,14.983,20.029,198.384,90.1,495.895,3985.746,4979.258,4.822,90.245,30.089,30.349,365,523.42,108.825,3633.0,1607.0,417.0,70.274,50.832,0.925,2071.0,8410000000000000.0,1.66e+17,9.85e+17,3e+17,31359.54,102.941,894.0,156,1011.01,36.7,0.1,148,-7.07000000000005,4.777500000000001,False,False,False,wet,H2O,83,1,1_45,none
1.374,17.376,14.915,19.93,198.973,90.183,502.511,3985.879,4964.4,5.031,91.567,29.904,35.749,365,549.611,108.855,3685.0,1423.0,570.0,71.694,52.403,1.133,2018.0,1.15e+16,8.37e+16,5.17e+17,2.98e+17,31801.635,103.682,866.0,153,945.68,36.93,0.39,112,-8.259999999999991,6.32375,False,False,False,wet,H2O,199,6,6_31,Edge-Loc
1.404,20.696,15.161,20.018,198.858,89.918,499.297,4035.497,5006.017,4.99,91.31,29.933,52.326,405,508.409,110.002,3693.0,1536.0,468.0,72.06,50.325,0.988,2007.0,6800000000000000.0,5.4e+16,3.38e+17,3.01e+17,31914.233,102.895,919.0,156,973.18,36.62,0.12,120,-19.840000000000032,5.998666666666667,False,False,False,dry,O2,282,8,8_49,Loc
1.768,16.938,15.218,19.997,198.138,90.113,503.195,4084.99,4933.782,5.161,90.31,29.791,43.439,405,472.819,106.652,3648.0,1399.0,402.0,70.416,51.096,1.084,2087.0,5930000000000000.0,9.22e+16,1.2e+17,3e+17,31490.688,105.744,890.0,154,1058.85,32.31,0.2,114,-7.279999999999973,6.204210526315789,False,False,False,dry,O2,91,2,2_1,none
1.824,13.871,14.959,19.901,199.558,90.115,493.99,4044.999,5009.421,4.942,89.148,29.892,44.85,436,534.535,109.371,3669.0,1457.0,288.0,72.065,52.411,1.019,2043.0,1.12e+16,9.48e+16,5.56e+17,3.01e+17,32725.384,103.842,911.0,156,1240.52,37.59,0.2,106,-7.299999999999954,6.672641509433962,False,False,False,wet,H2O,109,2,2_2,none
1.231,14.482,15.162,19.873,199.429,90.158,504.024,4010.134,5055.226,5.051,92.871,30.129,42.428,436,541.783,107.233,3642.0,1425.0,475.0,71.595,51.305,1.027,2070.0,7300000000000000.0,6.26e+16,8.16e+17,3.01e+17,31538.407,104.099,896.0,152,1096.9,32.84,0.36,165,-14.120000000000005,4.328,False,False,False,wet,H2O,93,2,2_3,none
0.131,13.525,15.04,20.029,200.801,90.036,499.54,4080.213,5004.17,4.981,91.837,30.136,46.199,405,542.247,107.178,3644.0,1571.0,124.0,71.598,50.345,0.964,2061.0,1.79e+16,9.12e+16,6.31e+17,3e+17,31998.29,100.335,920.0,154,1132.98,32.34,0.43,174,-4.240000000000009,4.0473563218390805,False,False,False,dry,O2,42,2,2_4,none
1.015,14.645,15.219,19.986,197.312,89.984,499.403,4039.397,5118.937,4.954,90.961,30.033,63.098,405,510.927,108.342,3653.0,1655.0,479.0,71.134,50.824,1.123,2034.0,9720000000000000.0,8.64e+16,6.33e+17,3e+17,31811.588,103.458,923.0,154,1022.97,37.86,0.32,75,0.3400000000000318,9.3288,False,False,False,wet,H2O,149,2,2_5,none
0.778,20.031,14.967,19.91,198.952,89.973,502.411,4072.835,5016.43,5.227,88.803,30.114,40.702,436,519.0,109.509,3655.0,1576.0,353.0,69.768,51.098,1.22,2049.0,1.01e+16,2.13e+16,7.53e+17,3.02e+17,31092.938,101.591,903.0,156,959.29,33.37,0.11,144,-13.220000000000027,4.952916666666667,False,False,False,wet,H2O,146,1,1_54,none
0.812,17.627,15.001,20.108,198.797,90.002,506.001,4017.33,5018.602,4.758,90.45,29.836,49.258,436,532.981,106.5,3637.0,1671.0,210.0,71.681,50.073,0.943,2073.0,2.05e+16,1.43e+17,5e+17,3e+17,32268.61,103.026,898.0,159,1106.47,38.99,0.17,204,3.1000000000000227,3.416176470588235,False,False,False,dry,O2,90,1,1_53,none
1.597,17.76,14.958,20.123,195.7,90.042,498.539,4103.962,4976.42,5.064,90.509,29.928,35.0,405,518.303,106.342,3666.0,1259.0,395.0,71.265,51.829,0.901,2063.0,1.34e+16,1.69e+17,3.92e+17,3.01e+17,32124.067,104.2,900.0,157,1101.52,31.6,0.19,167,-2.6499999999999773,4.20748502994012,False,False,False,wet,H2O,77,2,2_6,none
1.309,17.84,14.943,20.11,193.398,90.037,495.859,4082.89,5024.731,4.925,92.833,30.142,24.226,436,520.148,107.921,3685.0,1555.0,304.0,70.584,50.747,1.133,2008.0,9280000000000000.0,1.04e+17,8.95e+17,3.01e+17,31517.173,105.977,885.0,153,1041.06,35.88,0.19,113,-12.980000000000018,6.309557522123894,False,False,False,dry,O2,176,2,2_8,none
0.871,13.167,14.927,20.099,200.859,90.041,499.462,4003.117,4996.31,5.071,92.438,29.964,64.712,365,496.003,108.018,3668.0,1604.0,484.0,69.821,52.121,1.03,2026.0,1.42e+16,1.32e+17,8e+17,3e+17,31790.343,100.695,867.0,150,1131.76,43.07,0.15,64,-4.039999999999964,11.000625,False,False,False,dry,O2,115,2,2_9,none
1.236,17.441,14.901,20.114,197.92,90.037,505.457,4068.139,5103.802,4.95,94.804,30.12,34.307,436,546.788,108.892,3654.0,1492.0,147.0,70.698,51.518,0.992,2062.0,6520000000000000.0,8.25e+16,6.08e+17,3.01e+17,32067.883,102.637,901.0,154,1011.56,26.96,0.18,113,-11.389999999999986,6.295486725663717,False,False,False,dry,O2,69,2,2_10,none
1.379,15.522,14.67,19.926,204.065,89.979,503.372,4024.361,5010.938,4.928,89.591,30.058,43.441,436,501.182,107.042,3658.0,1349.0,543.0,70.959,51.29,0.84,2051.0,1.42e+16,1.49e+17,5.79e+17,3.01e+17,31126.779,105.055,893.0,158,1096.7,39.1,0.23,147,-23.350000000000023,4.920748299319728,False,False,False,wet,H2O,128,2,2_11,none
1.702,16.407,15.113,19.974,201.577,90.077,497.677,4072.864,5006.262,4.968,91.114,29.994,52.291,405,508.487,110.018,3693.0,1536.0,468.0,72.136,50.333,0.933,2007.0,6800000000000000.0,5.4e+16,3.38e+17,3.01e+17,31914.364,102.976,919.0,156,955.97,36.99,0.29,120,-19.92999999999995,5.999416666666666,False,False,False,dry,O2,282,8,8_22,Loc
2.087,19.42,15.011,20.003,201.93,90.022,500.445,4021.636,5107.142,4.996,92.976,29.895,43.692,405,539.245,108.641,3641.0,1462.0,620.0,69.841,51.364,0.914,2093.0,1.13e+16,1.13e+17,-6.93e+16,2.99e+17,31104.276,102.721,923.0,157,910.91,28.89,0.27,128,-13.16999999999996,5.571640625,False,False,True,wet,H2O,129,2,2_12,none
1.257,15.428,15.126,20.017,200.658,90.184,503.657,4030.923,5017.705,5.075,90.462,29.948,50.308,405,503.116,107.93,3648.0,1499.0,404.0,70.86,51.876,1.183,2077.0,1.11e+16,1.23e+17,4.51e+17,3.02e+17,32566.76,100.019,887.0,155,1167.14,27.48,0.22,68,-8.149999999999977,10.413970588235294,False,False,False,dry,O2,132,2,2_13,none
1.556,14.748,14.802,19.896,198.63,89.992,506.123,4016.056,4899.049,4.886,93.687,29.965,59.487,436,550.681,107.411,3628.0,1522.0,389.0,71.777,51.15,0.942,2110.0,1.03e+16,8.15e+16,6.38e+17,3.01e+17,32521.903,99.489,892.0,153,1031.12,33.91,0.16,129,-9.730000000000018,5.501782945736434,False,False,False,wet,H2O,99,2,2_14,none
1.229,15.287,14.754,20.095,197.205,89.949,500.178,3995.891,5040.524,5.058,92.285,29.959,50.747,436,509.528,107.015,3658.0,1219.0,228.0,69.859,51.18,1.118,2059.0,1.33e+16,3.68e+16,4.29e+17,3.01e+17,31358.675,105.158,899.0,152,1180.52,38.06,0.16,179,-3.1499999999999773,3.928212290502793,False,False,False,wet,H2O,62,2,2_15,none
1.896,14.969,15.063,20.138,197.989,90.036,505.766,3990.601,5003.889,5.089,91.166,29.987,37.345,365,492.395,107.014,3630.0,1603.0,302.0,71.502,50.861,1.013,2084.0,1e+16,1.48e+17,7.89e+17,2.98e+17,32246.941,104.836,907.0,154,1111.64,28.78,0.21,19,-2.669999999999959,36.98263157894737,False,False,False,dry,O2,102,6,6_30,none
2.022,13.819,14.894,20.005,198.646,90.015,501.763,4071.508,5053.52,5.096,93.242,30.073,41.939,365,561.906,107.477,3662.0,1576.0,248.0,71.248,50.334,0.999,2038.0,1.29e+16,5.54e+16,5.8e+17,3e+17,31197.811,103.465,910.0,155,1105.57,32.8,0.26,101,-2.4600000000000364,6.955049504950496,False,False,False,dry,O2,71,1,1_44,none
1.492,14.032,15.009,20.089,198.744,90.083,504.526,4082.709,5184.439,4.965,90.829,29.972,30.793,405,516.647,109.682,3676.0,1606.0,251.0,70.821,50.659,1.022,2080.0,1e+16,1.35e+17,3.47e+17,3e+17,31574.487,102.948,885.0,154,1154.59,32.72,0.14,62,0.5099999999999909,11.28209677419355,False,False,False,wet,H2O,96,1,1_28,none
0.898,15.931,14.974,20.003,194.023,89.962,501.708,3955.431,4983.679,5.13,92.555,29.995,16.538,405,529.322,109.978,3633.0,1619.0,556.0,71.563,52.777,1.045,2111.0,7250000000000000.0,9.58e+16,2.29e+17,3.01e+17,31211.432,102.681,899.0,151,1028.55,49.96,0.17,101,-21.16999999999996,7.14029702970297,False,False,False,dry,O2,116,1,1_42,none
1.773,13.825,14.991,20.093,198.929,89.84,504.591,4082.682,5184.741,5.034,90.816,29.85,31.069,405,516.673,109.636,3676.0,1606.0,251.0,70.752,50.846,1.086,2080.0,1e+16,1.35e+17,3.47e+17,3e+17,31574.484,102.873,885.0,154,1139.02,32.84,0.06,62,0.5199999999999818,11.281935483870967,False,False,False,wet,H2O,96,1,1_1,none
0.938,17.384,14.831,19.935,201.477,90.1,504.121,4014.753,5118.464,4.922,92.454,30.028,32.613,436,499.585,108.764,3687.0,1387.0,462.0,71.129,51.9,0.983,2028.0,1.3e+16,1.46e+17,6.7e+17,2.97e+17,30474.258,101.188,898.0,156,1127.15,33.71,-0.13,30,-2.7200000000000277,23.424,True,False,False,dry,O2,230,10,10_43,Loc
0.767,14.718,15.057,19.942,202.151,89.981,505.321,4029.455,4993.454,4.97,93.482,30.05,50.949,365,536.891,107.643,3643.0,1450.0,372.0,72.207,51.46,0.947,2074.0,8060000000000000.0,1.28e+17,1.71e+17,3.02e+17,31194.954,101.926,885.0,152,1089.04,26.22,0.3,27,-12.909999999999968,26.404074074074074,False,False,False,dry,O2,105,6,6_1,none
1.351,17.79,15.016,20.01,200.601,90.01,504.081,4008.917,5075.768,4.998,90.614,29.833,35.575,436,522.162,105.236,3691.0,1385.0,496.0,68.86,52.075,1.188,2030.0,9910000000000000.0,1.06e+17,6.6e+17,3e+17,31768.43,104.934,896.0,155,960.83,27.38,0.05,81,-12.340000000000032,8.794320987654322,False,False,False,dry,O2,223,9,9_27,Edge-Loc
1.755,16.265,14.972,20.006,200.117,90.054,495.295,4005.139,5010.036,5.003,94.329,29.929,50.99,436,520.707,109.996,3680.0,1592.0,308.0,72.316,51.245,1.001,2029.0,1.23e+16,1.52e+17,6.81e+17,3.01e+17,32759.295,106.772,904.0,151,1157.14,39.46,0.08,25,-21.360000000000014,28.8544,False,False,False,dry,O2,229,10,10_33,Center
1.381,16.837,15.161,19.986,198.192,89.995,502.899,4085.014,4934.017,5.049,90.551,29.882,43.424,405,472.815,106.759,3648.0,1399.0,402.0,70.379,51.18,0.993,2087.0,5930000000000000.0,9.22e+16,1.2e+17,3e+17,31490.985,105.933,890.0,154,1060.49,32.33,0.11,114,-7.450000000000045,6.205701754385966,False,False,False,dry,O2,91,2,2_28,none
2.071,14.03,15.053,20.054,199.652,89.936,502.008,4045.088,5009.483,5.05,89.418,29.864,44.83,436,534.625,109.351,3669.0,1457.0,288.0,72.09,52.636,1.015,2043.0,1.12e+16,9.48e+16,5.56e+17,3.01e+17,32725.55,103.892,911.0,156,1245.76,37.46,0.05,106,-7.309999999999945,6.672735849056603,False,False,False,wet,H2O,109,2,2_29,none
1.597,14.534,15.023,19.843,199.381,90.009,499.302,4010.194,5055.475,5.102,92.919,30.026,42.535,436,541.666,107.143,3642.0,1425.0,475.0,71.339,51.503,0.945,2070.0,7300000000000000.0,6.26e+16,8.16e+17,3.01e+17,31538.341,103.939,896.0,152,1104.21,32.76,0.28,165,-14.139999999999986,4.3281212121212125,False,False,False,wet,H2O,93,2,2_30,none
2.206,16.018,15.096,19.944,200.512,89.904,501.788,4008.66,5075.791,4.981,90.471,30.063,35.74,436,522.269,105.433,3691.0,1385.0,496.0,69.198,52.116,0.864,2030.0,9910000000000000.0,1.06e+17,6.6e+17,3e+17,31768.604,104.763,896.0,155,980.63,27.54,0.16,24,-12.32000000000005,29.680000000000003,False,False,False,dry,O2,223,9,9_54,Edge-Loc
0.587,13.647,14.964,19.877,200.854,90.026,505.935,4080.142,5004.304,4.962,92.006,29.972,46.002,405,542.288,107.291,3644.0,1571.0,124.0,71.351,50.42,1.303,2061.0,1.79e+16,9.12e+16,6.31e+17,3e+17,31998.328,100.387,920.0,154,1144.18,32.39,0.16,174,-4.230000000000018,4.0472988505747125,False,False,False,dry,O2,42,2,2_31,none
0.864,17.753,15.069,20.107,195.768,90.177,504.196,4103.959,4976.165,5.134,90.683,30.194,34.857,405,518.372,106.364,3666.0,1259.0,395.0,71.322,51.737,1.061,2063.0,1.34e+16,1.69e+17,3.92e+17,3.01e+17,32124.085,104.322,900.0,157,1120.2,31.61,0.24,167,-2.730000000000018,4.207964071856288,False,False,False,wet,H2O,77,2,2_33,none
0.75,18.634,14.959,19.985,205.619,89.91,500.07,4036.308,5079.09,4.96,94.545,30.004,34.08,405,541.333,111.036,3658.0,1531.0,387.0,71.327,50.923,0.904,2050.0,8520000000000000.0,1.9e+17,5.61e+17,2.98e+17,30891.601,100.456,910.0,154,1169.71,30.64,0.21,151,-6.289999999999964,4.677417218543046,False,False,False,wet,H2O,105,2,2_34,none
1.544,17.758,15.105,19.993,193.281,90.027,500.436,4082.785,5024.636,4.925,93.024,30.057,24.006,436,520.259,107.776,3685.0,1555.0,304.0,70.728,50.741,1.234,2008.0,9280000000000000.0,1.04e+17,8.95e+17,3.01e+17,31517.045,106.004,885.0,153,1050.33,35.86,0.11,113,-13.159999999999968,6.311150442477876,False,False,False,dry,O2,176,2,2_35,none
1.805,12.901,15.001,19.936,200.852,89.934,494.899,4002.935,4996.646,5.13,92.442,30.016,64.584,365,495.62,107.979,3668.0,1604.0,484.0,69.956,51.881,0.963,2026.0,1.42e+16,1.32e+17,8e+17,3e+17,31790.548,100.709,867.0,150,1133.85,42.9,0.09,64,-3.879999999999996,10.998125,False,False,False,dry,O2,115,2,2_36,none
1.365,17.605,14.981,20.095,197.874,90.109,499.111,4067.92,5103.527,4.923,94.722,30.014,34.236,436,546.654,108.854,3654.0,1492.0,147.0,70.741,51.401,0.955,2062.0,6520000000000000.0,8.25e+16,6.08e+17,3.01e+17,32067.766,102.78,901.0,154,1020.23,26.98,0.35,113,-11.460000000000036,6.296106194690266,False,False,False,dry,O2,69,2,2_37,none
0.585,15.738,15.002,19.888,204.011,89.896,501.212,4024.359,5011.059,4.913,89.496,29.978,43.365,436,501.068,107.027,3658.0,1349.0,543.0,70.897,50.941,1.153,2051.0,1.42e+16,1.49e+17,5.79e+17,3.01e+17,31126.613,105.0,893.0,158,1097.27,39.22,0.09,147,-23.299999999999955,4.920408163265305,False,False,False,wet,H2O,128,2,2_38,none
0.694,19.135,14.905,19.789,202.119,90.049,493.453,4021.525,5107.121,4.909,92.966,29.998,43.694,405,539.477,108.86,3641.0,1462.0,620.0,69.92,51.403,1.159,2093.0,1.13e+16,1.13e+17,-6.93e+16,2.99e+17,31104.123,102.736,923.0,157,927.2,28.96,0.16,128,-13.059999999999944,5.57078125,False,False,True,wet,H2O,129,2,2_39,none
1.189,15.46,14.919,19.89,200.689,89.84,503.631,4030.877,5017.813,5.018,90.317,29.991,50.385,405,503.193,107.892,3648.0,1499.0,404.0,71.046,51.763,1.073,2077.0,1.11e+16,1.23e+17,4.51e+17,3.02e+17,32566.484,100.047,887.0,155,1179.1,27.39,0.19,68,-8.25,10.415441176470589,False,False,False,dry,O2,132,2,2_40,none
2.248,14.923,15.031,19.981,198.645,89.97,505.942,4016.22,4899.187,4.854,93.916,29.908,59.365,436,550.674,107.441,3628.0,1522.0,389.0,71.763,51.096,0.968,2110.0,1.03e+16,8.15e+16,6.38e+17,3.01e+17,32521.837,99.557,892.0,153,1036.63,34.1,0.2,129,-9.379999999999995,5.499069767441861,False,False,False,wet,H2O,99,2,2_41,none
0.566,15.502,14.737,19.66,196.969,89.866,499.979,3995.907,5040.549,5.053,92.213,29.916,50.706,436,509.469,107.028,3658.0,1219.0,228.0,70.003,51.082,0.961,2059.0,1.33e+16,3.68e+16,4.29e+17,3.01e+17,31358.595,105.047,899.0,152,1189.05,38.09,0.29,179,-2.580000000000041,3.925027932960894,False,False,False,wet,H2O,62,2,2_42,none
0.77,14.757,15.066,19.983,197.169,90.078,494.779,4039.584,5118.978,5.212,91.193,30.175,63.212,405,510.868,108.228,3653.0,1655.0,479.0,71.079,50.688,1.145,2034.0,9720000000000000.0,8.64e+16,6.33e+17,3e+17,31811.895,103.29,923.0,154,1027.34,37.91,0.13,75,0.4900000000000091,9.3268,False,False,False,wet,H2O,149,2,2_32,none
1.831,15.516,15.038,20.012,200.107,90.089,499.557,4052.265,5020.003,4.965,89.96,30.091,59.663,405,494.974,107.337,3654.0,1534.0,366.0,71.2,50.552,1.054,2045.0,1.65e+16,7.79e+16,1.03e+18,3.01e+17,31469.361,105.174,913.0,154,1054.81,45.95,0.3,261,2.769999999999982,2.671379310344828,False,False,False,wet,H2O,103,6,6_2,none
0.762,17.986,15.007,20.143,199.875,90.024,499.894,3985.722,4964.481,5.021,91.352,29.947,35.828,365,549.411,108.855,3685.0,1423.0,570.0,71.457,52.27,0.907,2018.0,1.15e+16,8.37e+16,5.17e+17,2.98e+17,31801.529,103.483,866.0,153,934.41,36.98,0.19,112,-15.730000000000018,6.390446428571429,False,False,False,wet,H2O,199,6,6_4,Edge-Loc
1.164,19.821,15.034,19.971,199.023,90.073,503.889,4072.806,5016.309,5.061,88.777,29.877,40.704,436,518.892,109.56,3655.0,1576.0,353.0,69.704,51.256,0.99,2049.0,1.01e+16,2.13e+16,7.53e+17,3.02e+17,31093.103,101.832,903.0,156,956.13,33.39,0.27,144,-13.33000000000004,4.953680555555556,False,False,False,wet,H2O,146,1,1_27,none
1.269,17.564,14.997,19.99,198.909,89.994,504.541,4017.447,5018.685,4.94,90.262,29.968,49.348,436,533.261,106.396,3637.0,1671.0,210.0,71.467,50.245,0.93,2073.0,2.05e+16,1.43e+17,5e+17,3e+17,32268.9,103.035,898.0,159,1104.21,39.04,0.39,204,3.0499999999999545,3.416421568627451,False,False,False,dry,O2,90,1,1_26,none
1.71,20.169,15.051,19.922,200.699,90.032,500.411,3972.372,5047.739,4.91,91.125,29.899,27.724,436,494.193,111.161,3646.0,1437.0,358.0,71.357,51.517,0.966,2056.0,1.77e+16,1.31e+17,9.92e+17,3.01e+17,30534.663,100.457,915.0,156,1035.49,35.44,0.21,125,-15.299999999999956,5.7224,False,False,False,wet,H2O,70,1,1_25,none
1.129,17.913,14.824,19.97,200.689,90.103,501.291,3952.614,5052.318,5.069,90.523,29.834,37.509,405,514.831,108.022,3661.0,1523.0,355.0,71.801,50.895,1.1,2027.0,5210000000000000.0,4.09e+16,6.66e+17,3.01e+17,31614.239,104.228,917.0,155,1067.27,37.24,0.05,137,-4.139999999999986,5.13970802919708,False,False,False,dry,O2,130,1,1_24,none
1.292,17.05,15.069,20.082,198.016,90.139,499.917,4035.456,5098.61,5.089,90.55,29.788,52.734,365,532.148,109.369,3655.0,1526.0,423.0,72.397,50.774,1.014,2033.0,1.26e+16,3.11e+16,7.9e+17,3.02e+17,32295.746,100.928,884.0,155,1068.7,31.47,0.28,117,-8.25,6.053418803418803,False,False,False,dry,O2,117,1,1_23,none
1.388,14.591,14.978,20.081,203.038,90.078,498.217,3971.219,5038.709,4.886,91.194,29.985,38.314,436,537.437,107.998,3663.0,1562.0,394.0,69.35,51.23,1.011,2070.0,9740000000000000.0,1.41e+17,3.6e+17,3e+17,30857.319,102.05,897.0,154,1080.03,42.26,0.36,84,1.1000000000000227,8.320238095238095,False,False,False,dry,O2,99,1,1_22,none
1.16,16.108,14.925,20.042,200.113,89.978,503.037,4029.254,4990.044,4.941,90.204,30.023,28.552,365,499.635,109.55,3679.0,1511.0,660.0,71.209,50.644,1.065,2053.0,1.42e+16,1.87e+16,2.19e+17,3.01e+17,30786.719,101.435,920.0,154,999.95,25.54,0.06,56,-15.740000000000007,12.781071428571428,False,False,False,dry,O2,255,1,1_21,Edge-Loc
2.158,15.217,14.976,19.947,202.268,90.106,500.94,4055.981,4959.097,5.28,90.741,29.859,47.706,405,534.065,109.925,3637.0,1630.0,185.0,71.618,51.06,0.877,2091.0,1.23e+16,9.3e+16,2.59e+17,3.03e+17,32922.752,104.907,923.0,152,1037.59,36.86,0.17,147,-9.799999999999956,4.828571428571428,False,False,False,dry,O2,92,1,1_20,none
1.747,13.284,15.111,20.1,202.807,89.906,499.318,3978.706,4940.883,4.908,91.465,29.994,61.634,405,514.436,106.393,3668.0,1418.0,227.0,69.822,51.604,0.844,2033.0,1.3e+16,1e+17,7.4e+17,3.02e+17,32409.443,106.134,899.0,154,1017.33,35.3,0.13,157,-19.74000000000001,4.584331210191083,False,False,False,wet,H2O,95,1,1_19,none
1.815,13.894,14.878,20.104,198.27,90.06,501.396,3985.718,4979.451,4.696,90.223,30.023,30.409,365,523.606,108.655,3633.0,1607.0,417.0,70.528,50.868,0.834,2071.0,8410000000000000.0,1.66e+17,9.85e+17,3e+17,31359.617,102.98,894.0,156,996.08,36.85,0.19,148,-7.25,4.778716216216216,False,False,False,wet,H2O,83,1,1_18,none
1.879,13.697,14.892,20.177,198.366,89.785,499.011,4071.607,5053.322,5.025,93.258,29.979,41.99,365,561.737,107.397,3662.0,1576.0,248.0,71.199,50.481,0.892,2038.0,1.29e+16,5.54e+16,5.8e+17,3e+17,31197.95,103.249,910.0,155,1100.66,32.86,0.12,101,-2.309999999999945,6.953564356435643,False,False,False,dry,O2,71,1,1_17,none
2.19,15.946,15.074,19.855,199.857,90.041,503.186,4062.722,4931.621,4.904,94.02,29.978,43.335,405,472.586,110.307,3664.0,1490.0,447.0,71.595,51.212,1.005,2068.0,9520000000000000.0,4.84e+16,9.96e+17,2.99e+17,31603.525,105.966,910.0,156,1102.45,32.43,0.12,112,-3.6100000000000136,6.282232142857143,False,False,False,dry,O2,124,1,1_16,none
1.434,15.002,15.071,19.842,197.94,89.916,500.621,3990.732,5003.895,4.998,91.18,29.963,37.339,365,492.35,107.036,3630.0,1603.0,302.0,71.535,51.041,0.861,2084.0,1e+16,1.48e+17,7.89e+17,2.98e+17,32246.869,104.741,907.0,154,1102.36,28.84,0.22,19,-2.6399999999999864,36.98105263157895,False,False,False,dry,O2,102,6,6_3,none
0.702,15.978,14.924,19.997,193.98,90.23,501.063,3955.471,4983.552,5.031,92.457,29.936,16.603,405,529.358,110.152,3633.0,1619.0,556.0,71.753,52.588,0.972,2111.0,7250000000000000.0,9.58e+16,2.29e+17,3.01e+17,31211.409,102.675,899.0,151,1013.67,49.85,0.35,101,-21.32000000000005,7.141782178217822,False,False,False,dry,O2,116,1,1_15,none
0.493,15.032,15.049,20.107,199.127,89.974,501.572,3985.64,5137.692,4.999,91.672,30.055,23.534,405,478.513,107.247,3655.0,1597.0,416.0,70.082,50.988,1.063,2073.0,1.38e+16,1.22e+17,7.8e+17,3.03e+17,31655.491,104.528,898.0,151,1194.0,33.94,0.34,149,-16.210000000000036,4.806778523489933,False,False,False,dry,O2,89,1,1_13,none
2.073,11.978,14.896,19.95,200.549,89.9,501.433,4014.165,4947.304,5.006,93.8,30.033,31.29,436,488.637,110.834,3664.0,1377.0,562.0,70.95,51.074,1.013,2066.0,1.37e+16,8.91e+16,7.44e+17,3e+17,31201.217,105.529,906.0,153,1113.68,38.08,0.32,80,-8.700000000000045,8.85875,False,False,False,wet,H2O,215,1,1_12,Loc
1.018,18.664,14.951,19.988,201.86,90.073,500.125,4036.84,5087.315,4.974,92.417,29.836,54.647,436,525.202,107.551,3667.0,1393.0,223.0,70.703,51.38,1.164,2021.0,1.74e+16,2.39e+16,9.6e+17,2.99e+17,31691.356,105.323,891.0,156,1077.75,32.63,0.24,87,10.980000000000018,7.919770114942528,False,False,False,dry,O2,72,1,1_11,none
0.572,11.584,15.051,20.07,200.809,89.972,499.034,4025.516,5049.881,4.942,91.525,30.031,41.28,405,499.569,109.748,3643.0,1603.0,466.0,69.803,50.806,1.069,2060.0,8350000000000000.0,2.65e+16,4.67e+17,3.01e+17,32927.651,106.716,898.0,158,1104.87,34.84,0.11,117,-25.970000000000027,6.204871794871795,False,False,False,wet,H2O,102,1,1_10,none
0.678,13.453,14.988,19.884,202.086,90.04,498.455,4087.863,5099.861,5.061,92.375,29.849,61.819,405,506.257,108.994,3654.0,1425.0,294.0,71.829,51.197,0.828,2063.0,1.71e+16,1.37e+17,1.27e+18,3e+17,31692.492,104.653,906.0,156,1042.17,34.48,0.31,61,-12.91999999999996,11.687213114754098,False,False,False,dry,O2,86,1,1_9,none
1.468,12.524,15.022,20.127,202.359,89.896,502.008,3957.046,5075.182,4.878,92.495,29.944,33.858,436,492.154,106.19,3653.0,1521.0,316.0,70.855,51.117,1.008,2084.0,1.29e+16,9.88e+16,2.29e+17,3.02e+17,31776.072,104.375,885.0,153,1096.21,28.5,0.28,291,3.5499999999999545,2.393298969072165,False,False,False,wet,H2O,92,1,1_8,none
1.96,16.273,15.248,20.031,205.684,90.098,505.311,4054.575,4965.097,5.14,92.224,29.909,24.408,365,516.972,108.633,3679.0,1389.0,151.0,71.31,51.545,0.968,2021.0,1.45e+16,8.04e+16,3.24e+17,3e+17,31464.051,99.996,882.0,154,1136.29,35.64,0.3,74,-9.690000000000056,9.590405405405406,False,False,False,dry,O2,97,1,1_7,none
1.297,11.982,15.253,20.04,201.913,89.838,500.675,4001.41,5030.925,5.039,91.768,30.014,51.19,405,500.698,106.858,3644.0,1323.0,359.0,71.599,52.056,0.969,2063.0,1.18e+16,9.34e+16,4.46e+17,3e+17,31997.033,103.555,924.0,149,979.0,39.82,0.23,132,1.490000000000009,5.2917424242424245,False,False,False,wet,H2O,49,1,1_6,none
0.701,13.914,15.026,20.15,204.466,90.127,500.979,4124.084,5108.305,5.006,91.219,29.936,32.033,365,560.601,108.033,3667.0,1598.0,419.0,71.292,52.032,0.995,2053.0,9770000000000000.0,1.22e+17,2.5e+17,3.01e+17,30986.087,106.441,872.0,155,989.27,38.05,0.22,98,-16.99000000000001,7.3162244897959186,False,False,False,wet,H2O,143,1,1_5,none
